id,pub_author,pub_year,strand_raw,strand_info,out_tit_tool,out_tit_tool_CLEAN,out_desc_tool,out_desc_tool_CLEAN,out_type_tool,out_type_tool_CLEAN,smd_tool,smd_tool_CLEAN,se_tool,se_tool_CLEAN,out_measure_tool,out_measure_tool_CLEAN,out_g1_n_tool,out_g1_n_tool_CLEAN,out_g1_mean_tool,out_g1_mean_tool_CLEAN,out_g1_sd_tool,out_g1_sd_tool_CLEAN,out_g2_n_tool,out_g2_n_tool_CLEAN,out_g2_mean_tool,out_g2_mean_tool_CLEAN,out_g2_sd_tool,out_g2_sd_tool_CLEAN,ci_lower_tool,ci_lower_tool_CLEAN,ci_upper_tool,ci_upper_tool_CLEAN,out_label_tool,out_label_tool_CLEAN,out_samp_tool,out_samp_tool_CLEAN,out_comp_tool,out_comp_tool_CLEAN,out_es_type_tool,out_es_type_tool_CLEAN,out_test_type_raw_tool,out_test_type_raw_tool_CLEAN
37061123,Moore (1961) 1_1,1961,['Feedback'],NA,CORR/INCORR G6 English spelling (MSAT) - feedback,,"Mean gains between pre- and post-testing for the experimental and the control groups using the Metropolitan Spelling Achievement Test (MSAT), R form. On Wednesday of each week students were given an orally administered test on the 17 words included in the unit. All students were given the same word list used in the Wednesday test to study on Thursday. On Friday, they were tested again on this word list. This procedure was followed throughout the 15-week period.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,-0.2698,,0.2557,,Literacy: spelling,,NA,,NA,,NA,,NA,,NA,,NA,,-0.771,,0.2314,,Primary outcome,,['Sample: All'],,With business as usual,,['Pre-post gain'],,['Test type: Standardised test '],
40294931,Moore (1961) 1_2,1961,['Feedback'],NA,DIG G6 English spelling - Feedback - post-test,,"An unadjusted post-test mean spelling score composed of 50 words selected randomly from the 210 programmed units, which were extracted from the four weekly post-tests administered at the end of each week.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,-0.2721,,0.3797,,Literacy: spelling,,NA,,NA,,NA,,NA,,NA,,NA,,-1.0163,,0.4721,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
46888304,Mostow (2013),2013,['Feedback'],NA,Total Reading (Post test),,"Woodcock Reading Mastery Test (WRMT) (Woodcock, 1998). The Word Identification, Word Attack, Word Comprehension, and Passage Compre- hension subtests of the WRMT, Form G, were administered to measure both lower-level and higher-level reading processes",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.7257,,0.1549,,Literacy: reading other,,88,,480.01,,11.91,,90,,471.49,,11.47,,0.4222,,1.0293,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
37092701,Neenan (1986) 1_1,1986,['Feedback'],NA,G4 Cognitive (Porteus Maze Test) - nontargeted qual errors - Arm1 - post-test,,"Pre-post gain Q-score (number of nontargeted qualitative errors) on the Porteus Maze Test which mainly deals with how well the subject is able to follow certain instructions. It consisted of the total number of errors from the categories of First 3rd, Last 3rd, Wavy Line, Wrong Direction and Year VII.",,"['Toolkit primary outcome', 'Other outcome']",,-0.4809,,0.3712,,Cognitive: other,,NA,,NA,,NA,,NA,,NA,,NA,,-1.2084,,0.2466,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
40294933,Neenan (1986) 1_2,1986,['Feedback'],NA,G4 Cognitive (Porteus Maze Test) - nontargeted qual errors - Arm2 - post-test,,"Pre-post gain Q-score (number of nontargeted qualitative errors) on the Porteus Maze Test which mainly deals with how well the subject is able to follow certain instructions. It consisted of the total number of errors from the categories of First 3rd, Last 3rd, Wavy Line, Wrong Direction and Year VII. ",,"['Toolkit primary outcome', 'Other outcome']",,0.1076,,0.3655,,Cognitive: other,,NA,,NA,,NA,,NA,,NA,,NA,,-0.6087,,0.8239,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
37092590,Olson (1990) FB,1990,['Feedback'],NA,VERB PEER Writing Quality ,,"Quality of writing. Data collection. Data consisted of the rough drafts of lesson 6, collected and copied before and after the formal revising session and the final drafts of the same lesson. Those drafts were used in the analysis of revision behav­ ior and writing quality. The scale used in this study to ana­ lyze writing quality was an adaptation of Cooper’s (1977) Personal Narrative Writing Scale. Data from Table 7 - Dependent Variable Means and Standard Deviation for Final Draft (post test).",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.4194,,0.3238,,Literacy: writing,,25.0,,106.83,,19.09,,16.0,,97.94,,23.25,,-0.2154,,1.0541,,Primary outcome,,NA,,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092703,Oner (1977),1977,['Feedback'],NA,Achievement Skill Test,,"This test contains 45 items and covers addition, subtraction, division, multiplication of decimals, rounding of decimals, and changing fractions to percentages. It was designed by the investi­ gator to measure the amount of instructional material that was learned during this experiment, and was used as the criterion measure for both immediate and delayed retention. Data from Table 12-1., comparison of Feedback (G1) and Nonfeedback (G2) conditions.",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.0,,0.2236,,Mathematics,,40.0,,25.11,,0.0,,40.0,,26.43,,0.0,,-0.4383,,0.4383,,Primary outcome,,['Sample: Average'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092704,Onyehalu (1983),1983,['Feedback'],NA,VERB Piagetian Criterion Task (substance task),,"Testing involving three stages -pretest, training, and posttest - was carried out individually in a quiet screened-off corner the school library. Subjects were seated across the table from the perimenter with all the test materials assembled on the table. ",,"['Toolkit primary outcome', 'Science primary outcome']",,0.2499,,0.1278,,Science,,123.0,,8.77,,0.0,,124.0,,0.05,,0.0,,-0.0005,,0.5003,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
37092591,Paquette (2009) 1_1,2009,"['Feedback', 'Peer tutoring']",added by Tomasz after Steve's response on Slack (June 17th),TE VERB TE G2 English writing ,,"Post-test mean scores of second grade students’ writing prompts. Each essay was graded by three raters using the 6+1 traits writing assessment model, who assigned a numerical value from 1 (lowest score) to 5 (highest score) for each of the six traits—ideas, organization, voice, word choice, sentence fluency, and conventions. Then, the six scores (one for each trait) of all three raters (which totaled 18 scores for each student) were averaged in order to determine a final mean score for each student.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.0488,,0.3416,,Literacy: writing,,15.0,,3.359,,0.646,,20.0,,3.25,,0.494,,-0.6208,,0.7184,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
40294939,Paquette (2009) 1_2,2009,"['Peer tutoring', 'Feedback']",NA,TR VERB TR G4 English writing (6+1 traits),,"Post-test mean scores of second grade students’ writing prompts. Each essay was graded by three raters using the 6+1 traits writing assessment model, who assigned a numerical value from 1 (lowest score) to 5 (highest score) for each of the six traits—ideas, organization, voice, word choice, sentence fluency, and conventions. Then, the six scores (one for each trait) of all three raters (which totaled 18 scores for each student) were averaged in order to determine a final mean score for each student. ",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,1.2677,,0.3122,,Literacy: writing,,25.0,,4.043,,0.548,,25.0,,3.36,,0.512,,0.6559,,1.8795,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37061141,Peeck (1979),1979,['Feedback'],NA,WRIT DEL Delayed (Test vs Feedback),,"Students studie 900-word text followed by a multiple-choice test, and, after 24 hr., were given feedback either on their own test form or on an unused test form. Retesting of half the immediate- test items was done immediately following feedback, of the other half six days later.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2252,,0.3607,,Literacy: reading comprehension,,16.0,,8.06,,2.32,,15.0,,7.6,,1.56,,-0.4818,,0.9321,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37061139,Peeck (1985) 1_1,1985,['Feedback'],NA,WRIT G5 English Reading - feedback - factual questions,,Post-test mean score for recall of specific factual information measured by a set of 13 multiple-choice factual questions (4 alternatives).,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.7436,,0.2495,,Literacy: reading comprehension,,34.0,,10.29,,1.62,,35.0,,8.94,,1.95,,0.2547,,1.2326,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
40294942,Peeck (1985) 1_2,1985,['Feedback'],NA,WRIT IMM Factual- Immediate Feedback,,One set (factual questions) required the recall of specific factual information of an approx.. 900-word text.  immediate test,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.7436,,0.2495,,Literacy: reading comprehension,,34.0,,10.29,,1.62,,35.0,,8.94,,1.95,,0.2547,,1.2326,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092708,Perkins (1988),1988,['Feedback'],NA,VERB Number of correct words,,A posttest on the transfer word list immediately followed the test trial on the experimental words. All subjects read each transfer trigram once and no feedback was given. The posttest provided a dependent measure of transfer words correct following feedback manipulation trials.,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.0075,,0.308,,Literacy: decoding/phonics,,NA,,NA,,NA,,NA,,NA,,NA,,0.4038,,1.6111,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
47269862,Peverly (2001) FB,2001,['Feedback'],NA,Gates MacGinitie ,,A timed standardized reading comprehension test.,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1811,,0.3881,,Literacy: reading comprehension,,20.0,,26.34,,5.94,,10.0,,25.29,,4.95,,-0.5796,,0.9418,,Primary outcome,,['Sample: Average'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
46888248,Phielix (2011),2011,['Feedback'],NA,Group Essay - Feedback,,Post-test unadjusted mean score. The grade given to each group’s collaborative writing task in Sociology. Each group had to write an essay on a highly relevant current-events topic (used by the author as a measure of cognitive performance).,,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.4128,,0.4056,,Literacy: writing,,20.0,,6.81,,0.71,,9.0,,6.36,,1.61,,-0.3822,,1.2078,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092592,Philippakos (2012),2012,['Feedback'],NA,PEER GIVE Persuasive Writing - Quality Scores ,,Students were asked to revise the papers written at pretest. The first group of research assistants returned to the classrooms and asked the students to revise the papers they had written on the first and second days of the study. Only the posttest of the first day - Uniforms is reported here. ,,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.6262,,0.2138,,Literacy: writing,,46.0,,3.33,,1.35,,46.0,,2.62,,0.84,,0.2072,,1.0452,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
46887936,Philippakos (2016),2016,['Feedback'],NA,Persuasive writing quality reviewers v time controls posttest adjusted,,Persuasive writing quality reviewers v time controls posttest adjusted,,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.3947,,0.2154,,Literacy: writing,,44,,3.29,,1.49,,44,,2.76,,1.15,,-0.0274,,0.8169,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092593,Prater (1993),1993,['Feedback'],NA,VERB PEER Overall Quality,,Compositions were scored using a six-point focused holistic scoring. Each composition received two independent readings. Scores that varied more than one point were read by a third reader who assigned the score. Cohen's Kappa was calculated on the unarbitrated scores and yielded a reliability coefficient of .94 on the pretest and .92 on the posttest.,,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.1493,,0.2999,,Literacy: writing,,27.0,,2.33,,1.01,,19.0,,2.16,,1.26,,-0.4385,,0.7371,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
47516125,Pridemore (1995) 1_1,1995,['Feedback'],NA,Achievement,,"Achievement was measured using a 30 item, paper-and pencil test This test consisted of three sections on the parts. functions, and use of the microscope. ",,"['Toolkit primary outcome', 'Science primary outcome']",,-0.5206,,0.172,,Science,,70.0,,16.79,,2.4,,70.0,,18.0,,2.22,,-0.8576,,-0.1835,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
49106840,Pridemore (1995) 1_2,1995,['Feedback'],NA,Achievement,,"Achievement was measured using a 30 item, paper-and pencil test This test consisted of three sections on the parts. functions, and use of the microscope.",,"['Toolkit primary outcome', 'Science primary outcome']",,0.243,,0.1697,,Science,,70.0,,18.54,,2.2,,70.0,,18.0,,2.22,,-0.0895,,0.5756,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092715,Reid (1988),1988,['Feedback'],NA,VERB Speaking Task,,"The speaking task (Task 1) included three items targeting each on one of the three major abilities required to communicate effectively  that is, (l) to engage in comparison activity, (2) to be aware of the instrumental nature of a message in recognizing that the discriminating attributes of a given referent vary with the particular set of nonreferents and that the comparison activity is not done once for all , (3) to take into account the perspective of the listener.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.9,,0.4,,Literacy: speaking and listening/oral language,,NA,,NA,,NA,,NA,,NA,,NA,,0.116,,1.684,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
37092594,Reynolds (1988),1988,['Feedback'],NA,VERB COPS (Content),,"COPS, designed and tested at the University of Kansas Institute for Research in Learning Disabilities, is a strategy for making mechanical revisions. Posttest ANOVA analysis carried out. The paragraphs were rated using the Diederich (1974) analytic scale, which evaluates writing in two overall areas  general merit and mechanics. General merit includes four factors  ideas, organization, wording, and flavor, while mechanics is broken down into usage, punctuation, spelling, and handwriting. Two raters score each of the eight factors on a 5-point scale, based upon the description of high, medium, and low papers.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.2429,,0.3347,,Literacy: writing,,18.0,,22.33,,4.84,,18.0,,20.94,,6.26,,-0.4131,,0.8989,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092778,Rickards (1978),1978,['Feedback'],NA,Verb: Poor+Good comprehdes: combined effect,,VERB Intentional Statements (MLQ vs NQ)  Poor+Good comprehenders   combined for fixed effect-,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3886,,0.2616,,Literacy: reading comprehension,,0.388597753,,0,,0,,0.261583646,,0,,0,,-0.1241,,0.9013,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
38296661,Rienzo (2016),2016,['Feedback'],NA,VERB GL Assessment (English) - Posttest,,"Reading was tested using the paper version of the Progress in English Test (PiE) published by GL Assessment. PiE is a summative test of English through spelling, punctuation, grammar and reading comprehension.",,"['Toolkit primary outcome', 'Reading primary outcome']",,-0.0208,,0.049,,Literacy: reading comprehension,,709.0,,100.86,,14.35,,1013.0,,101.17,,15.23,,-0.1168,,0.0751,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment AND clustering'],,['Test type: Standardised test '],
37092595,Rosenthal (2006),2006,['Feedback'],NA,WRIT Woodcock Johnson Test of Achievement (Grp 2),,"The Woodcock Johnson Test of Achievement-Third Edition (Woodcock, McGrew & Mather, 2001) is a standardized, norm-referenced test designed to measure children’s achievement in the areas of reading, mathematics and writing. All students were individually administered the Broad Written Language Cluster of the Woodcock Johnson Test of Achievement, which includes the subtests of Spelling, Writing Fluency, and Writing Samples. The Spelling subtest examined a student’s ability to correctly write orally presented words. The Writing Fluency subtest was a timed measure that examined a student’s ability to create sentences based on a specific picture or words. The Writing Samples subtest examined the quality of a student’s ability to utilize a variety of writing skills, including spelling, length of response, vocabulary and grammar.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.5217,,0.4015,,Literacy: writing,,18,,61.8,,9.6,,10,,55.9,,13.2,,-0.2653,,1.3086,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
40294951,Roussey (1992) FB,1992,"['Feedback', 'Collaborative learning']",NA,Task performance: combined fixed effects,,Task performance for more & less exprtise groups  combined fixed effects (note  the groups act as their own controls for the different conditions),,"['Toolkit primary outcome', 'Reading primary outcome']",,0.6671,,0.2297,,Literacy: reading other,,NA,,NA,,NA,,NA,,NA,,NA,,0.2168,,1.1174,,Primary outcome,,['Sample: All'],,,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092719,Rust (1977),1977,['Feedback'],NA,Feedback - Science - Immediate Knowledge of Results & STEP,,Post-test adjusted mean score for 70 questions asked using Form A Series 1 and Form A Series 2 science sections of the Sequential Test of Educational Progress (STEP). ,,"['Toolkit primary outcome', 'Science primary outcome']",,0.4451,,0.2494,,Science,,33.0,,16.483,,7.026,,33.0,,13.351,,6.882,,-0.0438,,0.9339,,Primary outcome,,['Sample: All'],,With active control,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
41661278,Sarkis (2004),2004,"['Individualised instruction', 'Feedback']",NA,Florida Comprehensive Assessment Test,,Florida Comprehensive Assessment Test (FCAT) (no full description is given),,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.0988,,0.03,,Mathematics,,1830.0,,0.0,,0.0,,2819.0,,0.001,,0.0,,0.04,,0.1577,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
47516142,Schaffer (1986),1986,['Feedback'],NA,Recall (Video+Qs+KR) v Video+Qs,,Recall totals  'Video+Questions+Feedback' (treatment) vs Video+Questions' (control) (Note  control is noted as business as usual as it is the same as treatment minus the feedback),,"['Toolkit primary outcome', 'Other outcome']",,0.0204,,0.2887,,Curriculum: other,,24.0,,14.13,,4.56,,24.0,,14.04,,4.11,,-0.5454,,0.5862,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092597,Schunk (1993),1993,['Feedback'],NA,VERB Skill Test (Strategy Goal+FB vs Strategy),,"For the skill test children were given one topic for each of the four paragraph types. Three different forms of the test were developed which includ- ed the same four paragraph types but different topics. The parallel forms were used on the pretest, posttest, and mainte- nance test to eliminate potential effects due to topic familiarity. ",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.9916,,0.4572,,Literacy: writing,,11.0,,13.3,,1.2,,11.0,,11.9,,1.5,,0.0954,,1.8877,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092598,Schunk (1993) 1_1,1993,['Feedback'],NA,Words/T unit - post-test scores (vs business as usual),,"Words/T unit (process goal+fb vs control) post-test scores  Words per T unit  (A T unit is a main clause + attached subordinate clauses (Odell, 1981). Words per T unit is a measure of syntactic fluency & a reliable indicator of sophistication in writing skill)",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,1.0111,,0.3911,,Literacy: writing,,15.0,,8.7,,1.3,,15.0,,7.4,,1.2,,0.2446,,1.7776,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
43090192,Schunk (1993) 1_2,1993,['Feedback'],NA,Word/T Unit (vs business as usual),,"Posttest means and SD's for Word/T unit. Process Goal and Feedback vs control  Words per T unit  (A T unit is a main clause + attached subordinate clauses (Odell, 1981). Words per T unit is a measure of syntactic fluency & a reliable indicator of sophistication in writing skill)",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,2.3379,,0.6084,,Literacy: writing,,10.0,,7.8,,0.4,,10.0,,6.1,,0.9,,1.1454,,3.5304,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
38296677,Siddiqui (2014),2014,['Feedback'],NA,VERB Reading attainment-Feedback,,Post test mean gain fine points scores for reading comprehension.   Teacher assessment or Test in the appropriate Key Stage for all relevant year cohorts.,,"['Toolkit primary outcome', 'Reading primary outcome']",,-0.0361,,0.0381,,Literacy: reading comprehension,,1676.0,,4.16,,2.97,,1173.0,,4.27,,3.16,,-0.1107,,0.0386,,Primary outcome,,['Sample: All'],,With business as usual,,['Pre-post gain'],,['Test type: School-developed test'],
37092727,Sonnenschein (1986),1986,['Feedback'],NA,VERB Listening - Feedback,,"One week after Session I, each child received a 1O-trial  listening task. On the listening task, children heard a tape recording of Tara giving either informative or ambiguous messages. ",,"['Toolkit primary outcome', 'Other outcome']",,1.7,,0.5,,Literacy: speaking and listening/oral language,,NA,,NA,,NA,,NA,,NA,,NA,,0.72,,2.68,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
38296682,Speckesser (2018),2018,['Feedback'],NA,VERB FA Attainment 8 GCSE,,The primary outcome was student’s GCSE Attainment 8 score. This uses the new GCSE numerical grades introduced in 2016/2017 which range from 0 to 9. ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1,,0.06,,Combined subjects,,NA,,NA,,NA,,NA,,NA,,NA,,-0.0176,,0.2176,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment AND clustering'],,['Test type: National test'],
46887926,Story (1986),1986,['Feedback'],NA,Rate students choose to repeat task high performers v low,,Rate students choose to repeat task high performers v low,,"['Toolkit primary outcome', 'Other outcome']",,0.38,,0.098,,Curriculum: other,,NA,,NA,,NA,,NA,,NA,,NA,,0.1879,,0.5721,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092790,Swanson (1977),1977,['Feedback'],NA,F+REM Chemistry Achievement (Bloom vs Control),,"'A one-way analysis of variance and F-test of significance at the .05 level of significance was used, and t-tests were conducted to determine the specific treatments responsible for any differences. A pool of questions consisting of sixteen questions for eaqh of the five objectives was selected from the previoqs seven years of regents examinations in chemistry.",,"['Toolkit primary outcome', 'Science primary outcome']",,0.4733,,0.3435,,Science,,18,,15.588,,3.222,,17,,13.889,,3.787,,-0.1999,,1.1466,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37061134,Tait (1973) 1_1,1973,['Feedback'],NA,"DIG Y2,3 multiplication criterion measure - Active & passive feedback (Arm 1 & 2)",,"Post-test adjusted mean score for multiplication. A criterion measure consisted of 24 multiplication problems. In half of the problems the number being multiplied was a randomly-generated two-digit number, in the other half a randomly-generated three-digit number. The multiplier was a randomly-selected one-digit number (2-9). The same paper-and-pencil form of the criterion measure was used as a pretest and a post-test.",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.8139,,0.308,,Mathematics,,NA,,NA,,NA,,NA,,NA,,NA,,0.2102,,1.4176,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
40294957,Tait (1973) 1_2,1973,['Feedback'],NA,DIG Criterion Test (feedback vs no feedback),,"The criterion measure consisted of 24 multiplication problems. In half of the problems the number being multiplied was a randomly-generated two-digit number, in the other half a randomly-generated three-digit number. The covariance adjustment of the criterion post-test removed variation present on the criterion pre-test.",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.7688,,0.3019,,Mathematics,,34.0,,2.74,,0.0,,18.0,,0.01,,0.0,,0.1772,,1.3604,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
45336793,Tenenbaum (1982) FB 1_1,1982,['Feedback'],NA,Summative Achievement (HMP),,Posttest Means and SD's for Higher Mental Processes ,,"['Toolkit primary outcome', 'Science primary outcome']",,0.751,,0.2701,,Science,,29.0,,81.0,,16.06,,30.0,,67.63,,18.91,,0.2217,,1.2803,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: National test'],
45336794,Tenenbaum (1982) FB 1_2,1982,['Feedback'],NA,Summative Achievement (HMP),,Posttest means and SD's for Higher Mental Process,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.5498,,0.268,,Mathematics,,30.0,,86.3,,14.43,,28.0,,75.36,,23.99,,0.0245,,1.0752,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: National test'],
40294958,Tenenbaum (1986) FB,1986,['Feedback'],NA,VERB Summative Achievement (Maths and Science),,Final achievement in both content areas was indicated by the scores students obtained on the summative test given to all groups at the end of the series of learning tasks. The tests contained 40 multiplechoice items selected from a specific domain covered in all the learning units. The final scores were computed as follows  (corrected responses/40) x 100.,,"['Toolkit primary outcome', 'Other outcome']",,1.9641,,0.2235,,Combined subjects,,59.0,,86.8,,10.826,,61.0,,60.903,,14.975,,1.526,,2.4022,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
46888106,Tobias (1976),1976,['Feedback'],NA,READING Post test ,,Constructed responses about RE from the books of Moses ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1564,,0.1973,,Literacy: reading other,,57.0,,16.1,,7.9,,47.0,,14.4,,13.5,,-0.2304,,0.5432,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37061135,Tobias (1984),1984,['Feedback'],NA,DIG Nelson-Denny Reading Test,,Post-test totals from Nelson-Denny Reading Test. Numbers for Intervention and control inferred from total N (55).,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.4839,,0.2739,,Literacy: reading comprehension,,27.0,,30.7,,10.13,,28.0,,25.89,,9.47,,-0.0531,,1.0208,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
37092612,Tomita (2008),2008,['Feedback'],NA,FERB FA Science Achievement (Phase 1),,"The achievement multiple choice items and part of the performance assessment were designed to assess students’ general science achievement in the domain of sinking and floating and relative density. To adjust for this slight pre-existing difference between groups, a multivariate analysis of covariance (MANCOVA) was conducted using posttest scores as dependent variables, total pretest multiple choice scores (the sum of achievement and diagnostic items) as the covariate, and group membership as the independent variable.",,"['Toolkit primary outcome', 'Science primary outcome']",,0.7,,0.4,,Science,,NA,,NA,,NA,,NA,,NA,,NA,,-0.084,,1.484,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092613,Tuominen (2008),2008,['Feedback'],NA,VERB FA School mathematics tests,,"Tests were designed by the middle school math teachers during a district sponsored summer workshop. According to the teacher test developers, items on the tests corresponded directly with expectations of what the students should learn during the first trimester consistent with the California State Standards. Both groups of student assessments were part of an on-line assessment system for those classroom sections in the treatment group. Sub-test scores were also computed for the five math standards areas covered on each benchmark exam  1) operations with integers and absolute value (8 questions), 2) simplifying and evaluating variable expressions (7 questions), 3) use of properties and order of operations (7 questions), 4) translating phrases and mathematical reasoning (6 questions), and 5) one-step equations and inequalities (6 questions). Means, frequencies, and z-scores were calculated for each total and sub-test for individual students and for treatment groups.",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.08,,0.0813,,Mathematics,,NA,,NA,,NA,,NA,,NA,,NA,,-0.0794,,0.2394,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment AND clustering'],,['Test type: School-developed test'],
