id,pub_author,pub_year,strand_raw,strand_info,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,prepost_t_mean_ht_t_sd_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
46887836,Fitch (2008),2008,['Feedback'],NA,['Yes'],NA,NA,,NA,30,,"['Page 13:\n[¬s]""384.63[¬e]""']",384.63,,"['Page 13:\n[¬s]""21.91[¬e]""']",21.91,,"['Page 13:\n[¬s]""411.10[¬e]""']",411.1,,"['Page 13:\n[¬s]""28.26[¬e]""']",28.26,,"['Page 13:\n[¬s]""26.47[¬e]""']",26.47,,"['Page 13:\n[¬s]""15.09[¬e]""']",15.09,,NA,NA,,NA,95,,"['Page 13:\n[¬s]""397.14[¬e]""']",397.14,,"['Page 13:\n[¬s]""25.79[¬e]""']",25.79,,"['Page 13:\n[¬s]""414.81[¬e]""']",414.81,,"['Page 13:\n[¬s]""25.55[¬e]""']",25.55,,"['Page 13:\n[¬s]""17.67[¬e]""']",17.67,,"['Page 13:\n[¬s]""14.42[¬e]""']",14.42,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092577,Fitzgerald (1987),1987,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092578,Franzke (2005),2005,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46887970,Fuchs (1986),1986,['Feedback'],NA,['Yes'],NA,NA,,NA,49,,NA,NA,,NA,NA,,NA,62.19,,NA,4.97,,NA,NA,,NA,NA,,NA,NA,,NA,39,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""C 60[¬e]""']",60.53,,"['Page 5:\n[¬s]""53 6[¬e]""']",6.97,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092650,Glover (1989),1989,['Feedback'],NA,['Yes'],NA,NA,,NA,15,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""13.93[¬e]""']",13.93,,"['Page 6:\n[¬s]""2.76[¬e]""']",2.76,,NA,NA,,NA,NA,,NA,NA,,NA,15,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""13.18[¬e]""']",13.18,,"['Page 6:\n[¬s]""2.32[¬e]""']",2.32,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888085,Golke (2009),2009,['Feedback'],NA,['Yes'],NA,NA,,NA,100,,NA,35.24,,"['Page 4:\n[¬s]""8.24[¬e]""']",8.24,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""98[¬e]""']",98,,NA,35.92,,NA,7.75,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296615,Gorard (2015),2015,"['Digital technology', 'Feedback']",NA,['Yes'],NA,NA,,"['Page 20:\n[¬s]""175[¬e]""']",175,,NA,NA,,NA,NA,,"['Page 20:\n[¬s]""327.1[¬e]""']",327.1,,"['Page 20:\n[¬s]""51.4[¬e]""']",51.4,,NA,NA,,NA,NA,,NA,NA,,"['Page 20:\n[¬s]""164[¬e]""']",164,,NA,NA,,NA,NA,,NA,315.3,,NA,46.6,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47269809,Gregory (1976) FB 1_1,1976,['Feedback'],NA,['Yes'],NA,NA,,NA,27,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,5.57,,NA,3.276,,NA,NA,,NA,25,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,4.596,,NA,2.621,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47269810,Gregory (1976) FB 1_2,1976,['Feedback'],NA,['Yes'],NA,(3) Extrinsic Reinforcement (ER) condition was coded as an intervention as it had an additional element of money incentivising compared with (1) Intrinsic Reinforcement (IR) condition. ,,"['Page 4:\n[¬s]""Table 2.-[¬e]""']",26,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""Table 4.-[¬e]""']",50.239 ,,"['Page 5:\n[¬s]""Table 4.-[¬e]""']",4.944 ,,"['Page 4:\n[¬s]""Table 2.-[¬e]""']",6.296 ,,"['Page 4:\n[¬s]""Table 2.-[¬e]""']",2.876 ,,NA,NA,,"['Page 4:\n[¬s]""Table 2.[¬e]""']",27,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""Table 4.[¬e]""']",46.509 ,,"['Page 5:\n[¬s]""Table 4.-[¬e]""']",8.589 ,,"['Page 4:\n[¬s]""Table 2.-[¬e]""']",5.570 ,,"['Page 4:\n[¬s]""Table 2.[¬e]""']",3.276 ,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092582,Guastello (2001) FB,2001,['Feedback'],NA,['Yes'],"['Page 302:\n[¬s]""Table 1. Means and Standard Deviations Within Each Phase[¬e]""']","Results from Table 1, coding Phase One as pre-test, Phase Three as post-test based on the description of the intervention in the study. ",,"['Page 302:\n[¬s]""97[¬e]""']",97,,"['Page 302:\n[¬s]""2.45[¬e]""']",2.45,,"['Page 302:\n[¬s]"".42[¬e]""']",0.42,,"['Page 302:\n[¬s]""3.22[¬e]""']",3.22,,"['Page 302:\n[¬s]"".37[¬e]""']",0.37,,NA,NA,,NA,NA,,NA,NA,,"['Page 302:\n[¬s]""70[¬e]""']",70,,"['Page 302:\n[¬s]""2.45[¬e]""']",2.45,,"['Page 302:\n[¬s]"".28[¬e]""']",.28,,"['Page 302:\n[¬s]""2.47[¬e]""']",2.47,,"['Page 302:\n[¬s]"".30[¬e]""']",0.3,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092655,Hanna (1976),1976,['Feedback'],NA,['Yes'],"['Page 4:\n[¬s]"" each having a pretest mean of 8.82 and standard deviation of 3.17[¬e]""']",NA,,NA,389,,NA,8.82,,NA,3.17,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,389,,NA,8.82,,NA,3.17,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37091033,Haring (1975),1975,['Feedback'],NA,['Yes'],"['Page 2:\n[¬s]""the experimental group’s mean reading grade level was 1.51 (SD = .58), while the control group had a mean reading grade level of 1.57 (SD = .71).[¬e]""']",NA,,NA,24,,NA,1.51,,NA,0.58,,NA,2.86,,NA,0.64,,NA,NA,,NA,NA,,NA,NA,,NA,30,,NA,1.57,,NA,0.71,,NA,2.02,,NA,0.77,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47516029,Hillocks (1982),1982,['Feedback'],NA,['Yes'],NA,NA,,NA,33,,"['Page 12:\n[¬s]""4.6[¬e]""']",4.687,,"['Page 12:\n[¬s]""16[¬e]""']",1.616,,"['Page 12:\n[¬s]""6.2[¬e]""']",6.254,,"['Page 12:\n[¬s]""18[¬e]""']",2.018,,NA,NA,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""3[¬e]""']",33,,"['Page 12:\n[¬s]""938[¬e]""']",4.938,,"['Page 12:\n[¬s]""17[¬e]""']",1.717,,NA,5.828,,NA,2.157,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092584,Holman (2011),2011,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092768,Hughes (1973),1973,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46887933,Hwang (2014),2014,['Feedback'],NA,['Yes'],NA,NA,,NA,82,,"['Page 8:\n[¬s]""73.56 and 22.10 for the experimental group[¬e]""']",73.56,,NA,22.10,,"['Page 10:\n[¬s]""40.35[¬e]""']",40.35,,"['Page 10:\n[¬s]""6.47[¬e]""']",6.47,,NA,NA,,NA,NA,,NA,NA,,NA,85,,"['Page 8:\n[¬s]""77.53 and 16.39 for the control\ngroup,[¬e]""']",77.53,,NA,16.39,,"['Page 10:\n[¬s]""38.03[¬e]""']",38.03,,"['Page 10:\n[¬s]""5.67[¬e]""']",5.67,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37061115,Jacobs (1966),1966,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092585,Jewell (2003),2003,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47516037,Johansen (1983),1983,['Feedback'],NA,['Yes'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]""21.7[¬e]""']",21.7,,"['Page 7:\n[¬s]""2.0[¬e]""']",2,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47269821,Khine (1996) FB 1_1,1996,['Feedback'],NA,['Yes'],NA,"As the strand is about feedback, I chose 'KoR=Knowledge of Results' as the intervention - as within this condition which feedback was provided (vs No Feedback).",,"['Page 6:\n[¬s]""34[¬e]""']",34,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""13.50[¬e]""']",13.5,,"['Page 6:\n[¬s]""2.85[¬e]""']",2.85,,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""35[¬e]""']",35,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""9.85[¬e]""']",9.85,,"['Page 6:\n[¬s]""3.1[¬e]""']",3.1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47269822,Khine (1996) FB 1_2,1996,['Feedback'],NA,['Yes'],NA,NA,,NA,35,,NA,NA,,NA,NA,,NA,9.85,,NA,3.1,,NA,NA,,NA,NA,,NA,NA,,NA,36,,NA,NA,,NA,NA,,NA,14.22,,NA,2.37,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37091034,King (1983),1983,['Feedback'],NA,['Yes'],NA,NA,,"['Page 9:\n[¬s]""Data were Obtained on\'19 students in each condition.[¬e]""']",19,,NA,NA,,NA,NA,,"['Page 28:\n[¬s]""39.83[¬e]""']",39.83,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""Data were Obtained on\'19 students in each condition.[¬e]""']",19,,NA,NA,,NA,NA,,"['Page 28:\n[¬s]""43.81[¬e]""']",43.81,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092606,King (2003),2003,['Feedback'],NA,['Yes'],NA,NA,,"['Page 80:\n[¬s]"" (n = 43) served as the treatment group[¬e]""']",43,,NA,NA,,NA,NA,,"['Page 110:\n[¬s]""83.33[¬e]""']",83.33,,"['Page 110:\n[¬s]""7.86[¬e]""']",7.86,,NA,NA,,NA,NA,,NA,NA,,"['Page 80:\n[¬s]""(n = 22) served as the control[¬e]""']",22,,NA,NA,,NA,NA,,"['Page 110:\n[¬s]""85.50[¬e]""']",85.50,,"['Page 110:\n[¬s]""11.09[¬e]""']",11.09,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092607,Koedinger (2010),2010,['Feedback'],NA,['Yes'],NA,NA,,NA,947,,NA,55.63,,NA,NA,,NA,51.70,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,237,,NA,61.19,,NA,NA,,NA,48.83,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294919,Kolic-Vehovec (2002) FB,2002,['Feedback'],NA,['Yes'],NA,Vocabulary (WISC-R) pre-test scores from Table 1. ,,"['Page 4:\n[¬s]""groups of 15[¬e]""']",15,,"['Page 4:\n[¬s]""18.53[¬e]""']",18.53,,"['Page 4:\n[¬s]""3.81[¬e]""']",3.81,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]"" groups of 15[¬e]""']",15,,"['Page 4:\n[¬s]""16.80[¬e]""']",16.80,,"['Page 4:\n[¬s]""2.68[¬e]""']",2.68,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092586,Kozlow (2004),2004,['Feedback'],NA,['Yes'],NA,"Results have been collected from Table 4 of combined elementary and intermediate school pre-test and post-test outcomes, calculated using  https //handbook-5-1.cochrane.org/chapter_7/table_7_7_a_formulae_for_combining_groups.htm. Screenshots added to slack 3/4/2019. ",,NA,776,,NA,3.788,,NA,0.817,,NA,4.115,,NA,0.807,,NA,NA,,NA,NA,,NA,NA,,NA,816,,NA,3.865,,NA,0.824,,NA,4.116,,NA,0.802,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294920,Kramarski (2009) FB,2009,"['Feedback', 'Collaborative learning']",NA,['Yes'],NA,"Procedural Accuracy Score from the 'Mathematical transfer test' used as post-test outcome (Table 3). This test has closest similarity to the pre-test than the 'Authentic mathematical inquiry task'. The test addressed three kinds of skills  procedural (9 items), problem-solving (8 items), and constructing a mathematical problem using a given formula (1 item).  ",,"['Page 15:\n[¬s]""Group feedback (n = 32)[¬e]""']",32,,"['Page 14:\n[¬s]""83.30[¬e]""']",83.30,,"['Page 14:\n[¬s]""16.80[¬e]""']",16.80,,"['Page 17:\n[¬s]""89.17[¬e]""']",89.17,,"['Page 17:\n[¬s]""14.30[¬e]""']",14.30,,NA,NA,,NA,NA,,NA,NA,,"['Page 15:\n[¬s]""Control (n = 36)[¬e]""']",36,,"['Page 14:\n[¬s]""82.04[¬e]""']",82.04,,"['Page 14:\n[¬s]""14.70[¬e]""']",14.70,,"['Page 17:\n[¬s]""86.72[¬e]""']",86.72,,"['Page 17:\n[¬s]""14.38[¬e]""']",14.38,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092670,Lacher (1983),1983,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888303,Lenhard (2013),2013,['Feedback'],NA,['Yes'],NA,NA,,"['Page 11:\n[¬s]""conText (N = 59)[¬e]""']",59,,"['Page 11:\n[¬s]""23.1[¬e]""']",23.1,,"['Page 11:\n[¬s]""(5.5)[¬e]""']",5.5,,"['Page 11:\n[¬s]""26.3[¬e]""']",26.3,,"['Page 11:\n[¬s]""(4.6)[¬e]""']",4.6,,"['Page 11:\n[¬s]""3.1[¬e]""']",3.1,,"['Page 11:\n[¬s]""(4.9[¬e]""']",4.9,,NA,NA,,"['Page 11:\n[¬s]""Reading Detectives (N = 80)[¬e]""']",80,,"['Page 11:\n[¬s]""22.2[¬e]""']",22.2,,"['Page 11:\n[¬s]""5.9)[¬e]""']",5.9,,"['Page 11:\n[¬s]""24.4[¬e]""']",24.4,,"['Page 11:\n[¬s]""(5.3)[¬e]""']",5.3,,"['Page 11:\n[¬s]""2.2[¬e]""']",2.2,,"['Page 11:\n[¬s]""(5.3)[¬e]""']",5.3,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888095,Llorens (2014) 1_1,2014,['Feedback'],NA,['Yes'],NA,NA,,NA,34,,"['Page 7:\n[¬s]""M= 12.82[¬e]""']",12.82,,"['Page 7:\n[¬s]""M= 12.82[¬e]""', 'Page 7:\n[¬s]""sd = 3.6[¬e]""']",3.61,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,28,,"['Page 7:\n[¬s]""M= 12.36[¬e]""']",12.36,,"['Page 7:\n[¬s]""sd = 3.77[¬e]""']",3.77,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
49106829,Llorens (2014) 1_2,2014,['Feedback'],NA,['Yes'],NA,NA,,NA,30,,"['Page 7:\n[¬s]""M= 12.57[¬e]""']",12.57,,"['Page 7:\n[¬s]""sd = 3.57[¬e]""']",3.57,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,28,,"['Page 7:\n[¬s]""(M= 12.36[¬e]""']",12.36,,"['Page 7:\n[¬s]""sd = 3.77[¬e]""']",3.77,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888096,Llorens (2016) 1_1,2016,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
49106830,Llorens (2016) 1_2,2016,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
49106831,Llorens (2016) 1_3,2016,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
