id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,ii_approach,ii_elements_included,ii_programmes_mentioned
49769721,Fuchs (1992),1992,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",1.0376,0.3311,['Post-test unadjusted (select one from this group)'],CRAB- Words Correct,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.0376,0.3311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,15,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11', '12', '13']",NA,NA,['USA'],['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],17 ,5 ,60,['Toolkit: Individualised instruction'],['Individual feedback'],['Digital technology'],['Mastery learning']
41661319,Fulton (1970),1970,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",1.128,0.343,['Post-test adjusted for baseline attainment'],Iowa BSCS science- Individ.Instr,With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",1.128,0.343,NA,NA,NA,40 ,1,NA,['Middle school'],"['13', '14']",NA,NA,['USA'],['Retrospective QED  '],"['Small group/intensive support (3-5)', 'One to one']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Unclear/not specified'],36 , ,50,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual work', 'Individual feedback']",NA,['Individually Prescribed Instruction (IPI)']
41661146,Gaskill (1971) 1_1,1971,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Other outcome']",0.2127,0.3441,['Post-test unadjusted (select one from this group)'],Comprehensive Test of Basic Skills,With business as usual,['Sample: All'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,1,NA,['Primary/elementary school'],"['7', '8', '9']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],36 ,5 ,250 ,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']","['Pre-testing of content', 'Self-checking/ self-marking']",['Individually Prescribed Instruction (IPI)']
45336736,Gaskill (1971) 1_2,1971,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Other outcome']",0.2803,0.2736,['Post-test unadjusted (select one from this group)'],Comprehensive Test of Basic Skills,With business as usual,['Sample: All'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2,NA,['Primary/elementary school'],"['7', '8', '9']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36 , ,250 ,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback', 'Individual pace']","['Pre-testing of content', 'Testing for mastery']","['Mastery learning', 'Individually Prescribed Instruction (IPI)']"
49769739,Gegner (2009),2009,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7686,0.1951,['Post-test unadjusted (select one from this group)'],Comprehension Test Measure,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7686,0.1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,1,5,['Secondary/High school'],"['16', '17']",NA,NA,['USA'],['Cluster RCT'],['Student alone (self-administered)'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Class teachers'],0.2 ,1,50,['Toolkit: Individualised instruction'],['Individual work'],['Digital technology'],NA
49769677,Gijlers (2013),2013,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.9007,0.3179,['Post-test unadjusted (select one from this group)'],Intuitive Knowledge Test,With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.9007,0.3179,NA,NA,NA,50,2,NA,['Secondary/High school'],['15'],NA,NA,['The Netherlands'],['Individual RCT'],['Paired learning'],['Unclear/ Not specified'],['Yes'],['No'],['Unclear/ not specified'],['Research staff'],0.2 ,1,90 ,['Toolkit: Individualised instruction'],['Individual pace'],['Collaboration'],['Computer-assisted instruction']
41661107,Glaser (1966),1966,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.7157,0.1835,NA,Cooperative Mathematics Test (Grade 9),With business as usual,NA,Literacy  writing,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.7157,0.1835,NA,NA,NA,NA,NA,NA,517,NA,NA,"['Primary/elementary school', 'Middle school', 'Secondary/High school']","['9', '10', '11', '12', '13', '14', '15', '16', '6', '7']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,5 ,20 ,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']","['Collaboration', 'Pre-testing of content']",['Programmed instruction']
41661324,Glass (1970),1970,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.1795,0.3251,['Post-test unadjusted (select one from this group)'],TOUS - Indiv.Instr.,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.1795,0.3251,NA,NA,NA,38 ,1,2,"['Other educational setting (please specify)', 'Secondary/High school']","['13', '14']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Paired learning']",['No'],['No'],['No'],['During regular school hours '],['Research staff'],72,5 , ,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Collaboration'],NA
41661148,Godde (1972) 1_1,1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Other outcome']",0.0515,0.2239,['Post-test unadjusted (select one from this group)'],Aural Comprehension,With business as usual,['Sample: All'],Literacy  speaking and listening/oral language,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87 ,2,NA,['Primary/elementary school'],"['6', '5']",NA,NA,['USA'],['Prospective QED'],['Other (Explain in notes)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],28, , ,['Toolkit: Individualised instruction'],['Individual work'],NA,NA
45336737,Godde (1972) 1_2,1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0268,0.2089,['Post-test unadjusted (select one from this group)'],Reading,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0268,0.2089,NA,NA,NA,['Mathematics primary outcome'],0.1295,0.2091,NA,NA,NA,NA,NA,NA,93,2,NA,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Prospective QED'],['Other (Explain in notes)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],28, , ,['Toolkit: Individualised instruction'],['Individual work'],NA,NA
47269804,Goldner (1973) II,1973,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2605,0.1698,['Post-test unadjusted (select one from this group)'],Iowa Test of Basic Skills ( Language arts vs control),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2605,0.1698,NA,NA,NA,['Mathematics primary outcome'],-0.3604,0.1704,NA,NA,NA,NA,NA,NA,140,1,11,['Primary/elementary school'],"['13', '14']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'One to one']",['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,3,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Collaboration', 'Pre-testing of content']",['Programmed instruction']
41661203,Graff (2008),2008,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.1619,0.167,NA,Maths posttest eFit v no eFit,With active control,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.1619,0.167,NA,NA,NA,NA,NA,NA,58,NA,NA,['Secondary/High school'],"['11', '12', '13', '14', '15']",NA,NA,['Germany'],['Prospective QED'],['Student alone (self-administered)'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Digital technology']",36 ,2,90 ,NA,"['Individual work', 'Individual pace']",['Digital technology'],"['Programmed instruction', 'Computer-assisted instruction']"
49769714,Grenier (2013),2013,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.194,0.1642,['Post-test unadjusted (select one from this group)'],Post test Mathematics Scores,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.194,0.1642,NA,NA,NA,NA,NA,NA,150,1,NA,['Middle school'],"['12', '13']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],['Class teachers'], ,1,45 ,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Digital technology', 'Testing for mastery']",['Computer-assisted instruction']
41661071,Hanneman (1972),1971,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.387,0.211,['Post-test unadjusted (select one from this group)'],End-of-unit Tests (Post-test)- Individualised Instruction,With business as usual,['Sample: High achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.387,0.211,NA,NA,NA,NA,NA,NA,92,1,4,['Secondary/High school'],"['15', '16']",NA,NA,['USA'],['Cluster RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Unclear/not specified'],14 , , ,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Collaboration'],NA
41661151,Harper (1973) 1_1,1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.6974,0.4646,['Post-test unadjusted (select one from this group)'],Fifth Grade Maths Achievement ,With business as usual,['Sample: Average'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.6974,0.4646,NA,NA,NA,NA,NA,NA,335,4,NA,['Primary/elementary school'],"['9', '10', '11']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],36 , , ,['Toolkit: Individualised instruction'],"['Individual feedback', 'Individual work']","['Pre-testing of content', 'Self-checking/ self-marking']",['Individually Prescribed Instruction (IPI)']
45336745,Harper (1973) 1_2,1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1069,0.3116,['Post-test unadjusted (select one from this group)'],Fifth Grade Maths Achievement ,With business as usual,['Sample: Average'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1069,0.3116,NA,NA,NA,NA,NA,NA,335,4,NA,['Primary/elementary school'],"['9', '10', '11']",NA,NA,['USA'],['Prospective QED'],['Other (Explain in notes)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],36 , , ,['Toolkit: Individualised instruction'],['Individual work'],NA,NA
41661328,Heffernan (1973),1973,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.4243,0.2804,['Post-test unadjusted (select one from this group)'],Test of Science Knowledge,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.4243,0.2804,NA,NA,NA,104,1,4,['Middle school'],"['13', '14']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['No'],['No'],['No'],['During regular school hours '],['Class teachers'],12, ,50,['Toolkit: Individualised instruction'],['Individual work'],['Self-checking/ self-marking'],NA
41661152,Herceg (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.5653,0.211,['Post-test unadjusted (select one from this group)'],"Criterion-Referenced Test  (Middle track, Business as usual control) - Individualised Instruction",With business as usual,['Sample: Average'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.5653,0.211,NA,NA,NA,NA,NA,NA,204,1,4,['Secondary/High school'],['16'],NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'], , , ,['Toolkit: Individualised instruction'],['Individual pace'],['Digital technology'],['Audio-tutorial instruction']
41661153,Hirsch (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.5489,0.0237,NA,Initial Learning Scores adjusted,With active control,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.5489,0.0237,NA,NA,NA,NA,NA,NA,213,6,NA,['Secondary/High school'],"['12', '13']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],"['During regular school hours ', 'Before/after school']","['Research staff', 'Class teachers']",2,5,55 ,NA,['Individual pace'],['Testing for mastery'],"['Individually Prescribed Instruction (IPI)', 'Programmed instruction']"
49769715,Hu (2012),2012,['Journal article'],"['Individualised instruction', 'One to one tuition']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.0898,0.1001,['Post-test unadjusted (select one from this group)'],Tennessee Comprehensive Assessment Program,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0898,0.1001,NA,NA,NA,NA,NA,NA,266,4,16,['Middle school'],"['11', '12']",NA,NA,['USA'],['Cluster RCT'],['Student alone (self-administered)'],['Yes (Please specify)'],['Yes'],['No'],['Before/after school'],['Class teachers'],36 ,2,120,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']","['Digital technology', 'Pre-testing of content', 'Testing for mastery']","['Computer-assisted instruction', 'Mastery learning']"
49769716,Huang (2016),2016,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0683,0.0867,['Post-test unadjusted (select one from this group)'],Tennessee Comprehensive Assessment Program(TCAP),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0683,0.0867,NA,NA,NA,NA,NA,NA,533 ,5,20,['Middle school'],"['11', '12']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['Yes (Please specify)'],['Yes'],['No'],['Before/after school'],['Class teachers'],25 ,5,120,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback']","['Digital technology', 'Pre-testing of content', 'Testing for mastery']",['Intelligent tutoring']
41660978,Hug (1969),1969,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.4825,0.2463,['Post-test unadjusted (select one from this group)'],Researcher-designed Cognitive Test - Individualised instruction,With active control,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.4825,0.2463,NA,NA,NA,68,1,15,['Secondary/High school'],['16'],NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],1.4 ,5,40,['Toolkit: Individualised instruction'],['Individual pace'],NA,NA
41661209,Hwang (2008),2008,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7456,0.2377,NA,Post test (Mathematics Score),With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7456,0.2377,NA,NA,NA,NA,NA,NA,140,1,2,['Secondary/High school'],['No information provided'],NA,NA,['Taiwan'],['Individual RCT'],['Other (Explain in notes)'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Digital technology'],20, , ,NA,"['Individual work', 'Individual feedback']","['Digital technology', 'Pre-testing of content']",['Intelligent tutoring']
41661072,Inskeep (1969),1969,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.1262,0.3664,['Post-test unadjusted (select one from this group)'],Unit Achievement Scores (High Ranked ),With active control,['Sample: All'],Science,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.1262,0.3664,NA,NA,NA,62,1,4,['Secondary/High school'],"['15', '16', '17', '18']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",36, ,55 ,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual work']",['Collaboration'],['Programmed instruction']
41661335,Jacobs (1961) 1_1,1961,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.6309,0.3096,['Post-test unadjusted (select one from this group)'],Achievement score unit 1,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.6309,0.3096,NA,NA,NA,44,1,2,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],['Unclear/not specified'],2.6,5,45,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Self-checking/ self-marking'],['Programmed instruction']
45336751,Jacobs (1961) 1_2,1961,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",1.371,0.3382,['Post-test unadjusted (select one from this group)'],Achievement score unit 2,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",1.371,0.3382,NA,NA,NA,44,1,2,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Digital technology']",1.4 ,5,55,['Toolkit: Individualised instruction'],['Individual pace'],"['Digital technology', 'Self-checking/ self-marking']",['Programmed instruction']
41661073,James (1969),1969,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.2211,0.273,['Post-test adjusted for baseline attainment'],Anderson fisk chemisrty adjusted f ratio,With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.2211,0.273,NA,NA,NA,54,1,2,['Middle school'],"['12', '13']",NA,NA,['USA'],['Cluster RCT'],"['Large group/class teaching (+6)', 'Student alone (self-administered)']",['No'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",36,1,55,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual work']",NA,NA
47269818,Jerman (1973) II 1_1,1973,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4427,0.1691,['Post-test unadjusted (select one from this group)'],Word Problems (P501)- Treatment 1 vs Control,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4427,0.1691,NA,NA,NA,NA,NA,NA,240,NA,5,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Teaching assistants'],3.5,5,40 ,['Toolkit: Individualised instruction'],['Individual work'],NA,['Programmed instruction']
47269819,Jerman (1973) II 1_2,1973,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7457,0.1706,['Post-test unadjusted (select one from this group)'],Word Problems(P501)- Treatment 2 vs Control,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7457,0.1706,NA,NA,NA,NA,NA,NA,240,NA,5,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Teaching assistants'],3.5,5,40 ,['Toolkit: Individualised instruction'],['Individual work'],NA,['Programmed instruction']
41661338,Johnson (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.4057,0.226,NA,Biology Achievement Test,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.4057,0.226,NA,NA,NA,80,6,NA,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Cluster RCT'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],20,NA,NA,NA,['Individual pace'],['Pre-testing of content'],['Programmed instruction']
41661154,Johnson (1972) 1_1,1972,['Technical report'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3971,0.2237,['Pre-post gain'],Standardised Maths Achievement Test,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3971,0.2237,NA,NA,NA,NA,NA,NA,325,3,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11', '12']",FALSE,20.0,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",108 , ,45 ,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback', 'Individual pace']","['Pre-testing of content', 'Testing for mastery']","['Mastery learning', 'Individually Prescribed Instruction (IPI)']"
45336752,Johnson (1972) 1_2,1972,['Technical report'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2251,0.2232,['Pre-post gain'],Standardised Maths Achievement (ITBS),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2251,0.2232,NA,NA,NA,NA,NA,NA,325,3,NA,['Primary/elementary school'],"['11', '12']",FALSE,20.0,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'One to one']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",108 ,5,45 ,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual feedback']",['Pre-testing of content'],['Individually Prescribed Instruction (IPI)']
40642426,Jones (1948),1948,['Journal article'],"['Setting or streaming', 'Individualised instruction', 'Within-class attainment grouping']","['Toolkit primary outcome', 'Other outcome']",0.5717,0.1291,['Post-test unadjusted (select one from this group)'],ALL_Average Differences,With business as usual,['Sample: All'],Combined subjects,['Test type: National test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,15,31,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],36, , ,"['Toolkit: Individualised instruction', 'Toolkit: Setting or streaming']","['Individual work', 'Individual pace']",['Collaboration'],['Mastery learning']
49769722,Jones (1988),1988,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3949,0.4461,['Post-test unadjusted (select one from this group)'],Passage Reading test,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3949,0.4461,NA,NA,NA,['Mathematics primary outcome'],0.0917,0.4747,NA,NA,NA,NA,NA,NA,26,NA,NA,['Primary/elementary school'],"['8', '9', '10', '11', '12']",NA,NA,['USA'],['Individual RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],16,3,25,['Toolkit: Individualised instruction'],"['Individual feedback', 'Individual work']",['Pre-testing of content'],['Mastery learning']
41661074,Kahle (1976),1976,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",-0.096,0.1943,['Post-test unadjusted (select one from this group)'],Biology - Ind.Instr.,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.096,0.1943,NA,NA,NA,160 ,1,5,['Secondary/High school'],"['14', '15', '16', '17', '18']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],6,Not Specified,Not Specified,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",NA,['Audio-tutorial instruction']
49769734,Kanive (2014),2014,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5899,0.2734,['Post-test unadjusted (select one from this group)'],Digits Correct per minute,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5899,0.2734,NA,NA,NA,NA,NA,NA,60,1,3,['Primary/elementary school'],"['10', '11']",FALSE,34.0,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['Yes'],['No'],['During regular school hours '],['Digital technology'],2,1,NA,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback']","['Digital technology', 'Testing for mastery', 'Self-checking/ self-marking']","['Mastery learning', 'Computer-assisted instruction']"
