int_desc_ht,int_desc_info
"['Page 3:\n[¬s]""During the training session, children in all groups were instructed to repeat aloud the names of a different set of Peabody drawings as the[¬e]""', 'Page 4:\n[¬s]""presented them on each of 10 trials, and to continue repeating them until the recall signal was given. Following Hagen, Hargrave, and Ross (9), prompts were given when children neglected to rehearse or rehearsed in incorrect sequence. Children in Rehearsal Only had five additional rehearsal trials. The remaining children were, instead, initially trained for five trials in a careful looking strategy. They were told to think about how each picture looked as the E pointed to the pictures on each trial, and to keep thinking about how they looked until the signal for recall was given. In order to block overt verbal rehearsal, they were also asked to stick out their tongues during presentation and delay periods. Children in the Compare Rehearsal & Look condition were initially told that we were trying the two strategies in order to see which way of remembering produced more correct recalls. This compari\xad son was made and explained with the use of the child’s own data at the end of training.[¬e]""']","During the training session, children in all groups were instructed to repeat aloud the names of a different set of Peabody drawings as the E presented them on each of 10 trials, and to continue repeating them until the recall signal was given. Following Hagen, Hargrave, and Ross (9), prompts were given when children neglected to rehearse or rehearsed in incorrect sequence. Children in Rehearsal Only had five additional rehearsal trials. The remaining children were, instead, initially trained for five trials in a careful looking strategy. They were told to think about how each picture looked as the E pointed to the pictures on each trial, and to keep thinking about how they looked until the signal for recall was given. In order to block overt verbal rehearsal, they were also asked to stick out their tongues during presentation and delay periods. Children in the Compare Rehearsal & Look condition were initially told that we were trying the two strategies in order to see which way of remembering produced more correct recalls. This compari­ son was made and explained with the use of the child’s own data at the end of training."
"['Page 1:\n[¬s]""The other aimed at improving executive meta-cognition by guided practice:\nstudents worked with a computer program based on latent semantic analysis (LSA)\n(conText) and received immediate feedback on written summaries.[¬e]""', 'Page 6:\n[¬s]""The program fl ags spelling mistakes and plagiarised\npassages. Next, all sentences with a high semantic similarity are underlined. There might\nbe an overlap between the content of these sentences and thus room for abridgement. Ad-\nditionally, sentences with a poor semantic similarity with the source text are marked. These\nsentences are potentially irrelevant and may be deleted. In the fi nal step, the tutor displays an\nevaluation of the content coverage of the source text and indicates which parts of the original\ntext have not yet been suffi ciently represented in the summary (see Figure 2).[¬e]""', 'Page 8:\n[¬s]""The conText group used the web-based version of\nthe programme for this study and worked on texts from the regular schoolbooks in history,\ngeography and biology according to the curriculum of the classes.[¬e]""']",NA
"['Page 5:\n[¬s]""The main goal of formative feedback is to increase the\nstudents’ knowledge in a speci?c content area or to\ndevelop a general skill (e.g., making strategic deci-\nsions in task-oriented reading). Formative feedback\nallows students to compare their performance in a\ngiven task with some desired standard of performance""\n""receive a message informing him about the failure plus\ninformation about the right answer (i.e., right-answer\nfeedback),[¬e]""']",NA
"['Page 11:\n[¬s]""Strategic-search-decisions feedback Students in this condition received the same right- answer feedback""\n""plus additional information regarding the students’ strategic search decisions.""\n""besides the information about the\ncorrectness of their answers (i.e., right or you failed),\nstudents in this condition were informed about their\nstrategic search decisions about when to search (e.g.,\nYou have not searched the text to answer) and/or what\ninformation they had searched (e.g., When you have\nsearched the text, you have not reread information\nwhich is necessary to answer). T[¬e]""', 'Page 7:\n[¬s]""The texts and questions were presented using a new\ncomputer-based technology based on Read&Answer\nsoftware (Vidal-Abarca, Martínez et al., 2011). The\nprogram recorded every action the students undertook,\nthe order of these activities and the time each activity\nlasted (i.e., online processing measures) using\nmasking/unmasking procedure. T""\n""The students had to\nunmask text segments by clicking on them (Figure 2).""\n""The software\nallowed us to display formative feedback messages\naccording to the feedback group once students marked\ntheir answer choices (Figure 4)""\n""A simple interface allowed the\nreaders to move from the text screen to the questions\nscreen and from one question to another.[¬e]""']",comouterised feedback using a strategic search-decisions
"['Page 2:\n[¬s]""computer-based feedback[¬e]""', 'Page 6:\n[¬s]""Texts and questions were presented by means of a\ncomputer-based system""\n""This system recorded\nevery action that the students performed, the order and\nthe time that each activity lasted (i.e. on-line processing\nmeasures) using a masking procedure. Students would\nunmask text segments (Figure 1) and the questions and\nthe answering options (Figure 2) by clicking on them\nwith the mouse""\n""The\nmasking procedure was used while accessing the text ini-\ntially before going to the question screen and searching\ninformation to give an answer in the training and the\ntransfer phase.""\n""When\nstudents selected an answering option, a feedback mes-\nsage was shown depending on the feedback group\n(Figure 3). When students closed the feedback message,\nthe system showed the question screen with additional[¬e]""', 'Page 7:\n[¬s]""information[¬e]""']","computer based feedback, dependant on students' answers. The feedback aimed mainly at the learner's strategies for decision making, prompting the student to revisit the text to search for the right answer"
"['Page 4:\n[¬s]""That is, this procedure\ninvolved opportunities for self-assessment that were\ndirected to foster students’ self-regulation (Hattie &""\n"", the system re-\ncorded which information the students selected for each\nquestion and gave them feedback about the correctness\nof their responses, as well as which part of their selection\nwas relevant and non-relevant. The procedure also asked\nstudents whether they wished to revisit the text or not,\nand it recorded the time devoted revisiting the text and\nthe question screens, but this time students could see\nthe ideal selection information highlighted in the text,\nso that they could compare their actual selection with\nan ideal selection. It would allow students to reﬂect upon\ntheir response and think about the relationship between\nthe information relevant to answer the question and the\nright choice, which would facilitate their understanding\nof the feedback recommendation and the revision of their\nperformance and strategic decisions[¬e]""', 'Page 8:\n[¬s]""After reading the question and the choices, students in\nthis condition were asked to perform the selection-task.""\n""They had to refer back to the text and select the informa-\ntion relevant to answer the question[¬e]""', 'Page 9:\n[¬s]""add it to the box on the top of the screen by clicking on\nAdding text""\n""After answering, students received for-\nmative feedback messages that included the following:\n(a) the correctness of their answers, (b) the accurateness\nof the students’ selection (i.e. what decisions), based on\nthe student’s selection and a suggestion to improve their\nselection in subsequent questions and (c) a recommenda-\ntion encouraging students to revisit the question screen\nand their selection.[¬e]""']",computerised formative feedback that shows students the correctness (or otherwise) of their answers after having encouraging them to select the text where their answer came from. it then highlights the correct text in order to encourage students' own learning and autofeedback and self-regulation
"['Page 12:\n[¬s]""students had to perform the selection-task (i.e. selecting the information that they consider relevant to answer the question), but receiving placebo feedback.""\n""We called this procedure only-select""\n""only-select experimental condition. In the training phase\nof this latter condition, students had to perform a selec-\ntion-task identical to that described for the select&revisit\ngroup, but they received no meaningful feedback neither\nabout their selection nor the answer. They just received\nthe neutral feedback messages (e.g. you have answered\nquestion number 5) as they did in the placebo condition.\nAfter closing the feedback message, the systemasked stu-\ndents whether they wanted either revisiting the text or\naccessing the next question. Students proceeded at their\nwill, while the system recorded their strategic decisions.[¬e]""']",NA
"['Page 8:\n[¬s]""After reading the question and the choices, students in\nthis condition were asked to perform the selection-task.\nThey had to refer back to the text and select the informa-\ntion relevant to answer the question. Then they had to[¬e]""', 'Page 9:\n[¬s]""add it to the box on the top of the screen by clicking on\nAdding text""\n""Their selection was available while answer-\ning the question on My selection at the middle of the\nscreen (Figure 6). After answering, students received for-\nmative feedback messages that included the following:\n(a) the correctness of their answers, (b) the accurateness""\n""of the students’ selection (i.e. what decisions), based on\nthe student’s selection and a suggestion to improve their\nselection in subsequent questions and (c) a recommenda-\ntion encouraging students to revisit the question screen\nand their selection. After closing the message, the system\nshowed the question screen marking the right choice in\ngreen and the wrong choices in red.[¬e]""']",students are asked to answer comprehension questions and highlight the text which they think matches their answers. Then the get feedback on whether they answer correctly and also where the correct answer can be found in the text
"['Page 7:\n[¬s]""The experimental treatment began one week after the pre-test and lasted three weeks with an individual session each week for every subject. A post-test was given to both groups in order to assess comprehensibility of their writing. The design has the two conditions (treatment vs no treatment) as between subjects variables, and the results on comprehensible writing as within subjects variable. A further comparison between subjects was based on the scores on a test aimed at evaluating that kind of revising ability which the treatment was designed to stimu- late.""\n""Every individual session lasted about one hour. In each session, subjects read a short written text in order to detect, and if possible correct, the points requesting readers for an integration.""\n""During every session, the written text was silently read by the subject and, concur- rently, aloud by the experimenter. Then the subjects were asked to read it again, while listening to the audiotaped thinking aloud protocols which reported the verbal protocols of one of the experimenters which were all focused on the lack of infor- mation. Subjects had to look for unclear or missing information, and to correct the text or, in case the game was not known to the subject, to write a question which could be of help in gaining the necessary information.[¬e]""']",NA
"['Page 1:\n[¬s]"" Students learned to work in pairs to help each other improve their compositions. The strategy was taught by special education teachers who were using a process approach to writing instruc\xad tion in their classrooms and word processing to support the writing process. [¬e]""']",NA
"['Page 5:\n[¬s]""Feedback was\nalways delivered immediately after a child rated\nher confidence in her response, and took the form\nof a statement (e.g., ‘‘The Pilgrims came from\nEngland’’). Children in the feedback condition\nreceived feedback for all answers""\n""Children in the\nfeedback condition received immediate feedback\non their answers,[¬e]""']",feedback about the right answer in relation to questions on general knowledge 
"['Page 5:\n[¬s]""Children in the\nfeedback condition received immediate feedback\non their answers""\n""Feedback was\nalways delivered immediately after a child rated\nher confidence in her response, and took the form\nof a statement (e.g., ‘‘The Pilgrims came from\nEngland’’). Children in the feedback condition\nreceived feedback for all answers, whereas the\nexperimenter simply proceeded to the next ques-\ntion for children in the control no-feedback\ncondition. All children were told that some of[¬e]""']",feedback about the right answer in relation to questions on general knowledge that have been prevoiusly tested on
"['Page 10:\n[¬s]""Before explaining the nature of the differ\xad ent tasks, the experimenter gave the follow\xad ing instructions for the various feedback conditions: Control (no feedback) conditions. “We are looking for tasks that are interesting for children of your age. Therefore, we will give you an opportunity to try some of these tasks, and you can tell us afterwards how interesting you found them. You do not have to put your name on the sheets.” No feedback expectation of any kind was created for >Ss in this condition. Own gain (own feedback) condition. “Each of the tasks you will work on is di\xad vided into several parts. After each part, you wall be given the opportunity to compute your own score on that part. You will write that score down on your own scoring sheet.. You can do so after each part, so that each of you will see for himself how well he did on each part as compared to another part. But you will be the only one who will know your score. No one in this class, no one in this school or outside the school, not even I, will know how well you did. Therefore, you don’t even have to put your name on the sheets.”[¬e]""', 'Page 7:\n[¬s]""Two simple performance and one paired associate learning task[¬e]""', 'Page 9:\n[¬s]""Simple performance task 1: A simple cross-out or cancellation task was used.""\n""Simple performance task 2: 5s then worked on a second simple task. They were given sheets of paper with rows of numbers.""\n""Learning task: Finally, 5s were given a paired associate learning task.[¬e]""']",NA
"['Page 3:\n[¬s]"" reading material given to the child must be at an appropriate level of difficulty and that the tutors should provide adequate feedback as they listen to the child read""\n"" the tutor is required to pause when the reader makes a mistake.[¬e]""', 'Page 4:\n[¬s]""As soon as the reader encounters a difficulty his concentration should be directed towards the context in order to find for himself the meaning of the unknown word or phrase. In order to allow this to happen, the tutor pauses for 5 seconds or until the reader reaches the end of the sentence.""\n""If the reader is not able to benefit from the pause, the tutor gives further feedback and help by prompting.""\n"" If, after two such prompts, the reader still does not respond correctly, the tutor tells him what the word is.[¬e]""']",NA
"['Page 1:\n[¬s]""An electronic portfolio (EP) is a digital container capable of storing visual and auditory content including text, images, video and sound. EPs may also be learning tools not only because they organize content but also because they are designed to support a variety of pedagogical processes and assessment purposes.[¬e]""', 'Page 2:\n[¬s]"" ePEARL as a bilingual (English\x96French), web-based, student-centred electronic portfolio software, that is designed to support the phases of self-regulation.""\n""The three cyclical phases of self-regulation include both metacognitive and motivational components, providing the foundation for better sustainability of learning and skill development. The forethought phase includes task analysis (goal setting and strategic planning) and self-motivation beliefs (self-efficacy, outcome expectations, intrinsic interest/value and goal orientation). Tasks involved in the forethought phase are: set outcome goals, set process goals, document goal values, plan strategies, and set up learning logs. The next phase, the performance phase, includes self-control (self-instruction, imagery, attention focusing and task strategies) and self-observation (self-recording and self-experimentation). Tasks involved in the performance phase are: creation of work, and learning log entries. Finally, the self-reflection phase includes self-judgment (self-evaluation and casual attribution) and self-reaction (self-satisfaction/affect and adaptive-defensive responses) (Zimmerman, 2000). Tasks involved in the self-reflection phase are: reflection on work, reflection on process, and awareness of new goal opportunities.[¬e]""']",NA
"['Page 5:\n[¬s]""Each of the treatment groups differed from one another with respect to the daily formative evaluation procedures used as follows: Daily Measurement, Data-based Change (DMD): The teacher and student reviewed the graph each day to determine whether the daily objective had been achieved. If daily data points were plotted below the aim line for two consecutive data days, a new aim line was drawn parallel to the original line (i.e., the target date was extended) and a program change vjas made. If the daily data points were plotted above the daily aim line for five consecutive days, a new daily aim line was drawn parallel and above the original line and a program change was made.""\n""Error data were also reviewed daily. If daily data points were plotted above the median error line for two data days, a new median error line was drawn and a program change was made. If error data were plotted below the median line for five days, the same procedure was followed.[¬e]""', 'Page 6:\n[¬s]""The teachers made a series of program changes as a function of the student\'s performance. The changes were, in sequence: 1. Each day a data point was plotted on or above the line the student received a gum ball dispensed by placing a penny supplied by the teacher in a gum ball machine. 2. Each day a data point was plotted on or above the line the student received a gummed sticker of his/her choice. 3. Each day a data point was plotted on or above the line the student received a gummed dot which was placed on a card. Five dots could be exchanged for a tangible item such as a book folder, an opportunity to work in the office or operate the audiovisual equipment, or any other similar school activity based on individual interest.""\n""Untreated Control Group (UC): This group came to the resource room daily for regular reading instruction of approximately the same duration (20 minutes) as the experimental groups. No controls were""\n""exerted over the reading instruction of students in this group.[¬e]""']",NA
"['Page 2:\n[¬s]""Fifteen units of programmed-spelling were provided for each 5 during the last 15 weeks of the 1959-60 school year.2 To test the effects of pro\xad viding the correct responses for 5 with a relatively short delay, each member of the experimental group used a small answer booklet from which he could obtain the correct response to a frame within a few seconds after writing his response. The control group used the same programmed units without the answer booklet. The teachers3 were instructed to provide each 5 with a programmed unit on Monday morning during the regularly scheduled spelling period. The ex\xad perimental group was given the answer booklets containing the correct responses, and they were instructed to check the accuracy of each answer immediately after it had been written. Students were allowed 15 min. to work on the unit; at the end of this time the units were collected. The same procedure was followed on Tuesday. No other instruction in spelling was given. On Wednesday of each week 5s were given an orally administered test on the 17 words included in the unir. All 5s were given the same word list used in the Wednesday test to study on Thursday. On Friday, they were tested again on this word7 list. This procedure was followed throughout the 15-wk. period.[¬e]""']",NA
"['Page 4:\n[¬s]""The programmed units were presented to 5s in a Foringer Teaching Machine (write-in type) to eliminate copying of answers. For the experimental group, the correct answers appeared in the window of the machine when the le%’er was pulled.""\n"" On Monday and Tuesday of the firsr week the experimental group worked wich the machines.[¬e]""']",NA
"['Page 1:\n[¬s]""The Reading Tutor served as a computerized implementation of the National\nReading Panel’s recommended guided oral reading instruction (NRP, 2000).\nThe Reading Tutor listened to students read aloud, giving spoken and\ngraphical help when it noticed them click for help, make a mistake, or get\nstuck.[¬e]""', 'Page 3:\n[¬s]""A session with the Reading Tutor consisted of logging in and reading one or\nmore stories aloud, sometimes preceded by a preview activity or followed by a\nreview, such as an introduction or a test ofnew vocabulary. Story text came from\nvarious sources[¬e]""', 'Page 4:\n[¬s]""Wide reading and re-reading. The Reading Tutor and student took turns\npicking stories.[¬e]""']",NA
"['Page 5:\n[¬s]""m. The examiner sat across from the subject and held the top of each test. Pretest. All subjects received identical presentations of the Original series. Each presentation was given verbatim from Porteus (1959). All tests, including the Adult Itest, were given to each subject so that the most com- plete Q-score could be obtained (Docter & Winder, 1954; Schalling & Rosen, 1968). ""\n""Experimental Treatment. During the experimental treatment sessions, the subjects were given the Extension series. For the purpose of transition, all subjects were read the introductory material for Year VI[¬e]""', 'Page 6:\n[¬s]""additional instructions that were inserted immediately before the final introductory instruction stated byPorteus (1959): ""You may start any time now and draw though the maze"" (p. 158""\n""The positive reinforcement condition also included additional instru""\n""t information) but was iden- tical to the pretest conditions in all other respects. The additional instruc- tions were as follows: You can earn up to nine nickels for each maze you fin""\n""You will find out how many nickels you have earned after you have finished awhole maz[¬e]""']",Note  There were more details in the additional instructions than those highlighted.
"['Page 1:\n[¬s]""-grade children were given two different series of the Porteus Maze Test. The first series was given as abaseline, and the second series was administered under one o ffour different experimenta[¬e]""', 'Page 7:\n[¬s]""Finally, the negative verbal feedback group was given the following addi- tional instructions (inserted in the same place as the response-cost infor- mation)""\n""For each maze Iwill tell you how many mistakes you have made by not following certain directions. For the direction ""Do not lift your pencil,"" Iwill tell you if you have made zero, one, two, three, or more than three mistakes. For the direction ""Do not bump into any corners,"" Iwill tell you if you have made zero, one, two, three, or more than three mistakes. For the direction ""Do not bump into any walls,"" Iwill tell you if you have made zero, one, two, three, or more than three mistakes. (Display the directi[¬e]""']",NA
"['Page 4:\n[¬s]""Peer partner only (PP): No revision instruction was given. During the writing lessons, the students met with peer partners to respond to and revise rough drafts.""\n""Control: Those students completed the same writing lessons, but they did not receive revision instruction nor did they work with a peer partner to revise their rough drafts. Those participants were given time but no help in revising during the writing lessons.[¬e]""']",NA
"['Page 4:\n[¬s]"" Feedback and nonfeedback were defined in terms of the presence or absence of answers for the programmed frames.""\n""Under the feedback condition, answers for each frame in the programmed book were left exposed so that the children could check their own answers. Under the nonfeedback condition, the answers were concealed by pasting a wide trip of opaque paper over them.[¬e]""', 'Page 5:\n[¬s]""The first 15 min. of the session were spent on instructions and orienting exercises for the programmed book. Then, the children worked on the programmed books for 2 hours. The children were allowed to work independently and at their own speed. The last half hour was devoted to the criterion test for immediate retention. During the experiment two 10-min breaks were given, at which time the children played ball, shot baskets, etc., in the gym.[¬e]""']",NA
"['Page 5:\n[¬s]""Training. The literature is now replete with evidences supporting the trainability of conservation (Brainerd & Allen, 1971; Beilin, Note 3; Onyehalu, Note 5). Training has led to conservation attainment at younger chronological ages than thought possible. The nonconservers in this study were given nonverbal (demonstration) training in which the experimenter- model performed each of the pretest taks with the subjects silently observing the operations. Verbal mediation was kept at the barest minimum. For ex- ample, in the substance tasks, the deformed plastic shape was remolded to correspond again with the intact one. Placing it side by side with the intact material, the experimenter would draw attention to their continued equality by saying ""still the same."" For the quantity tasks, the transformed material was retransferred into the standard container and kept side by side with the intact standard such that the quality of both of them would once more become obvious, and the experimenter would say ""still the same."" Feedback. Immediately after the nonverbal training or demonstration, the subjects were randomly assigned to two groups-the feedback and the no-feedback categories - and were individually tested again on the pretest tasks. As the feedback subjects made their responses this time, the appropri- ate feedback strategies were applied to them by the experimenter, who established eye contact with the subject after each response and said, ""Yes, you are correct"" no ""No, you are wrong,"" depending on the response. No[¬e]""', 'Page 6:\n[¬s]""scores were awarded during this trial since it was still a part of the training process. As placebo, the no-feedback group was retested similarly except that no comments were made by the investigator about the quality of their answers. The investigator simply said in a neutral friendly tone of voice, ""Now, this one,"" as he displayed the next t[¬e]""']",NA
"['Page 5:\n[¬s]"" The tutors and tutees met for 10 weeks, 1 hour each tutorial session. The content of each session was determined by the fourth-grade tutors. Prior to each cross-age tutorial session, the tutors worked together and identified the trait to be developed with their tutees and discussed ideas to meet that particular trait objective.""\n""Tutors and tutees were matched by the teachers prior to the first tutoring session.""\n""Throughout the lessons, the tutors and tutees discussed writing samples using the 6+1 traits writing rubric and the language associated with the program (e.g., ideas, organiza- tion, word choice, sentence fluency, and conventions). These particular samples were written by the fourth-grade tutor, and the second-grade tutee enjoyed critically analyzing and evaluating the writing pieces. Students have a precise description of the criteria used D""\n""7[¬e]""', 'Page 6:\n[¬s]"" to judge the task when a scoring guide is provided.""\n""This process enabled the students to identify characteristics of quality writing and provided models for them.[¬e]""']",NA
"['Page 5:\n[¬s]""Throughout the lessons, the tutors and tutees discussed writing samples using the 6+1 traits writing rubric and the language associated with the program (e.g., ideas, organiza- tion, word choice, sentence fluency, and conventions). These particular samples were written by the fourth-grade tutor, and the second-grade tutee enjoyed critically analyzing and evaluating the writing pieces.[¬e]""', 'Page 6:\n[¬s]"" This process enabled the students to identify characteristics of quality writing and provided models for them.[¬e]""']",NA
"['Page 1:\n[¬s]"" subjects (fifth graders) studied a text, took an immediate multiple-choice test of three kinds of questions and obtained feedback after 24 hr. Immediately after the feedback phase and after[¬e]""', 'Page 2:\n[¬s]""6 days, the children were retested and asked to indicate both the correct answer and their initial response.""\n"" conditions differed in the way the correct answer was made known to the subject. In the former, the correct alternative was for each child encircled on its own immediate test form, in the latter the correct responses were encircled on a special, i.e., unused im\xad mediate-test form.[¬e]""']",NA
"['Page 4:\n[¬s]"" On the first day, they were given the text and instructed to read it carefully in anticipation of a test that would follow the reading. After they had studied the text for 15 min and the booklets had been collected, the subjects were given the initial-test sheets. In the instructions for this test, special ref- erence was made to the guess questions; the children were told that these could not be answered on the basis of the text, but they were asked to try their best all the same. After the children had finished the test and the test forms had been collected, subjects in the SDF condition were handed feedback forms, and they were told to look over both the questions and the correct answers carefully. S""\n""One week after they had taken the initial test, all children took the delayed retention test. After the children had completed the test, they were asked to go through it again and to indicate, by underlining, which alternatives they had chosen on initial testing. Finally, they were instructed to mark, with a large cross, four questions to which they had most wanted to learn the correct answer when they were taking the initial test.[¬e]""']",NA
"['Page 2:\n[¬s]"" subjects[¬e]""', 'Page 3:\n[¬s]""were asked, at the time of the delayed test, to identify their responses on the initial test. The subjects, fifth graders, were given the initial test immediately after studying a 900-word text; they obtained feedback""\n"" after a day,""\n"" took the delayed test 7 days after reading the text. Two types of question were used in the experiment: factual questions and guess questions. Guess questions could not be answered on the basis of knowledge derived from the text; in answering these questions subjects thus had to resort to guessing. The guess-type of question was included to simulate the situation subjects are in when they receive an initial test without prior instruction-a procedure often encountered in feedback experiments.[¬e]""']",NA
"['Page 2:\n[¬s]""In all phases, subjects were tested in\xad dividually, and responses were scored as correct or incorrect. Errors made in reading any sound within the word caused the word to be scored as in\xad correct. Spontaneous self-corrections were scored as correct if they occurred before the next word was presented.""\n""One week later, all subjects read each experimental word aloud twice.[¬e]""', 'Page 3:\n[¬s]""In the corrective/mod\xad eling condition, the experimenter modeled the correct response and then asked the subject to read the word again. The experimenter modeled the correct word by pronouncing it ac\xad curately, but did not provide a strategy for decoding.""\n""No feedback was provided for the no feedback condition; instruc\xad tions were repeated to ""Read it."" For all treatments, if the student made an error on the test trial following feed\xad back, no additional feedback was pre\xad sented, and the next word was dis\xad played.[¬e]""']",NA
"['Page 5:\n[¬s]""In the feedback\ncondition, participants were given a feedback sheet and told to check all responses and to[¬e]""', 'Page 6:\n[¬s]""correct wrong answers. After the responses were corrected, the feedback sheets were collected\nand answers were checked by the experimenter to ensure that wrong answers had been cor-\nrected. All wrong answers had to be corrected before participants could proceed to the next\nsection of the story.[¬e]""']",NA
"['Page 2:\n[¬s]""The study reported on here centers on peer process feedback at the individual and group level to enhance interpersonal behavior.""\n""This process feedback can be cognitive or task-related (e.g., re-\nlated to task behaviors, actions and strategies), or social or non-\ntask-related (e.g., giving information on interpersonal behavior or\nteamwork) (Geister et al., 2006). McLeod and Liker (1992) found\nthat group-level process feedback on interpersonal behavior inﬂu-\nenced dominance behavior of individual group members. Two\nother studies investigating individualized peer feedback on inter-\npersonal group member behavior (e.g., communication and collab-\noration) found that it led to increased cooperation, communication,\nsatisfaction, and motivation (Dominick, Reilly, & McGourty, 1997;\nDruskat & Wolff, 1999).[¬e]""', 'Page 5:\n[¬s]""Students collaborated in dyads and groups of three or four on a\ncollaborative writing task in sociology. Every student worked at a\ncomputer. Each group had to write an essay on a highly relevant\ncurrent-events topic. Prior to this collaborative writing task, stu-\ndents collaborated for 1 month choosing the topic, searching for\nrelevant sources of information, writing a short paper and giving\na presentation. Thus, all information needed to write the essay\nwas available for all groups. The collaborative writing task con-\nsisted of three 45-min sessions over a period of one week. The\ngroups collaborated in a CSCL environment called Virtual Collabo-\nrative Research Institute (Jaspers, Broeken, & Erkens, 2004), a\ngroupware program that supports collaborative learning on re-\nsearch projects and inquiry tasks (see Section 2.5). Students were\ninstructed to use the environment to communicate with other\ngroup members and to make complete use of the tools for peer\nfeedback and reﬂection when the experimental condition allowed\nthis. Students received content information and deﬁnitions regard-\ning the six traits on which they had to assess themselves and their\npeers. Students were told that they had three lessons to complete\nthe task, that it would be graded by their teacher, and that it would\naffect their grade for the course. The introduction to the task\nstressed the importance of working together as a group and\npointed out that each individual group member was responsible[¬e]""', 'Page 6:\n[¬s]""for the successful completion of the group task. To successfully\ncomplete the task, all group members had to participate.""\n""While groups used the tools, groups without them worked on\nthe collaborative writing task. Time-on-task (i.e., writing the essay)\nwas equal for all conditions. At the end of the ﬁnal session (T3),\nboth tools were made available for all conditions so that all partic-\nipants could assess their peers and reﬂect on their behaviors. Final-\nly, all participants completed a 30-item questionnaire on the social\nperformance of the group.[¬e]""']","see pages 6, 7 and 8 for comprehensive info about the peer feedback programme (Radar)"
"['Page 16:\n[¬s]""The reviewers read persuasive essays, evaluated them using the evaluation criteria, and gave written feedback to the writer. The group of readers read the same essays as the reviewers, but did not provide any feedback. [¬e]""', 'Page 33:\n[¬s]""Reviewers The reviewers were asked to read papers written by unknown peers, evaluate them using a rubric, and finally gave specific written suggestions for improvement to the writer. It was expected that the process of reviewing the papers in this format would lead the writers to better understand the revision process and would result in revisions that would improve the quality of their own drafts. [¬e]""', 'Page 34:\n[¬s]""Readers The readers read the same papers written by unknown students as the reviewers but did not give feedback. Thus, the readers\x92 group was used to control for the effects of reading persuasive papers.[¬e]""']",NA
"['Page 6:\n[¬s]""The procedures are outlined in Table 2. The study was\ncompleted in 12 days of direct meetings with participants;\neach meeting lasted for 40 minutes. Participants wrote\ntwo pretest papers (days 1 and 2) and then were trained in\ntheir homerooms on the evaluation of persuasive essays\n(day 3). Students were randomly assigned to the three\ngroups for three consecutive days of the experimental\nintervention (days 4–6). Then, students revised their pre-\ntest papers (immediate posttests; days 7 and 8). Students\nlater wrote in response to a new topic (transfer; day 9) and\nrevised it the next day (day 10). After a week and two days,\nstudents wrote on a new topic (delayed transfer; day 11)\nand then revised (day 12). A detailed description of proce-\ndures is provided in the next section.[¬e]""']",NA
"['Page 1:\n[¬s]""teaching of composition""\n""shift from emphasis on product to process.[¬e]""', 'Page 2:\n[¬s]""the use of peer groups in the writing classroom goes beyond the goals of the paradigm shift to process and, perhaps more importantly, supports the critical role of social interaction in language learning.""\n""collabora tive learning is particularly effective in writing instruction because talking gives students an opportunity to internalize language which can later be externalized in writing.[¬e]""', 'Page 3:\n[¬s]""""environmental"" instruction is a series of process-oriented activities in which the materials and problems are orchestrated by the teacher in order to engage the student in some particular aspect of writing.[¬e]""']",NA
NA,"""Feedback is a unit of information with two components, verification and elaboration"" page 444"
NA,"""feedback is a unit of information that has two components, verification and elaboration"" page 444"
"['Page 7:\n[¬s]""Children were given two training sessions lasting 30 min. each, separated by a three-day interval. During the first session, the first series of training exercises was administered. The second and third series were administered in the second training session.""\n""For the active-feedback group (Group 1), in each of the two training sessions, exercises were administered first with the child as a speaker and the confederate as a listener and, then, a second time with the roles reversed. When the child acted as a speaker, the experimenter pointed to the referent picture and asked that the child assist the listener in identifying the picture by telling the listener only what was necessary to select the referent. Each message was followed by interrogative-cognitive feedback (see Lefebvre-Pinard & Reid, 1980; Lefebvre-Pinard, et al., 1982). The child progressively corrected and reformulated the initial message until it included only contrastive attributes. Even when the child’s message was contrastive, feedback was provided and aimed at centering the child\'s attention on contrastive actribute(s). During the second half of the session, the child acred as a listener and the confederate as a speaker. In each of these exercises, the child was given the complete sequence of messages he had produced as a speaker. If the child as a speaker had not provided systematic feedback following the confederate’s messages, the same sequence of feedback that had been provided during the initial phase of the session was repeated by the experimenter. It should be stressed that this part of the training did not aim at systematically inducing listener’s skills but rather at sensitizing the child to the requirements of an adequate message. Members of the passive-feedback group (Group 2) observed the two com\xad plete training sessions of the Group 1 child with whom they had been matched on age and sex. They were always seated on the same side of the table as the Group I members. Both groups had access to exactly the same amount of visual information. Because each of the three series of training exercises included two different exercises for each level of difficulty, children in the active/passive- feedback group (Group 3) were given one exercise using the active method, and the other using the passive method. When they were in the passive con\xad dition, children observed an adult model who reproduced the exact performance of the matched Group 1 child. In the no-feedback active (Group 4), passive (Group 5), or active/passive[¬e]""', 'Page 8:\n[¬s]"" (Group 6) groups, the procedure was identical to the one used for the corres\xad ponding wirh-feedback group except that, in the speakers role, children did not receive any feedback,[¬e]""']",NA
"['Page 3:\n[¬s]""While all three groups were intro\xad duced to the revision stage as an impor\xad tant stage for even expert writers, only the two experimental groups were in\xad structed in the two specific revision strategies. After observing the experi\xad menter\'s application of COPS and Eval\xad uative and Directive Phrases to each sentence in a paragraph and practicing as a group and individually, these students revised their own two para\xad graphs and submitted final drafts.[¬e]""']",NA
