id,pub_author,pub_year,pub_type_raw,out_strand,smd_tool,se_tool,out_tit,out_out_type_tool,out_samp,out_comp,out_es_type,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,strand_raw,loc_country_raw,int_training_raw,int_approach_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,int_setting_raw,part_age_raw,school_total_info,class_total_info,int_desig_raw,sample_analysed_info,fsm_perc_info,school_target,eligibility,elig_targ_pop_info,means_tested,means_tested_thresh_info,recipient,month_avg_amount,month_avg_prim_recip,month_avg_prim_recip_info,prim_recip_dom_curr_type_info,month_avg_sec_recip,month_avg_sec_recip_info,sec_recip_dom_curr_type_info,transfer_limit,transf_lim_yes_max_per_fam_info,transf_lim_yes_max_ben_info,transfer_variation,transfer_regularity,transfer_regularity_info,time_limit,time_limit_info,primary_condition,addit_condition,health_cond_comp,health_conditions,monitoring,verification,min_attend_req,perc_attend_req,perc_attend_req_other_info,enforcement,enforcement_other_info,supply_incentive,savings_comp,savings_comp_yes_info,econ_out,econ_out_yes_info,prog_type
53901998,De Carvalho (2012),2012,NA,NA,0.15,0.012,Female school enrolment,"['Toolkit primary outcome', 'Other outcome']",['Sample: Low achievers'],,['Post-test adjusted for baseline attainment'],NA,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Brazil'],['No'],['Other (Explain in notes)'],['No'],['No'],['Other (please specify)'],['Unclear/not specified'],permanent,monthly,NA,"['Primary/elementary school', 'Secondary/High school']","['10', '11', '12', '13', '14']",NA,NA,['Retrospective QED'],132581,100,['Primary and secondary'],['Other'],NA,['Not reported/Unclear'],NA,['Other'],['Secondary recipients (details in info box)'],NA,NA,NA,NA,NA,NA,['No limit'],NA,NA,['Age'],['Monthly'],NA,['No time limit'],NA,['Other (details in info box)'],['No additional conditions'],['No'],['Not reported/Unclear'],['No monitoring'],['No verification'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['No enforcement'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Yes (details in info box)'],household income and student working for pay,['Type 0 - Program is unconditional and not targeted at children e.g. pension transfer']
53902561,de Hoop (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Lebanon'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],duration of school career up to age 14,monthly,NA,"['Primary/elementary school', 'Secondary/High school']","['5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",NA,NA,['Regression Continuity  - naturally occurring'],3431,100,['Primary and secondary'],['Targeted population (please provide details in info box)'],Syrian refugees,['No'],NA,['Parent or head of household'],"['Primary recipient', 'Not reported/Unclear']","['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",97859,NA,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['No time limit'],NA,['No conditions'],['No additional conditions'],['No'],['Not reported/Unclear'],['No monitoring'],['No verification'],['No'],['Not reported/Unclear'],NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,"['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53901240,De Janvry (2006),2006,NA,NA,0.232,0.005,Drop out of school rate,"['Toolkit primary outcome', 'Other outcome']",['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],NA,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Brazil'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],duration of school career up to age 15,monthly,NA,"['Primary/elementary school', 'Secondary/High school']","['6', '7', '8', '9', '10', '11', '12', '13', '14', '15']",NA,NA,['Retrospective QED'],NA,100,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",Household income below R$90 per household member,['Parent or head of household'],['Primary recipient'],NA,NA,NA,NA,NA,NA,['No limit'],NA,NA,['Age'],['Monthly'],NA,['No time limit'],duration of school career up to age 15,['School enrolment'],['Not reported'],['No'],['Not reported/Unclear'],['School enrolment'],['School enrolment'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Enrolment at school'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Level 5 - Conditional transfers where school enrolment conditions are monitored and enforced']
53902101,Dearden (2005),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['UK (Select all that apply)'],['No'],['Other (Explain in notes)'],['No'],['No'],['Other (please specify)'],['Class teachers'],up to 2 year for the duration of enrolment,weekly,NA,['Secondary/High school'],"['16', '17']",NA,NA,['Retrospective QED'],6838,47,['Secondary only'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']","household income less than 13K per anuum = full amount £35, between 13K and 30K £5 decrements where those on 30K receive £5",['Student (or student and parent/guardian)'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",140,NA,NA,NA,NA,['No limit'],NA,NA,['Grade'],['Other'],weekly,['Yes - time limited'],2 years,['School enrolment'],['School attendance'],['No'],['Not reported/Unclear'],"['School enrolment', 'School attendance']","['School enrolment', 'School attendance']",['No'],['Not reported/Unclear'],NA,"['Attendance at school', 'Enrolment at school']",NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902546,Do conditional cash... (Gaentzsch),    ,NA,NA,-1.812,0.689,PPVT Maths test,"['Toolkit primary outcome', 'Mathematics primary outcome']",['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],Mathematics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.692,0.531,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-1.812,0.689,NA,NA,NA,NA,NA,NA,NA,['Peru'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],permanent duration of school career,bi-monthly,NA,"['Primary/elementary school', 'Secondary/High school']","['12', '13', '14', '15', '16', '17', '18', '6', '7', '8', '9', '11']",NA,NA,['Retrospective QED'],2952,100,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",The programme targets beneficiaries in eligible districts via a proxy means test that accounts for demographic and socioeconomic criteria,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",100,NA,NA,NA,NA,['No limit'],NA,NA,['Age'],['Bi-monthly'],NA,['Yes - time limited'],duration of school career to age 15,['School enrolment and attendance'],['Not reported'],['Yes'],"['Student attendance at health check-ups', 'Health visits for pregnant and breastfeeding women']","['School enrolment', 'School attendance']","['School enrolment', 'School attendance']",['Yes'],['85%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901818,Dubois (2012),2012,NA,NA,0.179,0.02,Grade progression,"['Toolkit primary outcome', 'Other outcome']",['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Mexico'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],duration of school career up to age 14,monthly,NA,"['Primary/elementary school', 'Secondary/High school']","['5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",NA,NA,['Cluster RCT'],13900,100,['Primary and secondary'],['Village/neighbourhood income'],NA,['No'],NA,['Parent or head of household'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",625,NA,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",max 625 per household,NA,['Age'],['Monthly'],NA,['No time limit'],duration of school career up to age 14,"['School enrolment', 'School attendance']",['Not reported'],['Yes'],"['Health visits for pregnant and breastfeeding women', 'Mothers attendance at health education workshops']","['School enrolment', 'School attendance']","['School enrolment', 'School attendance']",['Yes'],['85%'],NA,"['Attendance at school', 'Enrolment at school']",NA,['Not reported/Unclear'],['No'],NA,['Not reported/Unclear'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901242,Duryea (2011),2011,NA,NA,0.104,0.107,passing the school year exams,"['Toolkit primary outcome', 'Other outcome']",['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment AND clustering'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Costa Rica'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],duration of school career up to age 16,monthly,NA,NA,"['9', '10', '11', '12', '13', '14', '6', '7', '8', '15', '16', '17', '18']",NA,NA,['Retrospective QED'],1778,100,['Primary and secondary'],"['Household income', 'Village/neighbourhood income']",NA,"['If means testing was conducted, what was the threshold? (details in info box)', 'Yes']",NA,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",300,NA,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['No time limit'],NA,"['School enrolment', 'School attendance']",['Not reported'],['No'],['Not reported/Unclear'],['School attendance'],['School attendance'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Attendance at school'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53902109,Edo (2017),2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Argentina'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],NA,5 years,NA,NA,['Secondary/High school'],"['15', '16', '17']",NA,NA,['Retrospective QED'],"35,002",NA,"['Nursery/Kindergarten', 'Primary and secondary']",['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",that earnings are below the minimum legal wage,['Not reported/Unclear'],['Primary recipient'],['Transfer in domestic currency (numeric value only)'],631 ,ARS Argentina,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,up to 5 children,['None (flat transfer)'],"['Monthly', 'Annually']",NA,['No time limit'],till they reached the age of 18,['School attendance'],"['School enrolment', 'Other']",['Yes'],"['Student attendance at health check-ups', 'Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women']",['School attendance'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,"['Other (details in info box)', 'No enforcement']",partially enforced with the cut of 20% if they do not comply,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53902569,Edo (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Argentina'],['Unclear/ Not specified'],"['Large group/class teaching (+6)', 'Other (Explain in notes)']",['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],5 years for this data set,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Prospective QED'],"15,547",NA,"['Primary and secondary', 'Nursery/Kindergarten']",['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold not reported,['Not reported/Unclear'],NA,['Transfer in domestic currency (numeric value only)'],631,ARS Argentina,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,NA,['None (flat transfer)'],"['Monthly', 'Annually']",NA,['No time limit'],NA,['School attendance'],['No additional conditions'],['Yes'],"['Student attendance at health check-ups', 'Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women']",['School attendance'],['School attendance'],['Yes'],['Not reported/Unclear'],NA,['Attendance at school'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902690,Fenton (2016) 1_1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Zimbabwe'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],1 year,every two months,N/A. no intervention sessions as part of this study.,['No information provided'],['No information provided'],NA,NA,['Cluster RCT'],1199 households,NA,['Not reported/Unclear'],['Targeted population (please provide details in info box)'],NA,['No'],NA,['Not reported/Unclear'],"['Primary recipient', 'Secondary recipients (details in info box)']",['Transfer in US $ (numeric value only)'],2,NA,['Transfer in US $ (numeric value only)'],9,NA,"['Yes, maximum amount per family (details in info box)']","an $18 flat transfer is given to every household bimonthly, plus a further $4 per child (only up to three children per household)",NA,['None (flat transfer)'],['Bi-monthly'],NA,['Yes - time limited'],1 year,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
58963895,Fenton (2016) 1_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Zimbabwe'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],11 months,NA,NA,['No information provided'],['18'],NA,NA,['Cluster RCT'],"2,518 households (could be more than one child each)",100,['Not reported/Unclear'],"['Household income', 'Targeted population (please provide details in info box)']",NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold of assets not reported here,['Not reported/Unclear'],['Secondary recipients (details in info box)'],['Transfer in US $ (numeric value only)'],9,NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,NA,['None (flat transfer)'],['Bi-monthly'],NA,['Yes - time limited'],NA,['School attendance'],['No additional conditions'],['Yes'],"['Student immunizations up-to-date', 'Mothers attendance at health education workshops', 'Other (details in info box)']",['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['80%'],NA,"['Attendance at school', 'Other (details in info box)']",it's vague as to which conditions but that might apply to all conditions,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['Yes (details in info box)'],- amount of money spent on education - child labour,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53901624,Figueroa (2014),2014,NA,NA,-0.073,0.0398,PPVT - oportinandes vs control,"['Toolkit primary outcome', 'Reading primary outcome']",['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.073,0.0398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Mexico'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],NA,NA,NA,['Nursery school/pre-school'],"['3', '4', '5', '6']",NA,NA,['Prospective QED'],2595,100,"['Nursery/Kindergarten', 'Primary and secondary']",['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold not reported,['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Not reported/Unclear'],although believed to be monthly (from other reports),['Not reported/Unclear'],NA,['Not reported'],['Not reported'],['Yes'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 7 - Insufficient information to assign a category']
53901719,Filmer (2011),2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Cambodia'],['No'],['Large group/class teaching (+6)'],['No'],['Yes'],"['During regular school hours ', 'Unclear/ not specified']",['Class teachers'],a year since th program started and the data collection,NA,NA,['Secondary/High school'],['No information provided'],100,NA,['Regression Continuity  - naturally occurring'],8177 (total sample analysed  95493 total sample used for effect size  8177 (10 ranks of cut off point) ,NA,['Secondary only'],['Targeted population (please provide details in info box)'],those on risk of dropping out of school on program schools,"['Not reported/Unclear', 'No']",NA,['Parent or head of household'],['Primary recipient'],['Transfer in US $ (numeric value only)'],4.375,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Other'],['Quarterly/Trimesterly'],NA,['Yes - time limited'],NA,['School enrolment'],"['School enrolment', 'Grade promotion', 'School attendance']",['No'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,"['Attendance at school', 'Enrolment at school', 'Other (details in info box)']",grade promotion,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 7 - Insufficient information to assign a category']
53901246,Ford (2007),2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['No'],['Large group/class teaching (+6)'],['No'],['Yes'],['Unclear/ not specified'],['Class teachers'],2 years,NA,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11', '12', '13']",NA,NA,['Cluster RCT'],999,NA,['Primary only'],['Not reported/Unclear'],NA,['Not reported/Unclear'],"thesis, not very clear",['Not reported/Unclear'],"['Primary recipient', 'Not reported/Unclear']",['Transfer in US $ (numeric value only)'],9.5,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Bi-monthly'],NA,['Not reported/Unclear'],"thesis, not very clear",['School enrolment'],['School attendance'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Transfer complemented by supply incentive to school (details in info box)'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 7 - Insufficient information to assign a category']
53901723,Galiani (2013),2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Honduras'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],8 months of intervention before data was  collected,NA,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11', '12']",NA,NA,['Cluster RCT'],NA,NA,['Primary only'],"['Village/neighbourhood income', 'Targeted population (please provide details in info box)']",NA,['No'],"but they used a proxy for poverty, instead of income they used height-for-age",['Not reported/Unclear'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",66.66,Lempiras,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,up to 3 ed. transfers,['None (flat transfer)'],['Quarterly/Trimesterly'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['No additional conditions'],['Yes'],"['Student attendance at health check-ups', 'Health visits for pregnant and breastfeeding women']",['Not reported/Unclear'],['No verification'],['Yes'],['Not reported/Unclear'],NA,['Enrolment at school'],NA,['Transfer complemented by supply incentive to school (details in info box)'],['No'],NA,['Yes (details in info box)'],- it reports them indirectly through work of children outside and inside home - Effects on adult labor supply,['Level 5 - Conditional transfers where school enrolment conditions are monitored and enforced']
53901839,Garcia (2010),2010,NA,NA,0.0394,0.0254,Language  7-12 yrs,"['Toolkit primary outcome', 'Reading primary outcome']",['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy  writing,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0394,0.0254,NA,NA,NA,['Mathematics primary outcome'],0.0436,0.0358,NA,NA,NA,NA,NA,NA,NA,['Colombia'],['No'],['Large group/class teaching (+6)'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],1 year,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Prospective QED'],831,100,['Primary and secondary'],"['Household income', 'Targeted population (please provide details in info box)']",NA,['Not reported/Unclear'],NA,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']","21,000",pesos  (i took the average for primary & secondary),NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment'],['School attendance'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['80%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 3 - Conditional transfers where conditions are not monitored or enforced']
53902811,Gilligan (2016),2016,NA,NA,0.3304,0.164,Total cognitive score,"['Toolkit primary outcome', 'Other outcome']",['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Cognitive  other,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Uganda'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Unclear/ not specified'],NA,54 weeks,NA,NA,['Nursery school/pre-school'],"['3', '4', '5']",63,NA,['Cluster RCT'],"1,494",NA,['Nursery/Kindergarten'],['Targeted population (please provide details in info box)'],NA,['Not reported/Unclear'],NA,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']","17,850",Ugandan shillings,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],"['Bi-monthly', 'Other']","could be 6 weeks too,",['Yes - time limited'],"the program run for a year, experimental",['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['Not reported/Unclear'],NA,['Transfer complemented by supply incentive to teachers (detail in info box)'],['No'],NA,['No'],NA,"['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53901290,Glewwe (2004),2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Honduras'],['Unclear/ Not specified'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],2 years between baseline and post-test ,NA,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11', '12']",NA,NA,['Cluster RCT'],5784  (I take it that there is at least one child of eligible age in the households affected ),NA,['Primary only'],['Targeted population (please provide details in info box)'],targeted municipalities,['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Transfer in US $ (numeric value only)'],5,NA,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,NA,['None (flat transfer)'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['Not reported'],['Yes'],['Health visits for pregnant and breastfeeding women'],['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['85%'],NA,['Not reported/Unclear'],NA,['Transfer complemented by supply incentive to school (details in info box)'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 7 - Insufficient information to assign a category']
53901837,Glewwe (2012),2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Brazil'],['Unclear/ Not specified'],"['Large group/class teaching (+6)', 'Other (Explain in notes)']",['No'],['Yes'],['Other (please specify)'],['Class teachers'],8 years,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['6', '7', '8', '9', '10', '11', '12', '13', '14', '15']",87407,NA,['Regression Continuity  - naturally occurring'],"881,447",100,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold not reported,"['Mother or female head of household', 'Not reported/Unclear']","['Primary recipient', 'Secondary recipients (details in info box)']","['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",15,Reais,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",15,Reais,"['Yes, maximum number of beneficiaries (details in info box)']",NA,NA,['Other'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['No additional conditions'],['Yes'],"['Not reported/Unclear', 'Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women']",['School attendance'],['Other (details in info box)'],['Yes'],['85%'],NA,['Attendance at school'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902614,Hadna (2017),2017,NA,NA,0.1124,0.0289,"UAS results, Bahasa Indonesia - junior high","['Toolkit primary outcome', 'Writing and spelling primary outcome.']",['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy  writing,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,['Mathematics primary outcome'],0.1124,0.0289,NA,NA,NA,NA,NA,NA,NA,['Indonesia'],['No'],['Other (Explain in notes)'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],6 years,NA,NA,"['Primary/elementary school', 'Middle school']","['7', '8', '9', '10', '11', '12', '13', '14', '15']",NA,NA,['Cluster RCT'],"interviews were conducted in approximately 14,400 households.",100,"['Primary and secondary', 'Nursery/Kindergarten']",['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold is not specified,['Parent or head of household'],['Primary recipient'],['Transfer in domestic currency (numeric value only)'],"116,666.6666666667","Rp Indonesia Taken here as the average between the minimum and maximum amount divided by 12 months (2,200,000+600,000)/2= /12= ",NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",NA,NA,['Not reported/Unclear'],['Quarterly/Trimesterly'],NA,['Not reported/Unclear'],NA,['School enrolment'],['No additional conditions'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 7 - Insufficient information to assign a category']
