id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,school_target,eligibility,elig_targ_pop_info,means_tested,means_tested_thresh_info,recipient,month_avg_amount,month_avg_prim_recip,month_avg_prim_recip_info,prim_recip_dom_curr_type_info,month_avg_sec_recip,month_avg_sec_recip_info,sec_recip_dom_curr_type_info,transfer_limit,transf_lim_yes_max_per_fam_info,transf_lim_yes_max_ben_info,transfer_variation,transfer_regularity,transfer_regularity_info,time_limit,time_limit_info,primary_condition,addit_condition,health_cond_comp,health_conditions,monitoring,verification,min_attend_req,perc_attend_req,perc_attend_req_other_info,enforcement,enforcement_other_info,supply_incentive,savings_comp,savings_comp_yes_info,econ_out,econ_out_yes_info,prog_type
53902101,Dearden (2005),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6838,NA,NA,['Secondary/High school'],"['16', '17']",FALSE,47.0,['UK (Select all that apply)'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['No'],['Other (please specify)'],['Class teachers'],104,1,NA,NA,['Secondary only'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']","household income less than 13K per anuum = full amount £35, between 13K and 30K £5 decrements where those on 30K receive £5",['Student (or student and parent/guardian)'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",140,NA,NA,NA,NA,['No limit'],NA,NA,['Grade'],['Other'],weekly,['Yes - time limited'],104,['School enrolment'],['School attendance'],['No'],['Not reported/Unclear'],"['School enrolment', 'School attendance']","['School enrolment', 'School attendance']",['No'],['Not reported/Unclear'],NA,"['Attendance at school', 'Enrolment at school']",NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902546,Do conditional cash... (Gaentzsch),2020,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-1.812,0.689,['Post-test adjusted for baseline attainment AND clustering'],PPVT Maths test,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.692,0.531,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-1.812,0.689,NA,NA,NA,NA,NA,NA,2952,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['6', '7', '8', '9', '11', '12', '13', '14', '15', '16', '17', '18']",TRUE,100.0,['Peru'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],416,0.125,NA,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",The programme targets beneficiaries in eligible districts via a proxy means test that accounts for demographic and socioeconomic criteria,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",100,NA,NA,NA,NA,['No limit'],NA,NA,['Age'],['Bi-monthly'],NA,['Yes - time limited'],416,['School enrolment and attendance'],['Not reported'],['Yes'],"['Student attendance at health check-ups', 'Health visits for pregnant and breastfeeding women']","['School enrolment', 'School attendance']","['School enrolment', 'School attendance']",['Yes'],['85%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901818,Dubois (2012),2012,NA,NA,"['Toolkit primary outcome', 'Other outcome']",0.179,0.02,['Post-test adjusted for baseline attainment AND clustering'],Grade progression,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13900,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",TRUE,100.0,['Mexico'],['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],52,0.25,NA,NA,['Primary and secondary'],['Village/neighbourhood income'],NA,['No'],NA,['Parent or head of household'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",625,NA,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",max 625 per household,NA,['Age'],['Monthly'],NA,['No time limit'],duration of school career up to age 14,"['School enrolment', 'School attendance']",['Not reported'],['Yes'],"['Health visits for pregnant and breastfeeding women', 'Mothers attendance at health education workshops']","['School enrolment', 'School attendance']","['School enrolment', 'School attendance']",['Yes'],['85%'],NA,"['Attendance at school', 'Enrolment at school']",NA,['Not reported/Unclear'],['No'],NA,['Not reported/Unclear'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901242,Duryea (2011),2011,NA,NA,"['Toolkit primary outcome', 'Other outcome']",0.104,0.107,['Post-test adjusted for baseline attainment AND clustering'],passing the school year exams,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['12', '14', '9', '10', '11', '13', '6', '7', '8', '15', '16', '17', '18']",TRUE,100.0,['Costa Rica'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],40,0.25,NA,NA,['Primary and secondary'],"['Village/neighbourhood income', 'Household income']",NA,"['If means testing was conducted, what was the threshold? (details in info box)', 'Yes']",NA,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",300,NA,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['No time limit'],NA,"['School enrolment', 'School attendance']",['Not reported'],['No'],['Not reported/Unclear'],['School attendance'],['School attendance'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Attendance at school'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53902109,Edo (2017),2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35002,NA,NA,['Secondary/High school'],"['15', '16', '17']",NA,NA,['Argentina'],['Retrospective QED'],['Other (Explain in notes)'],['Unclear/ Not specified'],['No'],['Yes'],['Unclear/ not specified'],NA,260,0.25,NA,NA,"['Nursery/Kindergarten', 'Primary and secondary']",['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",that earnings are below the minimum legal wage,['Not reported/Unclear'],['Primary recipient'],"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",6.53,ARS Argentina,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,up to 5 children,['None (flat transfer)'],"['Monthly', 'Annually']",NA,['No time limit'],till they reached the age of 18,['School attendance'],"['Other', 'School enrolment']",['Yes'],"['Student attendance at health check-ups', 'Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women']",['School attendance'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,"['No enforcement', 'Other (details in info box)']",partially enforced with the cut of 20% if they do not comply,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53902569,Edo (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15547,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Argentina'],['Prospective QED'],"['Large group/class teaching (+6)', 'Other (Explain in notes)']",['Unclear/ Not specified'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],260,0.25,NA,NA,"['Nursery/Kindergarten', 'Primary and secondary']",['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold not reported,['Not reported/Unclear'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",631,ARS Argentina,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,NA,['None (flat transfer)'],"['Monthly', 'Annually']",NA,['No time limit'],NA,['School attendance'],['No additional conditions'],['Yes'],"['Student attendance at health check-ups', 'Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women']",['School attendance'],['School attendance'],['Yes'],['Not reported/Unclear'],NA,['Attendance at school'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902690,Fenton (2016) 1_1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1199,NA,NA,['No information provided'],['No information provided'],NA,NA,['Zimbabwe'],['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],52,0.125,N/A. no intervention sessions as part of this study.,NA,['Not reported/Unclear'],['Targeted population (please provide details in info box)'],NA,['No'],NA,['Not reported/Unclear'],['Primary recipient'],['Transfer in US $ (numeric value only)'],9,NA,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']","an $18 flat transfer is given to every household bimonthly, plus a further $4 per child (only up to three children per household)",NA,['None (flat transfer)'],['Bi-monthly'],NA,['Yes - time limited'],52,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
58963895,Fenton (2016) 1_2,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2518,NA,NA,['No information provided'],['No information provided'],TRUE,100.0,['Zimbabwe'],['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],44,0.125,NA,NA,['Not reported/Unclear'],"['Household income', 'Targeted population (please provide details in info box)']",NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold of assets not reported here,['Not reported/Unclear'],['Secondary recipients (details in info box)'],['Transfer in US $ (numeric value only)'],9,NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,NA,['None (flat transfer)'],['Bi-monthly'],NA,['Yes - time limited'],44,['School attendance'],['No additional conditions'],['Yes'],"['Student immunizations up-to-date', 'Other (details in info box)', 'Mothers attendance at health education workshops']",['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['80%'],NA,"['Attendance at school', 'Other (details in info box)']",it's vague as to which conditions but that might apply to all conditions,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['Yes (details in info box)'],- amount of money spent on education - child labour,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53901624,Figueroa (2014),2014,NA,NA,"['Toolkit primary outcome', 'Reading primary outcome']",-0.073,0.0398,['Post-test unadjusted (select one from this group)'],PPVT - oportinandes vs control,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.073,0.0398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2595,NA,NA,"['Nursery school/pre-school', 'Primary/elementary school']","['3', '4', '5', '6']",TRUE,100.0,['Mexico'],['Prospective QED'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],NA,NA,NA,NA,"['Nursery/Kindergarten', 'Primary and secondary']",['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold not reported,['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Not reported/Unclear'],although believed to be monthly (from other reports),['Not reported/Unclear'],NA,['Not reported'],['Not reported'],['Yes'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 7 - Insufficient information to assign a category']
53901719,Filmer (2011),2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8177,100,NA,['Secondary/High school'],['No information provided'],NA,NA,['Cambodia'],['Regression Continuity  - naturally occurring'],['Large group/class teaching (+6)'],['No'],['No'],['Yes'],"['During regular school hours ', 'Unclear/ not specified']",['Class teachers'],52,0.0625,NA,NA,['Secondary only'],['Targeted population (please provide details in info box)'],those on risk of dropping out of school on program schools,"['No', 'Not reported/Unclear']",but it doesn't seem to be means-tested,['Parent or head of household'],['Primary recipient'],['Transfer in US $ (numeric value only)'],4.375,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Other'],['Quarterly/Trimesterly'],NA,['Yes - time limited'],52,['School enrolment'],"['School enrolment', 'Grade promotion', 'School attendance']",['No'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,"['Attendance at school', 'Enrolment at school', 'Other (details in info box)']",grade promotion,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 7 - Insufficient information to assign a category']
53901246,Ford (2007),2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11', '12', '13']",NA,NA,NA,['Cluster RCT'],['Large group/class teaching (+6)'],['No'],['No'],['Yes'],['Unclear/ not specified'],['Class teachers'],104,0.125,NA,NA,['Primary only'],['Not reported/Unclear'],NA,['Not reported/Unclear'],"thesis, not very clear",['Not reported/Unclear'],"['Primary recipient', 'Not reported/Unclear']",['Transfer in US $ (numeric value only)'],9.5,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Bi-monthly'],NA,['Not reported/Unclear'],"thesis, not very clear",['School enrolment'],['School attendance'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Transfer complemented by supply incentive to school (details in info box)'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 7 - Insufficient information to assign a category']
53901723,Galiani (2013),2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11', '12']",NA,NA,['Honduras'],['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],32,0.0192307692,NA,NA,['Primary only'],"['Village/neighbourhood income', 'Targeted population (please provide details in info box)']",NA,['No'],"but they used a proxy for poverty, instead of income they used height-for-age",['Not reported/Unclear'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",66.66,Lempiras,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,up to 3 ed. transfers,['None (flat transfer)'],['Quarterly/Trimesterly'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['No additional conditions'],['Yes'],"['Health visits for pregnant and breastfeeding women', 'Student attendance at health check-ups']",['Not reported/Unclear'],['No verification'],['Yes'],['Not reported/Unclear'],NA,['Enrolment at school'],NA,['Transfer complemented by supply incentive to school (details in info box)'],['No'],NA,['Yes (details in info box)'],- it reports them indirectly through work of children outside and inside home - Effects on adult labor supply,['Level 5 - Conditional transfers where school enrolment conditions are monitored and enforced']
53901839,Garcia (2010),2010,NA,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.0394,0.0254,['Post-test adjusted for baseline attainment'],Language  7-12 yrs,With business as usual,['Sample: All'],Literacy  writing,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0394,0.0254,NA,NA,NA,['Mathematics primary outcome'],0.0436,0.0358,NA,NA,NA,NA,NA,NA,831,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",TRUE,100.0,['Colombia'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],52,0.25,NA,NA,['Primary and secondary'],"['Household income', 'Targeted population (please provide details in info box)']",NA,['Not reported/Unclear'],NA,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']","21,000",pesos  (i took the average for primary & secondary),NA,NA,NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment'],['School attendance'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['80%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 3 - Conditional transfers where conditions are not monitored or enforced']
53902811,Gilligan (2016),2016,NA,NA,"['Toolkit primary outcome', 'Other outcome']",0.3304,0.164,['Post-test unadjusted (select one from this group)'],Total cognitive score,With business as usual,['Sample: All'],Cognitive  other,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1494,63,NA,['Nursery school/pre-school'],"['3', '4', '5']",NA,NA,['Uganda'],['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],NA,54 weeks,0.16,NA,NA,['Nursery/Kindergarten'],['Targeted population (please provide details in info box)'],NA,['Not reported/Unclear'],NA,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']","17,850",Ugandan shillings,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],"['Bi-monthly', 'Other']","could be 6 weeks too,",['Yes - time limited'],52,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['Not reported/Unclear'],NA,['Transfer complemented by supply incentive to teachers (detail in info box)'],['No'],NA,['No'],NA,"['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53901290,Glewwe (2004),2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5784,NA,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11', '12']",NA,NA,['Honduras'],['Cluster RCT'],['Other (Explain in notes)'],['Unclear/ Not specified'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],104,0.25,NA,NA,['Primary only'],['Targeted population (please provide details in info box)'],targeted municipalities,['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Transfer in US $ (numeric value only)'],5,NA,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,NA,['None (flat transfer)'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['Not reported'],['Yes'],['Health visits for pregnant and breastfeeding women'],['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['85%'],NA,['Not reported/Unclear'],NA,['Transfer complemented by supply incentive to school (details in info box)'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 7 - Insufficient information to assign a category']
53901837,Glewwe (2012),2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881447,87407,NA,"['Primary/elementary school', 'Secondary/High school']","['6', '7', '8', '9', '10', '11', '12', '13', '14', '15']",TRUE,100.0,['Brazil'],['Regression Continuity  - naturally occurring'],"['Large group/class teaching (+6)', 'Other (Explain in notes)']",['Unclear/ Not specified'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],416,0.25,NA,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold not reported,"['Not reported/Unclear', 'Mother or female head of household']","['Primary recipient', 'Secondary recipients (details in info box)']","['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",15,Reais,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",15,Reais,"['Yes, maximum number of beneficiaries (details in info box)']",NA,NA,['Other'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['No additional conditions'],['Yes'],"['Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women', 'Not reported/Unclear']",['School attendance'],['Other (details in info box)'],['Yes'],['85%'],NA,['Attendance at school'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902614,Hadna (2017),2017,NA,NA,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.1124,0.0289,['Post-test adjusted for baseline attainment'],"UAS results, Bahasa Indonesia - junior high",With business as usual,['Sample: All'],Literacy  writing,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,['Mathematics primary outcome'],0.1124,0.0289,NA,NA,NA,NA,NA,NA,"14,400",NA,NA,"['Primary/elementary school', 'Middle school']","['7', '8', '9', '10', '11', '12', '13', '14', '15']",TRUE,100.0,['Indonesia'],['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],312,0.083,NA,NA,"['Nursery/Kindergarten', 'Primary and secondary']",['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",threshold is not specified,['Parent or head of household'],['Primary recipient'],"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",8.05,"Rp Indonesia Taken here as the average between the minimum and maximum amount divided by 12 months (2,200,000+600,000)/2= /12= ",NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",NA,NA,['Not reported/Unclear'],['Quarterly/Trimesterly'],NA,['Not reported/Unclear'],NA,['School enrolment'],['No additional conditions'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 7 - Insufficient information to assign a category']
53901725,Handa (2014),2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504,NA,NA,"['Primary/elementary school', 'Secondary/High school']",['No information provided'],NA,NA,['Ghana'],['Prospective QED'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],104,0.125,N/A,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",No threshold specified.,['Not reported/Unclear'],NA,"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",2.53,Ghanaian Cedis (GH¢),NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",GH¢ 15,NA,['Other'],['Bi-monthly'],NA,['Not reported/Unclear'],Assuming 24 months,['Not reported'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['Not reported/Unclear'],NA,['No'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
53901249,Hasan (2010),2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186142,NA,NA,['Middle school'],['No information provided'],NA,NA,['Pakistan'],['Regression Discontinuity with randomisation'],['Other (Explain in notes)'],['Unclear/ Not specified'],['No'],['No'],['Unclear/ not specified'],['Unclear/not specified'],208,0.25,N/A,NA,['Other'],['Targeted population (please provide details in info box)'],NA,['No'],NA,['Student (or student and parent/guardian)'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",200,R,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",NA,NA,['None (flat transfer)'],['Quarterly/Trimesterly'],NA,['Not reported/Unclear'],NA,['School enrolment and attendance'],['No additional conditions'],['No'],NA,['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['80%'],NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901727,Heinrich (2007),2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3490,24,NA,['Secondary/High school'],['No information provided'],NA,NA,['Argentina'],['Individual RCT'],['Other (Explain in notes)'],['No'],['No'],['No'],['Unclear/ not specified'],['Unclear/not specified'],260,0.0384615385,N/A. No intervention sessions.,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Not reported/Unclear'],NA,"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",1.67,pesos,NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Biannually'],NA,['Yes - time limited'],260,['School attendance'],['Grade promotion'],['No'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Level 7 - Insufficient information to assign a category']
53901504,Heinrich (2011),2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,586",24,NA,['Secondary/High school'],"['13', '15', '14', '16', '17']",NA,NA,['Argentina'],['Prospective QED'],['Other (Explain in notes)'],['No'],['No'],['No'],['Unclear/ not specified'],['Unclear/not specified'],260,0.0384615385,N/A,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Not reported/Unclear'],NA,"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",1.67,pesos,NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Biannually'],NA,['Yes - time limited'],260,['School attendance'],['Grade promotion'],['No'],NA,['Not reported/Unclear'],['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Level 7 - Insufficient information to assign a category']
