StudyID,Admin_Strand,Author,OutcomeID_1,OutcomeLabel_1,TestType_Outcome_1,EffectSizeType_Outcome_1,ToolkitStrand_Outcome_1,InterventionText_1,ControlText_1,Outcome_1,SMD_1,SESMD_1,CIupperSMD_1,CIlowerSMD_1,OutcomeID_2,OutcomeLabel_2,TestType_Outcome_2,EffectSizeType_Outcome_2,ToolkitStrand_Outcome_2,InterventionText_2,ControlText_2,Outcome_2,SMD_2,SESMD_2,CIupperSMD_2,CIlowerSMD_2,OutcomeID_3,OutcomeLabel_3,TestType_Outcome_3,EffectSizeType_Outcome_3,ToolkitStrand_Outcome_3,InterventionText_3,ControlText_3,Outcome_3,SMD_3,SESMD_3,CIupperSMD_3,CIlowerSMD_3,OutcomeID_4,OutcomeLabel_4,TestType_Outcome_4,EffectSizeType_Outcome_4,ToolkitStrand_Outcome_4,InterventionText_4,ControlText_4,Outcome_4,SMD_4,SESMD_4,CIupperSMD_4,CIlowerSMD_4,OutcomeID_5,OutcomeLabel_5,TestType_Outcome_5,EffectSizeType_Outcome_5,ToolkitStrand_Outcome_5,InterventionText_5,ControlText_5,Outcome_5,SMD_5,SESMD_5,CIupperSMD_5,CIlowerSMD_5,OutcomeID_6,OutcomeLabel_6,TestType_Outcome_6,EffectSizeType_Outcome_6,ToolkitStrand_Outcome_6,InterventionText_6,ControlText_6,Outcome_6,SMD_6,SESMD_6,CIupperSMD_6,CIlowerSMD_6,OutcomeID_7,OutcomeLabel_7,TestType_Outcome_7,EffectSizeType_Outcome_7,ToolkitStrand_Outcome_7,InterventionText_7,ControlText_7,Outcome_7,SMD_7,SESMD_7,CIupperSMD_7,CIlowerSMD_7,OutcomeID_8,OutcomeLabel_8,TestType_Outcome_8,EffectSizeType_Outcome_8,ToolkitStrand_Outcome_8,InterventionText_8,ControlText_8,Outcome_8,SMD_8,SESMD_8,CIupperSMD_8,CIlowerSMD_8,OutcomeID_9,OutcomeLabel_9,TestType_Outcome_9,EffectSizeType_Outcome_9,ToolkitStrand_Outcome_9,InterventionText_9,ControlText_9,Outcome_9,SMD_9,SESMD_9,CIupperSMD_9,CIlowerSMD_9,OutcomeID_10,OutcomeLabel_10,TestType_Outcome_10,EffectSizeType_Outcome_10,ToolkitStrand_Outcome_10,InterventionText_10,ControlText_10,Outcome_10,SMD_10,SESMD_10,CIupperSMD_10,CIlowerSMD_10
46325689,['Peer tutoring'],Mathes (2001) PT 1_2,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37116234,['Peer tutoring'],Mathes (2003),47136,REC Passage Comprehension - WRMT-R,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Primary outcome,0.5849,0.2326,1.0409,0.129,47187,REC Word Attack - WRMT-R,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: speaking and listening/oral language,With business as usual,Secondary outcome(s),1.0131,0.2358,1.4753,0.5508,47190,REC Gain - Word Attack - WRMT-R,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: speaking and listening/oral language,With business as usual,Secondary outcome(s),0.6781,0.2288,1.1267,0.2296,47191,REC Word Identification - WRMT-R,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.6497,0.2284,1.0973,0.2021,47192,REC Gain - Word Identification - WRMT-R,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.4878,0.226,0.9308,0.0447,47193,REC Non-word efficiency - TOWRE,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.7091,0.2294,1.1587,0.2596,47194,REC Gain - Non-word efficiency - TOWRE,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.6447,0.2283,1.0921,0.1972,47195,REC Word efficiency subtest - TOWRE,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.4079,0.2251,0.8491,-0.0334,47196,REC Gain - Word efficiency subtest - TOWRE,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.6286,0.228,1.0755,0.1816,47197,REC Segmentation - CTOPP,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),1.6927,0.2573,2.197,1.1885
38878258,['Small group tuition'],Mathes (2005) 1_1,52997,WJ-III Passage Comprehension (proactive vs enhanced - means/SEs),['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Phonics', 'Toolkit: Small Group Tuition']",Literacy: reading comprehension,With active control,Primary outcome,0.0592,0.1402,0.334,-0.2155,52998,WJ-III Word ID (proactive vs enhanced means/SEs),[],[],['Toolkit: Small Group Tuition'],Literacy: reading comprehension,With active control,Secondary outcome(s),0.2222,0.1406,0.4977,-0.0533,52999,WJ-III Word Attack (proactive vs enhanced M/SEs) ,[],[],['Toolkit: Small Group Tuition'],Literacy: reading comprehension,With active control,Secondary outcome(s),0.2983,0.1409,0.5746,0.0221,53000,WJ-III Reading Fluency (proactive vs enhanced) M/SEs,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],"['Toolkit: Extending school time', 'Toolkit: Phonics', 'Toolkit: Small Group Tuition']",Literacy: reading comprehension,With active control,Secondary outcome(s),0.0,0.1401,0.2747,-0.2747,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40294924,['Small group tuition'],Mathes (2005) 1_2,48633,WJ-III Passage Comprehension,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: reading comprehension,With business as usual,Primary outcome,0.1894,0.1561,0.4953,-0.1165,48635,WJ-III Word Attack,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.1058,0.1558,0.4112,-0.1996,48636,WJ-III Word Identification,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: reading other,With business as usual,Secondary outcome(s),0.1891,0.1561,0.495,-0.1168,48638,WJ-III Reading Fluency,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: reading other,With business as usual,Secondary outcome(s),0.1249,0.1752,0.4683,-0.2184,48637,WJ-III Spelling,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: spelling,With business as usual,Secondary outcome(s),0.3533,0.1569,0.6609,0.0457,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
39253392,['Summer schools'],Matsudaira (2008),51050,2002 Reading Score - Grade 5,['Post-test unadjusted (select one from this group)'],['Test type: National test'],['Toolkit: Summer schools'],Literacy: reading comprehension,With business as usual,Primary outcome,-1.2949,0.0102,-1.275,-1.3149,51051,2002 Reading Score - Grade 3,['Post-test unadjusted (select one from this group)'],['Test type: National test'],[],Literacy: reading comprehension,With business as usual,Primary outcome,-173.3223,0.477,-172.3873,-174.2572,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40117146,['Extending school time'],Matty (1978),52990,Cooperative Maths Test (ANOVA),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Extending school time'],Mathematics,With business as usual,Primary outcome,0.87,0.17,1.2032,0.5368,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38296644,['Summer schools'],Maxwell (2014),45416,Summer School - Reading Comprehension NGRT,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Summer schools'],Literacy: reading comprehension,With business as usual,Primary outcome,0.13,0.128,0.3809,-0.1209,45417,FSM Summer School - Reading Comprehension NGRT,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Summer schools'],Literacy: reading comprehension,With business as usual,SES/FSM outcome,0.22,0.237,0.6845,-0.2445,45418,Summer School - Reading enjoyment PIRLS,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Summer schools'],Literacy: reading other,With business as usual,Secondary outcome(s),0.26,0.158,0.5697,-0.0497,45419,FSM Summer School - Reading enjoyment PIRLS,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Summer schools'],Literacy: reading other,With business as usual,SES/FSM outcome,-0.1,0.286,0.4606,-0.6606,45420,Summer School - Reading Motivations PIRLS,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Summer schools'],Literacy: reading other,With business as usual,Secondary outcome(s),0.19,0.153,0.4899,-0.1099,45421,FSM Summer School - Reading motivation PIRLS,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Summer schools'],Literacy: reading other,With business as usual,SES/FSM outcome,-0.2,0.27,0.3292,-0.7292,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37092684,['Feedback'],McClintock (1975),49747,SCORE Associate memory task,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Researcher developed test'],['Toolkit: Feedback'],Cognitive: other,With business as usual,Primary outcome,0.9103,0.1498,1.2039,0.6167,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093360,['Peer tutoring'],McCracken (1979),49704,Word recognitions scores (SORT),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Secondary outcome(s),2.1301,0.3376,2.7919,1.4683,49707,Comprehension (Cloze) test,['Post-test adjusted for baseline attainment'],['Test type: School-developed test'],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Primary outcome,1.3667,0.2981,1.9509,0.7824,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40117357,['Extending school time'],McKinney (1995),NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671568,"['Teaching assistants', 'Small group tuition']",McNally (2016) Study 1_1,47582,Progress in Reading Assessment (PIRA) TA only,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",Literacy: reading comprehension,With business as usual,Primary outcome,0.231,0.001,0.233,0.229,47646,Diagnostic Test of Word Reading Processes TA only,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",Literacy: reading comprehension,With business as usual,Secondary outcome(s),0.096,0.062,0.2175,-0.0255,49638,PIRA-ICT group,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Digital technology'],Literacy: reading comprehension,With business as usual,Primary outcome,0.138,0.044,0.2242,0.0518,49639,DTWRP - ICT group,[],[],['Toolkit: Digital technology'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),0.107,0.062,0.2285,-0.0145,49640,PIRA - FSM,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",Literacy: reading comprehension,With business as usual,SES/FSM outcome,0.396,0.1023,0.5965,0.1955,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
39253295,['Summer schools'],Meehan (2005),49780,Comprehensive Test of Basic Skills (CTBS) Reading Test,"['Post-test unadjusted (select one from this group)', 'NA', 'NA']","['Test type: Standardised test ', 'NA', 'NA']","['Toolkit: Summer schools', 'NA', 'NA']",Literacy: reading comprehension,With business as usual,Primary outcome,-0.057,0.4156,0.7575,-0.8715,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40117358,['Extending school time'],Meier (2001),52331,Wide Range Achievement Test (WRAT) score-extending shool time,"['Post-test unadjusted (select one from this group)', 'NA', 'NA']","['Test type: Standardised test ', 'NA', 'NA']","['Toolkit: Summer schools', 'NA', 'NA']",Literacy: reading other,With business as usual,Primary outcome,0.3433,0.0,0.3433,0.3433,52332,Reading in context score-extending school time,"['Post-test unadjusted (select one from this group)', 'NA', 'NA']","['Test type: Standardised test ', 'NA', 'NA']","['Toolkit: Summer schools', 'NA', 'NA']",Literacy: reading other,With business as usual,Secondary outcome(s),0.0882,0.0,0.0882,0.0882,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
39253296,['Summer schools'],Melosh (2003),50439,SRI-Reading Comprehension (ANOVA - first post test),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Summer schools'],Literacy: reading comprehension,With business as usual,Primary outcome,0.44,0.3,1.028,-0.148,50440,ORAF - Reading Fluency (Rate) - Anova (aug posttest),['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Summer schools'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),0.2,0.3,0.788,-0.388,50441,ORF - Reading Accuracy - Anova (aug posttest),['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Summer schools'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),0.02,0.3,0.608,-0.568,50442,GWL- Reading Automaticity - Anova (aug posttest),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Summer schools'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),0.1,0.3,0.688,-0.488,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37133945,['Peer tutoring'],Menesses (2009),45343,REC Curriculum-based measurement (CBM) math probes,['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Primary outcome,1.1215,0.3904,1.8866,0.3563,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38296647,['Extending school time'],Menzies (2015),45978,Y7 English (PIE) extending school time,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Extending school time'],Literacy: reading other,With business as usual,Primary outcome,0.09,0.087,0.2605,-0.0805,45979,Y7 English (PIE) extending school time - FSM,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Extending school time'],Literacy: reading other,With business as usual,SES/FSM outcome,0.08,0.11,0.2956,-0.1356,45985,Y7 Maths (PIM 12) extending school time ,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],['Toolkit: Extending school time'],Mathematics,With business as usual,Secondary outcome(s),0.08,0.094,0.2642,-0.1042,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671570,"['Teaching assistants', 'Phonics', 'Small group tuition']",Merrell (2015),45988,Y7 Reading (NGRT) - Phonics Teaching assistants ,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",Literacy: reading comprehension,With business as usual,Primary outcome,0.43,0.21,0.8416,0.0184,45989,Y7 Reading (NGRT) - Phonics Teaching assistants - FSM,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",Literacy: reading comprehension,With business as usual,Secondary outcome(s),0.16,0.17,0.4932,-0.1732,45990,Y7 Non-word reading (PhAB) - Phonics Teaching assistants,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.23,0.13,0.4848,-0.0248,45991,Y7 Reading (SWRT) Phonics Teaching Assistants ,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.38,0.265,0.8994,-0.1394,45992,Y7 Reading (SWRT) Phonics Teaching Assistants - FSM,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",Literacy: decoding/phonics,With business as usual,SES/FSM outcome,0.42,0.247,0.9041,-0.0641,45993,Y7 Non-word reading (PhAB) - Phonics Teaching assistants - FSM,['Post-test adjusted for baseline attainment AND clustering'],['Test type: Standardised test '],"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",Literacy: decoding/phonics,With business as usual,SES/FSM outcome,0.18,0.166,0.5054,-0.1454,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40294926,['Feedback'],Merrett (1996) FB,46783,VERB Macmillan Group Reading Test,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Feedback'],Literacy: reading other,With business as usual,Secondary outcome(s),-0.079,0.5777,1.0533,-1.2113,46784,VERB Macmillan Group Reading Test,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Feedback'],Literacy: reading other,With business as usual,Primary outcome,0.7161,0.6043,1.9005,-0.4683,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37133947,['Peer tutoring'],Merrill (2002),45262,TR Biology SOL  - Tutors (Group 2 and 4),['Post-test unadjusted (select one from this group)'],['Test type: National test'],['Toolkit: Peer Tutoring'],Science,With business as usual,Secondary outcome(s),0.0347,0.2391,0.5033,-0.4339,45812,TR Biology Grades - Tutors (Grades 2 and 4) ,['Post-test unadjusted (select one from this group)'],['Test type: School-developed test'],['Toolkit: Peer Tutoring'],Science,With business as usual,Secondary outcome(s),-0.1865,0.2396,0.2831,-0.6561,45813,TR (Timed) Grade level success with automatic word recognition,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Primary outcome,0.3218,0.2407,0.7935,-0.15,45814,TR (Untimed) Grade level success with automatic word recognition ,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Secondary outcome(s),0.5153,0.2432,0.992,0.0386,49709,TE Word Recognition,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],[],Literacy: reading other,With business as usual,Primary outcome,0.1932,0.3459,0.8712,-0.4848,49710,TE Biology SOL,[],['Test type: National test'],[],Science,With business as usual,Secondary outcome(s),-0.1587,0.3456,0.5187,-0.8361,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093581,['Peer tutoring'],Mevarech (1991),48549,Mathematics Achievement-Peer Tutoring,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Primary outcome,0.3601,0.1688,0.6909,0.0293,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093579,['Peer tutoring'],Mevarech (1993),47366,REC Full Sample - Computer Adaptive Test,['Post-test adjusted for baseline attainment'],['Test type: National test'],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Primary outcome,0.2074,0.1979,0.5953,-0.1805,47367,REC HA students - Computer Adaptive Test,['Post-test adjusted for baseline attainment'],['Test type: National test'],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),-0.125,0.2778,0.4195,-0.6695,47368,REC LA Students - Computer Adaptive Test,['Post-test adjusted for baseline attainment'],['Test type: National test'],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),1.2893,0.3095,1.896,0.6826,47369,REC Full sample - Arithmetic Achievement Test,['Post-test adjusted for baseline attainment'],['Test type: National test'],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.0279,0.1986,0.4171,-0.3614,47370,REC HA students - Arithmetic Achievement Test,['Post-test adjusted for baseline attainment'],['Test type: National test'],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),-0.2525,0.2787,0.2937,-0.7987,47371,REC LA students - Arithmetic Achievement Test,['Post-test adjusted for baseline attainment'],['Test type: National test'],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.2637,0.2821,0.8166,-0.2892,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
