ItemID,Author,Year,Strand,Outcome,Intervention,LevelofAssignment,ParticipantAssignment,StudyRealism,StudentGender,PublicationType,EducationalSetting,Country,GroupBaselineDifferences,StudyDesign,Comparability,CompVariablesReported,ComparabilityVariables,InterventionOrg,InterventionTrainingProvided,StudentAge,Attrition/DropOutReported,FocusofIntervention,InterventionTeachingApproach,InterventionTime,WhoDeliveredTeaching,EducationalSetting,SMD,SESMD,CIupper,CIlower,CodesSectionPresent,OutcomesSectionPresent,OutcomeCodesSectionPresent
43090171,Luftig (2003) 1_2,2003,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Unclear,High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Prospective QED,No,No,NA,Local education authority or district,Unclear/ Not specified,"['6', '7', '8', '9']",['No'],['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Summer/ holiday period'],['External teachers'],['Primary/elementary school'],0.87,0.23,1.3208,0.4192,Yes,Yes,Yes
37092587,Lumbelli (1999),1999,Toolkit: Feedback,Primary outcome,Literacy: writing,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Middle school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,No,"['11', '12']",['No'],['Students'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['During regular school hours '],"['Research staff', 'Digital technology']",['Middle school'],0.6638,0.3899,1.428,-0.1003,Yes,Yes,Yes
37092588,MacArthur (1991),1991,Toolkit: Feedback,Primary outcome,Literacy: writing,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['9', '10', '11', '12']",['Yes'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],1.059,0.4022,1.8474,0.2706,Yes,Yes,Yes
37671566,MacLeod (2007),2007,NA,NA,NA,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Secondary/High school,England,NA,Retrospective QED  ,NA,NA,NA,NA,Yes (Please specify),"['6', '7', '8', '9', '10', '11', '12', '13']",NA,"['Students', 'Teaching assistants']","['Student alone (self-administered)', 'One to one']",['During regular school hours '],['Teaching assistants'],"['Primary/elementary school', 'Secondary/High school']",NA,NA,NA,NA,Yes,No,No
39253391,Mariano (2013),2013,Toolkit: Summer schools,Primary outcome,Languages,NA,Regression discontinuity,High ecological validity,Mixed gender,Journal article,Middle school,USA,Yes,Regression Continuity  - naturally occurring,Yes,Yes,Socio-economic status,Local education authority or district,Unclear/ Not specified,"['10', '11']",['No'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],['Unclear/not specified'],"['Primary/elementary school', 'Middle school']",0.13,0.007,0.1437,0.1163,Yes,Yes,Yes
37093622,Mathes (1993),1993,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: reading comprehension,Class,Random (please specify),High ecological validity,No information provided,Technical report,Middle school,USA,Yes,Individual RCT,Yes,NA,NA,University/ researcher design,Unclear/ Not specified,"['9', '10', '11', '12']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],"['Primary/elementary school', 'Middle school']",0.5,0.3,1.088,-0.088,Yes,Yes,Yes
37093577,Mathes (1998),1998,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: reading comprehension,Class,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['6', '7']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],1.1094,0.4882,2.0662,0.1526,Yes,Yes,Yes
37116235,Mathes (2001) PT 1_1,2001,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Cluster RCT,Yes,Yes,Other (please specify),School or group of schools,Yes (Please specify),"['6', '7']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],"['Class teachers', 'Peers']",['Primary/elementary school'],0.806,0.4158,1.621,-0.009,Yes,Yes,Yes
46325689,Mathes (2001) PT 1_2,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,No
37116234,Mathes (2003),2003,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Class,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,NA,Yes,Yes,Special educational needs,University/ researcher design,Yes (Please specify),"['6', '7']",['No'],['Students'],"['Small group/intensive support (3-5)', 'Paired learning']",['During regular school hours '],"['Class teachers', 'Peers']",['Primary/elementary school'],0.5849,0.2326,1.0409,0.129,Yes,Yes,Yes
38878258,Mathes (2005) 1_1,2005,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Special educational needs,University/ researcher design,Yes (Please specify),"['6', '7']",['No'],['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['During regular school hours '],"['Class teachers', 'External teachers']",['Primary/elementary school'],0.0592,0.1402,0.334,-0.2155,Yes,Yes,Yes
40294924,Mathes (2005) 1_2,2005,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,School - multi-site,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['6', '7']",['Yes'],['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['During regular school hours '],"['Class teachers', 'External teachers']",['Primary/elementary school'],0.1894,0.1561,0.4953,-0.1165,Yes,Yes,Yes
39253392,Matsudaira (2008),2008,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Regression discontinuity,High ecological validity,Mixed gender,Journal article,Secondary/High school,USA,Yes,Regression Discontinuity - not randomised,Yes,Yes,Socio-economic status,Local education authority or district,Unclear/ Not specified,"['9', '10', '11', '12']",['No'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],['Class teachers'],"['Primary/elementary school', 'Secondary/High school']",-1.2949,0.0102,-1.275,-1.3149,Yes,Yes,Yes
40117146,Matty (1978),1978,Toolkit: Extending school time,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,Yes,Prospective QED,Yes,No,NA,Local education authority or district,Unclear/ Not specified,"['14', '15']",['No'],"['Students', 'Teachers']",['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],"['Middle school', 'Secondary/High school']",0.87,0.17,1.2032,0.5368,Yes,Yes,Yes
38296644,Maxwell (2014),2014,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Individual RCT,Yes,Yes,Socio-economic status,Charity or voluntary organisation,Yes (Please specify),"['11', '12', '10']",['Yes'],['Students'],"['Large group/class teaching (+6)', 'One to one']","['Summer/ holiday period', 'During regular school hours ']",['Lay persons/volunteers'],"['Primary/elementary school', 'Secondary/High school']",0.13,0.128,0.3809,-0.1209,Yes,Yes,Yes
37092684,McClintock (1975),1975,Toolkit: Feedback,Primary outcome,Cognitive: other,Individual,Random (please specify),High ecological validity,Male only,Journal article,Primary/elementary school,Belgium,No/Unclear,Individual RCT,No,No,NA,University/ researcher design,No,"['7', '8', '9', '10', '11', '12']",['No'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Research staff'],['Primary/elementary school'],0.9103,0.1498,1.2039,0.6167,Yes,Yes,Yes
37093360,McCracken (1979),1979,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: reading other,Class,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),School or group of schools,Yes (Please specify),"['14', '15', '16', '17', '18']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],"['Class teachers', 'Peers']",['Secondary/High school'],2.1301,0.3376,2.7919,1.4683,Yes,Yes,Yes
40117357,McKinney (1995),1995,NA,NA,NA,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,Charity or voluntary organisation,Yes (Please specify),"['6', '7', '8']",NA,['Students'],"['One to one', 'Large group/class teaching (+6)']",['Before/after school'],['Lay persons/volunteers'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
37671568,McNally (2016) Study 1_1,2016,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,School - multi-site,Random (please specify),High ecological validity,No information provided,Technical report,Primary/elementary school,England,No/Unclear,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['5', '6']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.231,0.001,0.233,0.229,Yes,Yes,Yes
39253295,Meehan (2005),2005,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Gender,Local education authority or district,Yes (Please specify),"['7', '8']",['Yes'],['Students'],"['Small group/intensive support (3-5)', 'One to one', 'Other (Explain in notes)']",['Summer/ holiday period'],['External teachers'],['Primary/elementary school'],-0.057,0.4156,0.7575,-0.8715,Yes,Yes,Yes
40117358,Meier (2001),2001,NA,Primary outcome,Literacy: reading other,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Individual RCT,Yes,Yes,Gender,University/ researcher design,Yes (Please specify),"['6', '7']",['No'],"['Students', 'Other education practitioners']",['One to one'],['During regular school hours '],['Lay persons/volunteers'],['Primary/elementary school'],0.3433,0.0,0.3433,0.3433,Yes,Yes,No
39253296,Melosh (2003),2003,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,School - multi-site,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Other educational setting (please specify),USA,Yes,Individual RCT,No,Yes,Other (please specify),University/ researcher design,No,"['8', '7']",NA,['Students'],"['Student alone (self-administered)', 'One to one']",['Summer/ holiday period'],"['Class teachers', 'External teachers']","['Home', 'Other educational setting (please specify)']",0.44,0.3,1.028,-0.148,Yes,Yes,Yes
37133945,Menesses (2009),2009,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Multisite RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['7', '8', '9', '10']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],1.1215,0.3904,1.8866,0.3563,Yes,Yes,Yes
38296647,Menzies (2015),2015,Toolkit: Extending school time,Primary outcome,Literacy: reading other,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Regression Discontinuity with randomisation,Unclear or details not provided,Yes,Other (please specify),Charity or voluntary organisation,Yes (Please specify),"['11', '12']",['Yes'],['Students'],['Large group/class teaching (+6)'],['Evenings and/or weekends'],['Class teachers'],['Secondary/High school'],0.09,0.087,0.2605,-0.0805,Yes,Yes,Yes
37671570,Merrell (2015),2015,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),Low ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Multisite RCT,Unclear or details not provided,Yes,Other (please specify),Charity or voluntary organisation,Yes (Please specify),"['11', '12']",['Yes'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['External teachers'],['Secondary/High school'],0.43,0.21,0.8416,0.0184,Yes,Yes,Yes
40294926,Merrett (1996) FB,1996,Toolkit: Feedback,Secondary outcome(s),Literacy: reading other,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Secondary/High school,UK (Select all that apply),Yes,Multisite RCT,No,Yes,NA,School or group of schools,Yes (Please specify),"['11', '12']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Secondary/High school'],-0.079,0.5777,1.0533,-1.2113,Yes,Yes,Yes
37133947,Merrill (2002),2002,Toolkit: Peer Tutoring,Secondary outcome(s),Science,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,Yes,Individual RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['14', '15']",['Yes'],['Students'],"['Paired learning', 'Small group/intensive support (3-5)']",['During regular school hours '],"['Peers', 'Lay persons/volunteers']",['Secondary/High school'],0.0347,0.2391,0.5033,-0.4339,Yes,Yes,Yes
37093581,Mevarech (1991),1991,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,Israel,No/Unclear,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Unclear/ Not specified,"['11', '12']",['No'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Digital technology'],['Primary/elementary school'],0.3601,0.1688,0.6909,0.0293,Yes,Yes,Yes
37093579,Mevarech (1993),1993,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,Israel,Yes,Cluster RCT,Yes,Yes,Educational attainment,University/ researcher design,Unclear/ Not specified,"['8', '9']",['Yes'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Digital technology'],['Primary/elementary school'],0.2074,0.1979,0.5953,-0.1805,Yes,Yes,Yes
37092589,Meyer (2010),2010,Toolkit: Feedback,Primary outcome,Literacy: writing,Class,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Journal article,Middle school,Canada,Yes,Prospective QED,NA,NA,NA,University/ researcher design,Yes (Please specify),"['9', '10', '11', '12']",NA,['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],"['Primary/elementary school', 'Middle school']",0.0177,0.1182,0.2494,-0.2141,Yes,Yes,Yes
37671572,Miller (2003),2003,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,NA,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,NA,Yes (Please specify),"['6', '7']",['Yes'],"['Students', 'Teaching assistants']",['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.4114,0.2043,0.8117,0.011,Yes,Yes,Yes
37091036,Mirkin (1979),1979,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Middle school,USA,No/Unclear,Individual RCT,No,N/A,NA,University/ researcher design,No,"['7', '8', '9', '10', '11', '12']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],"['Primary/elementary school', 'Middle school']",0.3265,0.3953,1.1013,-0.4483,Yes,Yes,Yes
40117150,Mitchell (1999),1999,Toolkit: Extending school time,Primary outcome,Literacy: reading comprehension,Class,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Conference paper,Primary/elementary school,USA,NA,NA,Yes,Yes,Other (please specify),Local education authority or district,No,"['7', '8', '9', '10', '11', '12']",NA,['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],-0.0448,0.0189,-0.0077,-0.0818,Yes,Yes,Yes
40117264,Molina (2008),2008,Toolkit: Extending school time,Primary outcome,Combined subjects,Individual,Random (please specify),Low ecological validity,Mixed gender,Journal article,Middle school,USA,Yes,Individual RCT,NA,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['11', '12', '13']",['Yes'],"['Students', 'Teachers', 'Parents']","['Small group/intensive support (3-5)', 'One to one']",['Before/after school'],['Research staff'],['Middle school'],0.4476,0.4564,1.3421,-0.4468,Yes,Yes,Yes
40117289,Mooney (1986),1986,Toolkit: Extending school time,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,No information provided,Technical report,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['9', '10']",['No'],['Students'],['Paired learning'],['Before/after school'],['Peers'],['Primary/elementary school'],0.5314,0.3725,1.2615,-0.1987,Yes,Yes,Yes
43090186,Mooney (1986) PT,1986,NA,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Gender,University/ researcher design,Yes (Please specify),"['9', '10']",NA,['Students'],['One to one'],['Before/after school'],"['Class teachers', 'Peers']",['Primary/elementary school'],0.5314,0.3725,1.2615,-0.1987,Yes,Yes,No
37061123,Moore (1961) 1_1,1961,Toolkit: Feedback,Primary outcome,Literacy: spelling,Class,"Non-random, not matched prior to treatment",NA,Mixed gender,Journal article,NA,NA,Yes,Cluster RCT,Unclear or details not provided,Yes,Gender,University/ researcher design,Unclear/ Not specified,"['11', '12']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],NA,-0.2698,0.2557,0.2314,-0.771,Yes,Yes,Yes
40294931,Moore (1961) 1_2,1961,Toolkit: Feedback,Primary outcome,Literacy: spelling,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Secondary/High school,USA,Yes,Individual RCT,No,Yes,Gender,University/ researcher design,Unclear/ Not specified,"['11', '12', '13', '14']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Secondary/High school'],-0.2721,0.3797,0.4721,-1.0163,Yes,Yes,Yes
40294930,Moore (1993) PT,1993,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,NA,Individual RCT,Yes,NA,NA,School or group of schools,Yes (Please specify),"['7', '8', '9', '10', '11']",['Yes'],"['Students', 'Teachers']",['Paired learning'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],-0.1279,0.6065,1.0608,-1.3166,Yes,Yes,Yes
40117359,Morris (1990),1990,NA,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,No information provided,Journal article,Primary/elementary school,USA,Yes,Individual RCT,NA,NA,NA,University/ researcher design,Yes (Please specify),"['7', '8', '9']",['No'],['Students'],['One to one'],['Before/after school'],NA,['Primary/elementary school'],0.9071,0.272,1.4403,0.3739,Yes,Yes,No
40117214,Morrison (2000),2000,Toolkit: Extending school time,Primary outcome,Mathematics,NA,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Journal article,Middle school,USA,Yes,NA,Yes,No,NA,Charity or voluntary organisation,Unclear/ Not specified,"['10', '11', '12']",['No'],"['Students', 'Parents']",['Small group/intensive support (3-5)'],['Before/after school'],['Unclear/not specified'],"['Primary/elementary school', 'Middle school']",-0.77,0.11,-0.5544,-0.9856,Yes,Yes,Yes
37671607,Muijs (2003),2003,Toolkit: Teaching assistants,Primary outcome,Mathematics,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Primary/elementary school,England,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['5', '6', '7']",['No'],"['Students', 'Teaching assistants']","['Small group/intensive support (3-5)', 'One to one']",['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.098,0.08,0.2548,-0.0588,Yes,Yes,Yes
37116214,Naseerali (2013),2013,Toolkit: Peer Tutoring,Primary outcome,Science,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Residential/boarding school,India,No/Unclear,Individual RCT,Yes,No,NA,University/ researcher design,No,"['13', '14']",['No'],['Students'],"['Paired learning', 'Small group/intensive support (3-5)']",['During regular school hours '],['Peers'],"['Secondary/High school', 'Residential/boarding school']",0.5222,0.2416,0.9958,0.0487,Yes,Yes,Yes
37092701,Neenan (1986) 1_1,1986,Toolkit: Feedback,Secondary outcome(s),Cognitive: other,Not provided/ not available,Random (please specify),Unclear,Mixed gender,Journal article,No information provided,USA,Yes,Individual RCT,Unclear or details not provided,Yes,Educational attainment,University/ researcher design,No,"['9', '10']",['Unclear (please add notes)'],['Students'],['One to one'],['Unclear/ not specified'],['Research staff'],['No information provided'],-1.1446,0.3939,-0.3726,-1.9166,Yes,Yes,Yes
37671575,Nelson (2010),2010,Toolkit: Teaching assistants,Primary outcome,Literacy: decoding/phonics,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Nursery school/pre-school,USA,Yes,Cluster RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),['4'],['Yes'],"['Students', 'Teaching assistants']",['Small group/intensive support (3-5)'],['During regular school hours '],['Lay persons/volunteers'],['Nursery school/pre-school'],0.6924,0.22,1.1236,0.2612,Yes,Yes,Yes
40117215,Neufeld (1995),1995,NA,,Cognitive: other,NA,Retrospective Quasi Experimental Design (QED),High ecological validity,No information provided,Journal article,Primary/elementary school,USA,No/Unclear,Prospective QED,Yes,Yes,Other (please specify),Local education authority or district,Unclear/ Not specified,"['6', '7', '8', '9', '10']",['No'],['Students'],"['Student alone (self-administered)', 'One to one', 'Other (Explain in notes)', 'Paired learning']",['Before/after school'],NA,['Primary/elementary school'],1.08,0.3,1.668,0.492,Yes,Yes,No
37133954,Novotni (1985),1985,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,Yes,Multisite RCT,Yes,NA,NA,School or group of schools,Yes (Please specify),"['14', '15']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Secondary/High school'],0.4112,0.2791,0.9581,-0.1358,Yes,Yes,Yes
38296657,Nunes (2018),2018,Toolkit: Teaching assistants,Primary outcome,Mathematics,School - cluster,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,England,Yes,Cluster RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['6', '7']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.18,0.1301,0.435,-0.075,Yes,Yes,Yes
37093585,Oakland (1975),1975,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['9', '10', '11']",['No'],['Students'],['Paired learning'],['During regular school hours '],"['Class teachers', 'Peers']",['Primary/elementary school'],-0.5462,0.4173,0.2716,-1.364,Yes,Yes,Yes
37092590,Olson (1990),1990,Toolkit: Feedback,Primary outcome,Literacy: writing,Class,"Non-random, not matched prior to treatment",High ecological validity,NA,Journal article,Middle school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,No,"['11', '12']",['No'],['Students'],"['Large group/class teaching (+6)', 'Paired learning']",['During regular school hours '],['Peers'],['Middle school'],0.4194,0.3238,1.0541,-0.2154,Yes,Yes,Yes
37092703,Oner (1977),1977,Toolkit: Feedback,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Book or book chapter,Primary/elementary school,USA,Yes,Cluster RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['11', '12']",NA,['Students'],['Student alone (self-administered)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.0,0.2236,0.4383,-0.4383,Yes,Yes,Yes
37092704,Onyehalu (1983),1983,Toolkit: Feedback,Primary outcome,Science,Class,Random (please specify),Low ecological validity,Mixed gender,Journal article,Primary/elementary school,Nigeria,Yes,Multisite RCT,No,N/A,NA,University/ researcher design,No,"['6', '7', '8']",['No'],['Students'],['One to one'],['During regular school hours '],['Research staff'],['Primary/elementary school'],0.2499,0.1278,0.5003,-0.0005,Yes,Yes,Yes
39253393,Opalinski (2006),2006,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Prospective QED,Yes,Yes,Special educational needs,Local education authority or district,Yes (Please specify),"['13', '14']",['Yes'],['Students'],['Other (Explain in notes)'],['Summer/ holiday period'],['External teachers'],['Middle school'],-0.1993,0.1102,0.0168,-0.4153,Yes,Yes,Yes
40294937,Osguthorpe (1986) PT,1986,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,School - multi-site,"Non-random, but matched",Unclear,No information provided,Technical report,NA,USA,Yes,Individual RCT,Yes,No,NA,School or group of schools,Yes (Please specify),"['3', '4', '5', '6']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],NA,0.1405,0.3599,0.8459,-0.5649,Yes,Yes,Yes
40117154,Paloczy (1997),1997,Toolkit: Extending school time,Primary outcome,Literacy: reading comprehension,School - cluster,Retrospective Quasi Experimental Design (QED),NA,No information provided,Dissertation or thesis,Primary/elementary school,USA,No/Unclear,Individual RCT,No,No,NA,School or group of schools,Unclear/ Not specified,"['8', '9', '10', '11']",['Yes'],['Students'],['Other (Explain in notes)'],['Other (please specify)'],['Class teachers'],['Primary/elementary school'],0.0078,0.18,0.3606,-0.345,Yes,Yes,Yes
37133956,Paquette (2003),2003,Toolkit: Peer Tutoring,Primary outcome,Literacy: writing,Class,"Non-random, but matched",High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['7', '8']",['No'],['Students'],"['Paired learning', 'Small group/intensive support (3-5)']",['During regular school hours '],['Peers'],['Primary/elementary school'],0.189,0.3424,0.8601,-0.4821,Yes,Yes,Yes
37092591,Paquette (2009) 1_1,2009,Toolkit: Peer Tutoring,Primary outcome,Literacy: writing,Class,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['7', '8']",['No'],['Students'],['Other (Explain in notes)'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.0488,0.3416,0.7184,-0.6208,Yes,Yes,Yes
40294939,Paquette (2009) 1_2,2009,Toolkit: Peer Tutoring,Primary outcome,Literacy: writing,Class,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,School or group of schools,Yes (Please specify),"['7', '8', '9', '10']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],1.2677,0.3122,1.8795,0.6559,Yes,Yes,Yes
37133957,Parham (1993),1993,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Individual RCT,No,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['12', '13']",['No'],['Students'],['Small group/intensive support (3-5)'],['Before/after school'],['Peers'],['Middle school'],0.2697,0.2222,0.7052,-0.1658,Yes,Yes,Yes
