StudyID,Strand,lowSESFSMstudents,lowSESFSMstudentsHighlightedText,lowSESFSM%,lowSESFSM%HighlightedText,lowSESFSMfurtherinfo,lowSESFSMfurtherinfoHighlightedText,NoSESFSMinformation,NoSESFSMinformationHighlightedText
37671585,Teaching assistants,NA,NA,FSM: 30-week treatment group: 28% Control: 24%   These percentages are from 239 children in the sample of 350 children  as only information on these 239 children could be retrieved from the National Pupil Database.   Data shown in Table 9  pg26.,"[['Page 27:\n[¬s]""Table 9: Comparison of baseline characteristics[¬e]""']]",NA,NA,NA,NA
38296673,Teaching assistants,NA,NA,REACH-RI: 27% FSM REACH-LC: 33% FSM Control: 34% FSM,"[['Page 25:\n[¬s]""% Eligible for Free School Meals 0.27 (0.45) -0.15 0.33 (0.48) -0.02 0.34 (0.48) 1[¬e]""']]",NA,NA,NA,NA
38296676,Summer schools,NA,NA,37% (162/435) FSM Data based on numbers of students at randomisation (see Table 1).,NA,NA,NA,NA,NA
38296677,Feedback,NA,NA,NA,"[['Page 24:\n[¬s]""Treatment schools ranged in size from 207 to over 670  with between 3 and 21% FSM-eligible pupils. Comparison schools ranged in size from 320 to over 620  with between 7 and 18% FSM-eligible pupils[¬e]""']]",NA,NA,NA,NA
37133964,Peer Tutoring,NA,NA,NA,"[['Page 68:\n[¬s]"" Socioeconomic status  as indicated by those students qualifying for free or reduced price lunches  represented 28.5% o f the student population. [¬e]""']]",NA,NA,NA,NA
37093596,Peer Tutoring,NA,NA,NA,NA,NA,"[['Page 6:\n[¬s]""five schools in a southeastern suburban area representing low to upper-middle socioec\xad onomic levels.[¬e]""']]",NA,NA
38878122,Small Group Tuition,NA,NA,NA,NA,NA,NA,NA,NA
37093365,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
40117298,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133968,Peer Tutoring,40.5%,NA,NA,"[['Page 71:\n[¬s]""40.5%[¬e]""']]",NA,NA,NA,NA
37092727,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40117168,Feedback,NA,NA,See table 3  p.52,NA,NA,NA,NA,NA
38296682,Feedback,NA,NA,Intervention 29% eligible for FSM Control 30% eligible for FSM,"[['Page 21:\n[¬s]""Eligible for FSM""\n""29%""\n""30%[¬e]""']]",NA,NA,NA,NA
37116236,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
40117229,NA,NA,"[['Page 8:\n[¬s]""The percen t ag es of children who quali fi e d for the free and reduce d school lun ch program at each site were 98  78  and 66.[¬e]""']]",NA,NA,NA,NA,NA,NA
37093602,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37116233,Peer Tutoring,NA,"[['Page 12:\n[¬s]""Free or reduced lunch eligible 0.62 0.49[¬e]""']]",NA,NA,NA,NA,NA,NA
37133971,Peer Tutoring,NA,NA,NA,NA,Percentage is of the whole school. The percentage of children eligible for free and reduced lunch is not given for the specific sample in this study. ,"[['Page 82:\n[¬s]""Within the school ""\n"" 80% o f the students are eligible for free and reduced lunch.[¬e]""']]",NA,NA
37093603,Peer Tutoring,Highlighted material is in order of the 2 studies.,"[['Page 12:\n[¬s]"" from 1 to 31 per\xad cent (M = 18.3%) disadvantaged students[¬e]""'  'Page 9:\n[¬s]"" from 0 to 8 percent disadvantaged students (i.e.  those receiving free or reduced- price lunch) who were eligible for Chapter I or other remedial services (M = 3.3%)[¬e]""']]",0 - 8%,"[['Page 9:\n[¬s]"" from 0 to 8 percent disadvantaged students (i.e.  those receiving free or reduced- price lunch) who were eligible for Chapter I or other remedial services[¬e]""']]",NA,NA,NA,NA
38296685,Small Group Tuition,NA,NA,NA,"[['Page 20:\n[¬s]""Table 9: FSM eligibility[¬e]""']]",NA,NA,NA,NA
37671586,Teaching assistants,NA,NA,Intervention - 28%  Control - 28%,"[['Page 18:\n[¬s]""28""\n""28[¬e]""']]",NA,NA,NA,NA
37093606,Peer Tutoring,It only states that participants were from mixed socio-economic backgrounds.,"[['Page 13:\n[¬s]""They were from a wide range of socio-economic backgrounds.[¬e]""']]",NA,NA,NA,NA,NA,NA
37671517,Teaching assistants,NA,NA,NA,NA,NA,NA,NA,NA
37092790,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37093367,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37061134,Feedback,NA,NA,NA,NA,The school situates at the working class area of a large city,NA,NA,NA
40294957,Feedback,NA,NA,NA,NA,NA,"[['Page 2:\n[¬s]"" junior school in a working class area [¬e]""']]",NA,NA
37093607,Peer Tutoring,NA,NA,NA,NA,NA,NA,Details relating to the intervention group not given but details about the school in general available.,"[['Page 3:\n[¬s]""estern U.S. city  is a K-6 (ages 5 through 12) school with 1 100 children from diverse backgrounds. Of the student population  56% are students of color and 49% receive subsidized lunch. Webster is a magnet school in a low-income neighborhood but attracts many middl[¬e]""']]"
37133974,Peer Tutoring,NA,NA,NA,"[['Page 42:\n[¬s]"" A total of 70% of the children in School 1 (experimental school) and 75% of the children in School 2 (comparison school) were on free and reduced lunch.[¬e]""']]",NA,NA,NA,NA
45336793,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336794,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294958,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37133976,Peer Tutoring,No percentage given but it states that all the participants in the program were from economically depirved homes (see code),NA,NA,NA,NA,NA,NA,NA
37061135,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37092791,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37092612,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
43090197,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
43090198,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133980,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37133982,Peer Tutoring,Not reported,NA,NA,NA,NA,NA,NA,NA
37116207,Peer Tutoring,NA,"[['Page 2:\n[¬s]""average socio- economic status[¬e]""']]",NA,NA,NA,NA,NA,NA
38296692,NA,NA,NA,Intervention 40% - 8  Control  64.3% - 9,NA,NA,NA,NA,NA
38296693,Small Group Tuition,NA,NA,NA,NA,Eligible for FSM (As analysed):   Intervention: 328 pupils (32.7%) Control: 295 pupils (30.2%) Overall: 623 pupils (31.4%) From Table 3  pg21.  Small group: 74 pupils (35.2%)  Whole group: 171 pupils (40.6%)  From Table 5  pg23.,NA,NA,NA
38296689,Small Group Tuition,NA,NA,FSM: Intervention: 272/567 = 48% Control: 304/634% = 48%  Overall: 576/1201 = 48%,NA,NA,NA,NA,NA
38878260,Small Group Tuition,NA,NA,NA,"[['Page 12:\n[¬s]""About 45 percent of the students qualified for free or reduced-price lunches[¬e]""'  'Page 16:\n[¬s]""Eligible for Free or Reduced Price Lunch (%)""\n""45[¬e]""']]",NA,NA,NA,NA
38878273,Small Group Tuition,NA,NA,NA,"[['Page 5:\n[¬s]""35% were receiving free or reduced price lunch.[¬e]""']]",NA,NA,NA,NA
40398947,Small Group Tuition,NA,NA,NA,"[['Page 39:\n[¬s]""1 734 (46.0)[¬e]""']]",NA,NA,NA,NA
37093368,Peer Tutoring,SE cross-section of the county,"[['Page 52:\n[¬s]""(2) schools representing a reasonable socio-economical cross section of Leon county.[¬e]""']]",NA,NA,NA,NA,NA,NA
40117231,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092613,Feedback,NA,NA,NA,NA,NA,"[['Page 51:\n[¬s]"" While there is some variation in socio\xad economic status levels ""\n""percentage of students in these special categories are small. (See Appendix C for a complete table of school characteristics.)[¬e]""']]",NA,NA
39253235,NA,NA,NA,NA,NA,NA,"[['Page 4:\n[¬s]""The bulk of the money will directly benefit Negro children and their families. Negroes constitute at least 63 per cent of the city\'s public school population. And a larger proportion of Negroes than whites fall into the low -income or underprivileged categories which the federal money primarily is intended to help.[¬e]""']]",NA,NA
37133983,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37116208,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
40117363,NA,NA,NA,See also Table I.I on p.33 for detailed breakdown,"[['Page 16:\n[¬s]"" Sixty-s ix percent of host schools were considered high-poverty (at least half their students were eligible for free or reduced-price lunches).[¬e]""']]",NA,NA,NA,NA
39253306,Summer schools,NA,NA,82% (Table 3.1),NA,NA,NA,NA,NA
40117360,NA,NA,NA,This is the extent of the information provided.,"[['Page 3:\n[¬s]"" Forty-five percent of students in the four schools were eli\xad gible for free or reduced lunch  and we estimate this rate was higher in the group of students we served.[¬e]""']]",NA,NA,NA,NA
37671592,Teaching assistants,NA,NA,NA,NA,Proportion of students eligible for FSM is provided for the schools used in the study  overall  however the proportion of the sample used in this study specifically is not provided. ,"[['Page 3:\n[¬s]""Al- though student-level socioeconomic status data are not available  the pro- portion of students eligible for free or reduced-fee lunch in the study sites averaged 59%.[¬e]""']]",NA,NA
37671636,Teaching assistants,NA,NA,NA,NA,NA,NA,NA,NA
37671638,NA,NA,NA,NA,NA,NA,NA,13 urban  public schools  intervention from ethnic minorities 68.3%  control from ethnic minorities 71.3%,"[['Page 4:\n[¬s]""Minority 56 68.3 57 71.3[¬e]""']]"
40294961,Small Group Tuition,NA,NA,NA,"[['Page 5:\n[¬s]"" Participating schools had student popula- tions averaging""\n"" 50% free-reduced lunc[¬e]""']]",NA,NA,NA,NA
37671637,Teaching assistants,NA,NA,NA,"[['Page 5:\n[¬s]""50%[¬e]""']]",NA,NA,NA,NA
43090199,NA,NA,NA,90% (Table 1),NA,NA,NA,NA,NA
37671588,Teaching assistants,NA,NA,NA,NA,Different treatment schools were matched based on the academic and demographic risk (minorities  EAL  FSM  additional risk) ,"[['Page 10:\n[¬s]""As such  treatment implementer type was determined by matching schools based on schools\x92 indicators of aca- demic risk (percentages of students who had failed the state reading subtest) and demographic risk (i.e.  percentages of minorities  English language learners  and students eligible for free or reduced lunch; risk information reported on the state Web site for the prior academic year).[¬e]""']]",NA,NA
37671589,NA,NA,NA,NA,NA,LM treatment 100% students coming from ethnic minorities 92% FSM or reduced cost for school lunch 97% of students bilingual  non-LM treatment 72% students coming from ethnic minorities 72% FSM or reduced cost for school lunch 0% of students bilingual  LM control 100% students coming from ethnic minorities 93% FSM or reduced cost for school lunch 93% of students bilingual  non-LM control 63% students coming from ethnic minorities 63% FSM or reduced cost for school lunch 0% of students bilingual,"[['Page 4:\n[¬s]"" These schools had student enrollments averaging 85% minority  75% free or reduced lunch  33% bilingual  and 18% special education during the intervention year.[¬e]""']]",NA,NA
37671614,Teaching assistants,NA,NA,NA,NA,NA,NA,NA,NA
37133984,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37116237,Peer Tutoring,Not specified,NA,NA,NA,NA,NA,NA,NA
37093609,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
40294962,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40117232,Extending school time,NA,NA,85% (calculated from table 2.2),NA,NA,NA,NA,NA
37092614,Feedback,NA,NA,NA,"[['Page 79:\n[¬s]""percentage o f students on free and reduced lunch was 14.2%[¬e]""']]",NA,NA,NA,NA
37092599,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092600,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40117182,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090202,NA,NA,NA,NA,NA,Schools had above 40% participation in federal free and reduced-lunch program   FSM-% ranged between schools from 59% to 94% (Table 1)  ,NA,NA,NA
39253308,Summer schools,NA,NA,whole sample: 27% (intervention + control)  2002: 23% (10/44) qualified for FSM  2003: 30% (14/46) qualified for FSM ,NA,NA,NA,NA,NA
39253238,NA,NA,NA,NA,NA,NA,"[['Page 8:\n[¬s]""Students in both treatment groups came from middle to low socioeconomic families as officially described by the school district.[¬e]""']]",NA,NA
37671616,Teaching assistants,NA,NA,NA,NA,NA,"[['Page 2:\n[¬s]""Based on the number of federally subsidized school lunches  the socioeconomic status (SES) of the student population was classified by the district as low to middle income. [¬e]""']]",NA,NA
37092796,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37133987,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37093610,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296697,Feedback,NA,NA,Intervention 54.6% Ever FSM  Control 53.7% Ever FSM,"[['Page 29:\n[¬s]""% Ever FSM""\n"" 54.6%""\n"" 53.7%[¬e]""']]",NA,"[['Page 5:\n[¬s]"" primary schools with higher than average proportions of children ever eligible for free school meals. [¬e]""']]",NA,NA
37092615,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
39253240,Summer schools,NA,NA,NA,NA,NA,"[['Page 11:\n[¬s]""The population was limited to fourth grade stu\xad dents in Title I remedial reading classes[¬e]""']]",NA,NA
39253241,Summer schools,NA,NA,NA,NA,Participants are classified according to fathers' occupation on Table V   No children of unskilled manual workers participated in the project. 16% of the children in the treatment group (20% in the control) fell to the category II: Semi-skilled occupations. The biggest portion of participants fell into the category V  Professional occupations (35% of children in experiment  39% in control group).   ,NA,NA,NA
37092601,Feedback,NA,NA,12%,"[['Page 77:\n[¬s]"" 4% of the students were eligible to receive a free lunch while 8% of the students qualified for a reduced price lunch[¬e]""']]",NA,NA,NA,NA
37092602,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40294963,Feedback,NA,NA,NA,NA,NA,"[['Page 36:\n[¬s]"" The town has few[¬e]""'  'Page 37:\n[¬s]""inhabitants in lower classes.[¬e]""']]",NA,NA
39253243,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117171,Feedback,NA,NA,74% (based on Tables 1 & 2),NA,NA,NA,NA,NA
37671591,Teaching assistants,NA,NA,"Page 289  ""...overall the two groups were about equal  only in the rural schools were they close with 60 percent non-free lunch and 40 percent free lunch."" ",NA,Page 289  Percentage of FSM students Kindergarten: 48% (2787 vs. 2981) Grade 1: 50% (3145 vs. 3087) Grade 2: 49% (2869 vs. 2956) Grade 3: 49% (2841 vs. 2984) ,NA,NA,NA
37092800,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37116218,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37133992,Peer Tutoring,Not mentioned,NA,NA,NA,NA,NA,NA,NA
37092616,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37092603,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
39253343,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117237,NA,NA,NA,2002-2003 = 75.5%  2003-2004 = 81.8%  Overall for the 2 years = 79% FSM,"[['Page 70:\n[¬s]""Table 28[¬e]""']]",NA,NA,NA,NA
40117361,NA,NA,NA,This was difficult to gauge as there were different criteria for the 2 groups (See highlighted material for a full description for EAP & SES. All information provided is highlighted and displayed in Table 2.  ,"[['Page 5:\n[¬s]""Participants for the SES and EAP program are all students who attended the SES or EAP program at least one session  respectively. Participants in both programs are all students who attended the SES and EAP program at least one session each. Students eligible for the SES are low-income students (deﬁned by free-and-reduced lunch status) attending a school in the second year of corrective action through NCLB. Eligibility for EAP is deﬁned as any student attending a district school providing EAP services. To be eligible to participate in both programs  the student has to be a low- income student attending a school in the second year of corrective action through and attending a school offering EAP services. Because virtually all district students are eligible for the EAP program  the students who are counted as eligible for both programs are the same students who are considered eligible for SES.[¬e]""']]",NA,NA,NA,NA
37092801,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
39253395,Summer schools,NA,NA,NA,"[['Page 9:\n[¬s]"" 41% of the sample (n ¼ 593) received a free or reduced priced lunch  and 27% (n ¼ 395) received Title I services[¬e]""']]",NA,NA,NA,NA
39253396,Summer schools,NA,NA,NA,"[['Page 3:\n[¬s]""free-lunch recipients (63%;[¬e]""']]",NA,NA,NA,NA
