id,pub_author,pub_year,pub_type_raw,strand_raw,toolkit_version,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,pt_tut_desc,pt_tut_desc_same_age,pt_tut_desc_cross_age,pt_same_age_attainment,pt_cross_age_attainment,pt_tut_from,pt_tut_role,pt_tutee_attain_level,pt_digit_tech,pt_incentive
37133895,Fitz-Gibbon (1990),1990,['Book or book chapter'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2506,0.2719,['Post-test unadjusted (select one from this group)'],TR_PRI Fractions test,With business as usual,['Sample: Average'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2506,0.2719,NA,NA,NA,NA,NA,NA,127,1,2,"['Secondary/High school', 'Primary/elementary school']","['14', '9', '10']",NA,NA,"['UK (Select all that apply)', 'England']",['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Peers']",3,2,30,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From a different school'],['No'],['Mixed'],['No'],['No']
47269801,Friedman (1990) PT,1990,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5694,0.5212,['Pre-post gain'],TE_PRI ITBS & curriculum Reading comp,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,"['Test type: Standardised test ', 'Test type: Researcher developed test']","['Toolkit primary outcome', 'Reading primary outcome']",0.5694,0.5212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,not specified,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11', '12']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],12,5,10,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Low attaining'],['No'],['Yes']
37093553,Fuchs (1995),1995,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6189,0.3245,['Post-test unadjusted (select one from this group)'],REC PALS Maths operations AA,With business as usual,['Sample: Average'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6189,0.3245,NA,NA,NA,NA,NA,NA,120,9,40,['Primary/elementary school'],"['7', '8', '9', '10']",TRUE,57.22,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",23,2,25,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['Yes'],['No']
37093524,Fuchs (1997),1997,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6682,0.3259,['Post-test unadjusted (select one from this group)'],REC Comprehensive Mathematics Test - LA,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6682,0.3259,NA,NA,NA,NA,NA,NA,40,8,40,['Primary/elementary school'],"['7', '9', '10', '8']",NA,NA,['USA'],['Cluster RCT'],"['Paired learning', 'Other (Explain in notes)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",22,2,35,NA,"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['Yes'],['No']
37093549,Fuchs (1997),1997,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7097,0.1884,['Pre-post gain'],REC PALS CRAB Questions correct (all),With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.7097,0.1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,12,40,['Primary/elementary school'],"['7', '8', '9', '10', '11', '12']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",15,3,35,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
37093550,Fuchs (1997),1997,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2377,0.3175,['Post-test unadjusted (select one from this group)'],REC Comprehensive Mathematics Test - Operations Subtest,With business as usual,['Sample: Average'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2377,0.3175,NA,NA,NA,NA,NA,NA,40,NA,40,['Primary/elementary school'],"['7', '8', '9', '10']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers', 'Digital technology']",23,2,35,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['Yes'],['No']
37133902,Fuchs (1998),1998,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.3547,0.1762,['Post-test adjusted for baseline attainment AND clustering'],REC Mathematics Achievement- Peer Tutoring,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.3547,0.1762,NA,NA,NA,NA,NA,NA,131,NA,6,['Primary/elementary school'],"['9', '10']",FALSE,40.5,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",22,2,35,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['Yes'],['No']
37093551,Fuchs (1999),1999,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0461,0.2444,['Post-test adjusted for baseline attainment'],REC PALS Reading Comprehension-Peer Tutoring,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.0461,0.2444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,24,['Primary/elementary school'],"['7', '8', '9', '10']",TRUE,66.6,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",21,2,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['Yes'],['No']
37093618,Fuchs (1999),1999,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4772,0.201,['Pre-post gain'],REC PALS  Reading Comprehension-Peer Tutoring,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4772,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,10,18,['Other educational setting (please specify)'],['No information provided'],NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",16,0.5,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
37093523,Fuchs (2001),2001,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.418,0.1589,['Pre-post gain'],REC Mathematics-Peer Tutoring,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.418,0.1589,NA,NA,NA,NA,NA,NA,168,5,20,['Primary/elementary school'],"['5', '6']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Peers', 'Class teachers']",15,2,20,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['Yes']
37116212,Fuchs (2002),2002,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2956,0.1116,['Pre-post gain'],REC PALS Mathematics Achievement PALS Aligned-Peer Tutoring,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2956,0.1116,NA,NA,NA,NA,NA,NA,327,NA,20,['Primary/elementary school'],"['5', '6']",TRUE,61,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],16,3,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
37133906,Gardner (1973),1973,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.594,0.2096,['Post-test unadjusted (select one from this group)'],T&T-combined reading - PT,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.594,0.2096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,1,4,['Primary/elementary school'],"['6', '7', '8', '9']",NA,NA,['USA'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],"['During regular school hours ', 'Before/after school']","['Research staff', 'Teaching assistants', 'Peers']",11,4,40,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Low attaining'],['No'],['No']
37093477,Ginsburg-Block (1997),1997,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6767,0.3261,['Post-test adjusted for baseline attainment'],REC Mathematics Computation-Peer Tutoring,With active control,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6767,0.3261,NA,NA,NA,NA,NA,NA,40,1,8,['Primary/elementary school'],"['9', '10', '11', '12']",TRUE,100,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Teaching assistants', 'Other school staff']",10,2,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Low attaining'],['No'],['Yes']
37093478,Ginsburg-Block (1998),1998,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6138,0.2009,['Post-test unadjusted (select one from this group)'],REC Mathematics computation- Peer Tutoring,With active control,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6138,0.2009,NA,NA,NA,NA,NA,NA,104,1,2,['Primary/elementary school'],"['8', '9', '10', '11', '12']",TRUE,100,['USA'],['Multisite RCT'],"['Student alone (self-administered)', 'Paired learning']",['Unclear/ Not specified'],['Yes'],['Yes'],['During regular school hours '],"['Teaching assistants', 'Other school staff', 'Parents/carers']",7,2,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Low attaining'],['No'],['Yes']
37133911,Gmitter (1989),1989,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2855,0.2273,['Post-test adjusted for baseline attainment'],REC Stanford Achievement Test - Mathematics,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2855,0.2273,NA,NA,NA,NA,NA,NA,162,5,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Peers'],12,5,20,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
37093559,Goyen (1994),1994,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.9327,0.524,['Post-test adjusted for baseline attainment'],TR_PRI Reading accuracy scores ANCOVA results (2 treatment v control),With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.9327,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,NA,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['Australia'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Peers']",7,3,25,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Low attaining'],['No'],['No']
37093560,Greenwood (1989),1989,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6069,0.1853,['Post-test adjusted for baseline attainment'],REC Reading NCE,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.6069,0.1853,NA,NA,NA,['Mathematics primary outcome'],0.3778,0.1827,NA,NA,NA,NA,NA,NA,182,9,NA,['Primary/elementary school'],"['5', '6', '7', '8']",NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],140,5,90,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
46844854,Greenwood (1991),1991,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3509,0.1365,['Post-test unadjusted (select one from this group)'],T&T Reading Achievement ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3509,0.1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,['Primary/elementary school'],"['6', '7', '8', '9']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Peers'],140,1,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Low attaining'],['No'],['Yes']
37133917,Gregg (1994),1994,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5051,0.2877,['Post-test unadjusted (select one from this group)'],TR_PRI Reading comprehension posttest comparison,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.5051,0.2877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,2,['Secondary/High school'],"['14', '15', '16', '17', '18']",NA,NA,['USA'],['Individual RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Research staff'],8,3,45,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From a different school'],['No'],['Not mentioned'],['No'],['No']
37133918,Gudbrandsen (2005) PT,2005,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4855,0.312,['Post-test adjusted for baseline attainment'],TR_PRI Maze scores ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4855,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2,3,['Primary/elementary school'],"['10', '11', '12']",TRUE,59,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Peers'],11,2,30,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From a different school'],['No'],['Mixed'],['No'],['No']
37133919,Hannah (2008),2008,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6582,0.2143,['Post-test unadjusted (select one from this group)'],TE_PRI Mathematics Achievement Scores Post-test t-test,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6582,0.2143,NA,NA,NA,NA,NA,NA,92,1,3,['Secondary/High school'],"['13', '14', '15', '16', '17', '18']",NA,NA,['USA'],['Prospective QED'],['One to one'],['Yes (Please specify)'],['No'],['Yes'],['Before/after school'],['Peers'],6,1,60,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Low attaining'],['No'],['No']
37116213,Hardegree (2012),2012,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0228,0.2233,['Post-test unadjusted (select one from this group)'],TE_PRI Integrated algebra post test interim tutees,With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0228,0.2233,NA,NA,NA,NA,NA,NA,80,NA,NA,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],12,1,38,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From a different school'],['No'],['Low attaining'],['No'],['No']
37093480,Heller (1992),1992,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.9424,0.2882,['Post-test unadjusted (select one from this group)'],REC Standardized computation,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.9424,0.2882,NA,NA,NA,NA,NA,NA,80,1,NA,['Primary/elementary school'],"['8', '9', '10', '11', '12', '13']",TRUE,85,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],['Peers'],32,2,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Low attaining'],['No'],['Yes']
37133921,Hilger (2000),2000,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2994,0.2348,['Post-test unadjusted (select one from this group)'],TE_PRI STAR Reading Test,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2994,0.2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2,4,['Primary/elementary school'],"['8', '9', '10']",TRUE,69,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Peers'],12,4,20,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From a different school'],['No'],['Mixed'],['No'],['Yes']
46844858,Hugger (2014),2014,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0286,0.309,['Post-test unadjusted (select one from this group)'],T&T M-COMP,With active control,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0286,0.309,NA,NA,NA,NA,NA,NA,79,1,3,['Primary/elementary school'],"['8', '9']",TRUE,64,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",12,2,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
37133923,Inglis (2002),2002,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5322,0.2465,['Post-test adjusted for baseline attainment'],TR_PRI Word Problems subtest from Canadian Test of Basic Skills (CTBS) ,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5322,0.2465,NA,NA,NA,NA,NA,NA,96,3,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Individual RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],105,2.5,40,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From the same school'],['No'],['Not mentioned'],['No'],['No']
46844859,Ivory (2007),2007,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4663,0.4481,['Post-test unadjusted (select one from this group)'],TE_PRI CRCT mathematics subtest,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4663,0.4481,NA,NA,NA,NA,NA,NA,21,1,NA,['Middle school'],"['12', '13', '14']",NA,NA,['USA'],['Prospective QED'],"['Large group/class teaching (+6)', 'Paired learning']",['No'],['No'],['No'],['During regular school hours '],NA,15,3,60,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Low attaining'],['No'],['No']
37116224,Jackson (2016),2016,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4846,0.4001,['Post-test unadjusted (select one from this group)'],REC Reading Comprehension All-Peer Tutoring,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4846,0.4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,['Middle school'],"['11', '12', '13']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],9,3,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['Yes']
37093509,Jacobson (2001),2001,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4851,0.1692,['Post-test unadjusted (select one from this group)'],TR_PRI Reading Comprehension Tutors- Peer Tutoring,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4851,0.1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2,3,"['Primary/elementary school', 'Middle school']","['8', '9', '12', '13']",TRUE,100,['USA'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Peers', 'Unclear/not specified']",32,NA,NA,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From a different school'],['No'],['Low attaining'],['No'],['No']
40294914,Jenkins (1991) PT,1991,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2185,0.3508,['Post-test adjusted for baseline attainment'],TE_PRI Gates MacGintie reading comprehension NCEs,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2185,0.3508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,12,['Primary/elementary school'],"['6', '7', '8', '9']",FALSE,37.5,['USA'],['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Peers'],28,4,25,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From a different school'],['No'],['Low attaining'],['No'],['No']
