id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,source_raw,source_eef_reports,study_place_info,study_place_ht
38296663,Rose (2017),2017,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Analysed sample, Intervention = 2402, Control = 2564 Total sample = 4966",119,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Research staff'],NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 13:\n[¬s]"" areas of England including Devon, Leicestershire, and Yorkshire[¬e]""']"
38296664,Roy (2018),2018,['Technical report'],['Setting or streaming'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.46,0.477,['Post-test adjusted for baseline attainment AND clustering'],ALL_SCHOOL LEVEL Setting or streaming - Mathematics (PTM13),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.33,0.735,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.46,0.477,NA,NA,NA,NA,NA,NA,2107,13,NA,['Secondary/High school'],"['11', '12', '13']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],72,5,5,['Toolkit: Setting or streaming'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Information about the type of location'],NA
38296665,Roy (2018),2018,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervention original - 18,186 Control original - 13,277  Intervention final analysis - 1351 Control final analysis - 1971",127,NA,['Secondary/High school'],"['11', '12', '13']",NA,NA,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],Not given,Not given,Not given,NA,['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis']",['No information provided'],NA
40398944,Roy (2019),2019,['Technical report'],"['One to one tuition', 'Phonics', 'Teaching assistants']","['Toolkit primary outcome', 'Reading primary outcome']",0.01,0.0867,['Post-test adjusted for baseline attainment AND clustering'],Effect size - HGRT (Table 10),With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.01,0.0867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,152,NA,['Primary/elementary school'],"['8', '9', '10']",TRUE,49.5,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],39,2,15,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 18:\n[¬s]""North East region, Brighton, Barrow-in-Furness, Grimsby, Hull & Immingham, Bournemouth, Plymouth and Southend[¬e]""']"
68655346,Roy (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655347,Roy (2021),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
38296666,Rudd (2017),2017,['Technical report'],['Digital technology'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Randomised Sample = 1214 (Intervention = 578, Control = 636)  Analysed Sample = 1129 (Intervention = 542, Control = 587)",24,NA,['Primary/elementary school'],"['9', '10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],"['During regular school hours ', 'Before/after school']",['Class teachers'],NA,Not given,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 5:\n[¬s]""Shireland[¬e]""']"
68655348,Runge (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
38296668,Rutt (2014),2014,['Technical report'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.21,0.1097,['Post-test adjusted for baseline attainment AND clustering'],Basic Number Screening Test - Catch up TA group,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.21,0.1097,NA,NA,NA,NA,NA,NA,318,54,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11']",NA,NA,"['UK (Select all that apply)', 'England', 'Wales']",['Multisite RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],30,2,15,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 15:\n[¬s]"" schools were predominantly drawn from Wales and the southern half of England[¬e]""']"
38296667,Rutt (2015),2015,['Technical report'],"['Teaching assistants', 'Phonics', 'One to one tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.12,0.0689,['Post-test adjusted for baseline attainment AND clustering'],NGRT - Full Sample,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.12,0.0689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,15,NA,"['Primary/elementary school', 'Secondary/High school']","['10', '11', '12']",FALSE,20.6,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],30,2,15,"['Toolkit: One to one tuition', 'Toolkit: Phonics', 'Toolkit: Teaching assistants']",['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 17:\n[¬s]""The three main regions of England were all represented, with 9 schools in the South (including 1 in London), 2 schools from the Midlands, and 4 from the North.[¬e]""', 'Page 17:\n[¬s]"" The majority of schools were located in urban areas, with 4 located in smaller towns and 1 in a rural area.[¬e]""']"
68655349,Sanders (2021),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655350,Scandone (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis']",NA,NA
68655351,Scandone (2021),2021,NA,['One to one tuition'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Main data extraction', 'Strand specific - in Toolkit']",NA,NA
38296669,See (2015),2015,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Analysed Sample  Intervention n=659, Control=678",17,NA,['Primary/elementary school'],"['8', '7', '9']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
38296670,See (2018),2018,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Total sample = 5619 (this is the number at analysis),29,NA,['Secondary/High school'],"['15', '16']",NA,NA,"['UK (Select all that apply)', 'England']",['Multisite RCT'],NA,['Yes (Please specify)'],NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 14:\n[¬s]""South East of England (areas in and around Sussex and Buckinghamshire)[¬e]""']"
38296671,See (2018),2018,['Technical report'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.205,0.1176,['Post-test unadjusted (select one from this group)'],General Maths - CEM InCAS Module,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.205,0.1176,NA,NA,NA,NA,NA,NA,305,35,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11']",FALSE,39.35,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['One to one'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Teaching assistants'],10,3,30,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 55:\n[¬s]""The trial schools are located in the South and South West of England, in big cities like London and Bristol and small towns with largely white population (Westbury and Trowbridge[¬e]""', 'Page 63:\n[¬s]"" The schools involved were located in the South and South West of England clustered in four hubs (Bristol, London, Wiltshire and Somerset).[¬e]""', 'Page 55:\n[¬s]"" These schools have proportionately fewer pupils who have English as an additional language compared to the national average. So in this respect the results may not be representative of schools in other parts of England where the demographics are slightly different.[¬e]""']"
38296672,Sheard (2015),2015,['Technical report'],"['Small group tuition', 'Phonics', 'Teaching assistants']","['Toolkit primary outcome', 'Reading primary outcome']",-0.08,0.097,['Post-test adjusted for baseline attainment AND clustering'],NGRT reading comprehension (TAs) ,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.08,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427,45,NA,['Secondary/High school'],"['11', '12']",TRUE,56.0,"['UK (Select all that apply)', 'England']",['Multisite RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",18,1,90,"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 9:\n[¬s]""multiple deprivation across England[¬e]""', 'Page 18:\n[¬s]""redominantly urban academies[¬e]""']"
38296674,Sibieta (2014),2014,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,['Secondary/High school'],"['15', '16']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],NA,NA,"Effort was observed throughout and data were collected every half-term for the financial incentives group, every term for the non-financial incentives group. See Table 3","Effort was observed throughout and data were collected every half-term for the financial incentives group, every term for the non-financial incentives group. See Table 3",NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']","['No information provided', 'Specific to the location or place']",NA
38296673,Sibieta (2016),2016,['Technical report'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.33,0.0969,['Post-test adjusted for baseline attainment AND clustering'],NGRT REACH RI Group,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.33,0.0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,27,NA,['Secondary/High school'],['11'],FALSE,28.0,"['UK (Select all that apply)', 'England']",['Individual RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],20,3,35,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],NA
38296675,Sibieta (2016),2016,['Technical report'],['Oral language interventions'],"['Toolkit primary outcome', 'Other outcome']",0.267,0.099,['Post-test adjusted for baseline attainment AND clustering'],Composite Language Score 30-weeks,With active control,['Sample: All'],Literacy  speaking and listening/oral language,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,34,NA,"['Nursery school/pre-school', 'Primary/elementary school']","['3', '4', '5']",NA,NA,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Research staff'],30,3,20,['Toolkit: Oral language interventions'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 5:\n[¬s]""Yorkshire and the South East were[¬e]""']"
38296677,Siddiqui (2014),2014,['Technical report'],['Feedback'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0361,0.0381,['Pre-post gain'],VERB Reading attainment-Feedback,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0361,0.0381,NA,NA,NA,['Mathematics primary outcome'],0.0365,0.0381,NA,NA,NA,NA,NA,NA,5459 ,15,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11']",FALSE,12.0,"['England', 'UK (Select all that apply)']",['Prospective QED'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,NA,NA,['Toolkit: Feedback'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 5:\n[¬s]"" London Borough of Bexley[¬e]""']"
38296679,Skipp (2015),2015,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 schools, 36 teachers (there were 4258 pupils that were subject to the intervention in total, however, the intervention was in relation to the teachers' experiences of using the technology and understandings about its influence, not on testing the students to gauge the impact). ",NA,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",NA,['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],NA,NA,NA,NA,['EEF reports'],['Main data extraction'],"['Specific to the location or place', 'Information about the type of location']","['Page 9:\n[¬s]""the West Midlands and Greater London[¬e]""', 'Page 10:\n[¬s]"" included schools in urban and rural areas, schools with higher and lower levels of technology experience, and those with more newly qualified teachers and those with more experienced teachers who may be less familiar with the use of technology.[¬e]""']"
38296680,Sloan (2018),2018,['Technical report'],['Social and emotional learning'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.02,0.033,['Post-test adjusted for baseline attainment AND clustering'],Y2 Reading Comprehension (HGRT) - SEL,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.02,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3312 ,83,NA,['Primary/elementary school'],"['6', '7']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,1,45,['Toolkit: Social and emotional learning'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 11:\n[¬s]""State funded infant and primary schools in five local authority areas (Nottingham, Lincolnshire, Dudley, Croydon, and Cheshire) were eligible to participate. [¬e]""', 'Page 21:\n[¬s]""Approximately two thirds of schools in both the control and intervention groups were local authority maintained. The majority, overall, were based in urban settings.[¬e]""']"
38296681,Smith (2018),2018,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Secondary/High school'],['11'],NA,NA,"['UK (Select all that apply)', 'England']",NA,['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA,NA,NA,['EEF reports'],['Main data extraction'],"['Specific to the location or place', 'Information about the type of location']","['Page 25:\n[¬s]""n initial 12 schools were selected for inclusion in this pilot. Three were located in the North East of England, three in the North West, four in the South East, and two in the South West.[¬e]""', 'Page 25:\n[¬s]""All schools are situated in areas classified as ‘urban’ and all have a comprehensive admissions policy.[¬e]""']"
38296682,Speckesser (2018),2018,['Technical report'],['Feedback'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1,0.06,['Post-test adjusted for baseline attainment AND clustering'],VERB FA Attainment 8 GCSE,With business as usual,['Sample: All'],Combined subjects,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25877 ,140,NA,['Secondary/High school'],"['14', '15']",FALSE,29.5,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],76,.25,83,['Toolkit: Feedback'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['No information provided'],NA
38296683,Speight (2016),2016,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,['Primary/elementary school'],['No information provided'],NA,NA,"['UK (Select all that apply)', 'England']",['Prospective QED'],['Other (Explain in notes)'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],['Research staff'],NA,NA,Unclear,NA,['EEF reports'],['Main data extraction'],['Specific to the location or place'],"['Page 12:\n[¬s]""Rochdale area[¬e]""', 'Page 15:\n[¬s]"" Nine of these were in Rochdale and one in a neighbouring area. [¬e]""']"
40398945,Stokes (2018),2018,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pupils = 6,353  Schools = 160 (Figure 2)",169,NA,['Primary/elementary school'],"['6', '7']",NA,NA,['UK (Select all that apply)'],['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],"['During regular school hours ', 'Evenings and/or weekends']",NA,NA,NA,NA,NA,['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis']","['Specific to the location or place', 'Information about the type of location']","['Page 12:\n[¬s]""Schools were recruited to the trial through Maths Hubs, working with the NCETM. Eight hubs were identified to participate in the trial, with each hub aiming to recruit 20 schools. The participating hubs were as follows: \uf0b7 Archimedes (North East, Durham and Tees Valley region) \uf0b7 Central (Birmingham) \uf0b7 GLOW (Gloucestershire, Oxfordshire, Worcestershire) \uf0b7 Kent and Medway \uf0b7 London South East \uf0b7 North West Three \uf0b7 Salop and Herefordshire \uf0b7 Sussex[¬e]""']"
68655352,Stone (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655353,Straw (2020),2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
38296685,Styles (2014),2014,['Technical report'],"['Extending school time', 'Small group tuition', 'Oral language interventions']","['Toolkit primary outcome', 'Reading primary outcome']",-0.14,0.087,['Post-test adjusted for baseline attainment AND clustering'],Y7 Reading (NGRT) - smgrouptuit/extschooltime Chbooks,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.14,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,12,NA,['Secondary/High school'],"['11', '12']",FALSE,27.0,['England'],['Individual RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],['Research staff'],9,1,60,"['Toolkit: Extending school time', 'Toolkit: Small Group Tuition']",['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 17:\n[¬s]""Schools involved in this project were located across the Midlands, for example Birmingham, Solihull and Warwickshire. [¬e]""', 'Page 17:\n[¬s]""Urban 11 Rural 1[¬e]""']"
38296686,Styles (2014),2014,['Technical report'],['Oral language interventions'],"['Toolkit primary outcome', 'Reading primary outcome']",0.06,0.0612,['Post-test unadjusted (select one from this group)'],NGRT Reading,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.06,0.0612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570  ,12,NA,['Secondary/High school'],"['11', '12']",NA,NA,"['UK (Select all that apply)', 'England']",['Individual RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],9,1,60,['Toolkit: Oral language interventions'],['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 10:\n[¬s]""Bolton Local Authority[¬e]""']"
37671586,Styles (2015),2015,['Technical report'],"['Teaching assistants', 'Oral language interventions']","['Toolkit primary outcome', 'Reading primary outcome']",0.2,0.11,['Post-test adjusted for baseline attainment'],NGRT - Reading Score,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,3,NA,['Secondary/High school'],"['11', '12']",FALSE,28.0,"['UK (Select all that apply)', 'England']",['Individual RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",23,2,50,['Toolkit: Oral language interventions'],"['From review:Teaching assistants, Aug 2018', 'EEF reports']","['Main data extraction', 'Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis']",['Specific to the location or place'],"['Page 9:\n[¬s]""West London borough of Ealing[¬e]""']"
38296601,Styles (2016),2016,['Technical report'],['Arts participation'],"['Toolkit primary outcome', 'Reading primary outcome']",0.03,0.08,['Post-test adjusted for baseline attainment'],NGRT - Reading Score,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.03,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,6,NA,['Secondary/High school'],"['11', '12']",NA,NA,"['UK (Select all that apply)', 'England']",['Individual RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Research staff'],10,1,10,['Toolkit: Arts participation '],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 10:\n[¬s]""Year 7 pupils from an area of south-east London local to the developer,[¬e]""', 'Page 16:\n[¬s]""All schools involved were urban secondary schools in south London.[¬e]""']"
68655354,Sutherland (2019),2019,NA,['Mentoring'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655355,Sutherland (2019),2019,NA,['Feedback'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655356,Sutherland (2021),2021,NA,['Feedback'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655357,Taylor (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
