id,pub_author,pub_year,pub_eppi,pub_eppi_CLEAN,abstract,strand_raw,FB_Update_2020,strand_CLEAN,sample_analysed_ht,sample_analysed_info,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_info_info,fsm_info_ht,fsm_na,fsm_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
37092595,Rosenthal (2006),2006,Dissertation,,"A considerable amount of attention has focused on reading and mathematics difficulties of elementary-aged students. Significantly less attention has focused on the written expression problems of elementary-aged students, which is problematic given that approximately 6% of the school-aged population may have a disorder in written expression (Luttinger & Gertner, 2001). In an attempt to address this problem, the present study examined the effectiveness of a performance feedback intervention in improving the writing fluency skills of a group of elementary-aged students. In addition, this study attempted to examine whether varying the frequency of feedback affected the amount of improvement observed in students' writing fluency skills. A total of 42 students in three third-grade classrooms participated in the study. Each classroom was randomly assigned to one of three conditions  (a) no feedback  (b) performance feedback intervention once per week  or (c) performance feedback intervention three times per week. Growth in students' writing fluency (i.e., total words written, number of sentences, number of letter sequences) as well as spelling was assessed using a time series design. In addition, a prepost cohort design was utilized to assess changes in students' writing achievement on standardized measures. The results of this study indicated statistically significant differences in students' writing fluency growth (i.e., total number of words written) between the three conditions, with students assigned to the performance feedback intervention three times a week demonstrating more growth than the no feedback condition. No significant differences were detected on students' growth of the remaining writing fluency outcomes (i.e., number of sentences, number of letter sequences) or students' writing achievement on the standardized measures. Implications and future research directions were discussed.",['Feedback'],NA,,"['Page 37:\n[¬s]"" a total of 42 students constituted the final sample (control group = 10 students, single feedback group = 18 students, multiple feedback group = 14 students).[¬e]""']",Group 1 (control)  10 Group 3 (multiple feedback)  14  Overall 24 students.,,['Mixed gender'],NA,"Female  Group 1 (Control)  40% Group 3 (multiple feedback)  53% Overall (in group 1 & 3)  48%   Table 2, pg96.",,"FSM information for whole school is provided, but not specific sample. ","['Page 38:\n[¬s]""Approximately 37% of the student population in the school was eligible for free or reduced lunch.[¬e]""']",NA,NA,NA,,"['Page 112:\n[¬s]""Received multiple feedback condition (n = 15)[¬e]""']",15,,"['Page 112:\n[¬s]""Received control condition (n = 12)[¬e]""']",12,,"['Page 112:\n[¬s]""Received single feedback condition (n = 18)[¬e]""']",18,,NA,NA,,"['Page 37:\n[¬s]""multiple feedback group = 14 students[¬e]""']",10,,NA,10,,NA,NA,,NA,NA,,['Yes'],NA,NA,,"['Page 112:\n[¬s]""Received allocated intervention (n = 33)""\n""Analyzed (n = 32)[¬e]""']",3,,"['Page 112:\n[¬s]""Received allocated intervention (n = 33)""\n""Received allocated control (n = 12)""\n""Analyzed (n = 32)""\n""Analyzed (n = 10)[¬e]""']",7,
40294951,Roussey (1992) FB,1992,"Journal, Article",,"Novice writers have little control over the text composition process. Being unable to depart from focusing on their representation of the text, they cannot see the potential improvements that might be made to the overall text organization. Based on Vygotsky’s theory, two approaches might be applied to promote the development of the internal dialogue subjects could use to better control their writing  1) co-action with another writer  2) interaction with a computer, which prompts and informs. Four experimental situations were set up, resulting from the combination of two factors  the individual or dyadic working mode, and (in case of error) the production (or absence) of a response by the tutorial software concerning text structure. Children age 8 to 9 completed 6 texts (story, argumentation, and description). The expert children working individually benefited the most from the computer prompts. Contrary to usual observations, the dyads did not perform better and exchanged little information about the reasons behind their selection of a given solution. Their dialogue included very few arguments about the structural aspects of the text.","['Feedback', 'Collaborative learning']",NA,,NA,72,,['No information provided'],NA,NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,
37092719,Rust (1977),1977,"Journal, Article",,"The effects of immediate knowledge of results, goal setting instructions, and subjects’ sex upon answering multiple choice questions were evaluated in a group of seventh grade students. None of the main effects and none of the interactions reached significance. To further evaluate the lack of significance the actual functionality of the variables was investigated. Control subjects were asked to judge how sure they were of their answers to the test questions, and whether they had adopted the goals. The results indicated that the subjects had intrinsic knowledge of results and failed to adopt specific goals. The findings demonstrate the importance of controlling for these variables in studies of knowledge of results on academic tests.",['Feedback'],NA,,"['Page 2:\n[¬s]"" After pupil attritions the subject population was randomly reduced to 264 to pro\xad vide equal (N - 33) cell frequencies.[¬e]""']",Group 2 (IKR + 'Try your best')  66 children Group 4 (No IKR + 'Try your best')  66 children   Overall  132 children analysed.,,['Mixed gender'],"['Page 2:\n[¬s]""An equal number of each sex were given IKR and no-IKR.""\n""After pupil attritions the subject population was randomly reduced to 264 to pro\xad vide equal (N - 33) cell frequencies.[¬e]""']",50% were female 66 children were female (33 in Group 2 and 33 in Group 4).,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,NA,132,,NA,132,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 2:\n[¬s]""Subjects were the entire seventh grade class of 304 pupils ""\n"" After pupil attritions the subject population was randomly reduced to 264 to pro\xad vide equal (N - 33) cell frequencies. [¬e]""']",NA,,NA,Not reported,,"['Page 2:\n[¬s]""subject population was randomly reduced to 264[¬e]""']",13.16%,
41661278,Sarkis (2004),2004,Report,,"Carnegie Learning’s Cognitive Tutor Algebra I Program is a computer-enhanced, interactive learning course that is designed to teach students both in the classroom and in personalized computer sessions. The design of the program includes students spending three days per week in a classroom setting, and two days per week in a computer lab interacting with the course software. The Carnegie software is designed to offer individualized assistance to students, allowing them to progress at their own pace. Students using the software receive immediate feedback, providing real-time tutoring. The software is designed to understand methods that a student may use to solve a problem, and provides individualized levels of help. The software paces the curriculum based on each student’s comprehension and ability. Student progress is displayed on their computer screen during the lab. Teachers can generate detailed reports of student progress. The class sessions are designed around collaborative student activities and projects. By design, teachers are encouraged to focus their direct instruction to students who need additional help. Course materials include student and teacher editions of textbooks and computer software. This evaluation of the 2002-2003 Cognitive Tutor Algebra I Program was designed to explore relationships between Algebra I Cognitive Tutor and student’s resulting FCAT and final grade performance, as well as administrators’ and teachers’ opinions about the program.","['Individualised instruction', 'Feedback']",NA,,"['Page 6:\n[¬s]""4649[¬e]""']",4649,,['Mixed gender'],"['Page 6:\n[¬s]""Figure 2. Gender[¬e]""']",NA,,8%,"['Page 7:\n[¬s]""Figure 3. Free or Reduced Lunch[¬e]""']",NA,NA,NA,,"['Page 6:\n[¬s]""1830 students completing Cognitive Tutor (the Program\nSample)[¬e]""']",1830,,"['Page 6:\n[¬s]""2819 students who completed conventional Algebra I\n(the Comparison Sample),[¬e]""']",2819,,NA,NA,,NA,NA,,NA,1830,,NA,2819,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
47516142,Schaffer (1986),1986,"Journal, Article",,"Studies the effects of varying levels of interactivity on the learning rate of 98 high school students using four increasingly interactive versions of computer-based interactive video instruction. Students are grouped by ability levels and results are compared for recall rate, instructional time, and acquisition rate. Twenty-two references are listed. ",NA,['Feedback'],,"['Page 2:\n[¬s]""98[¬e]""']",NA,,['Mixed gender'],NA,NA,,NA,NA,NA,"['Page 2:\n[¬s]""upper-middle\nclass high school[¬e]""']",NA,,NA,video plus questions inferred 98 / 4 conditions = 24,,NA,24,,NA,NA,,NA,NA,,NA,24,,NA,24,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092597,Schunk (1993),1993,"Journal, Article",,This study investigated the influence of goal setting and progress feedback on self‐efficacy and writing achievement. Children received writing strategy instruction over sessions and were given a goal of learning to use the strategy of writing paragraphs. Half of the strategy goal children periodically received feedback on their progress in strategy learning. The strategy goal with progress feedback exerted the greatest impact on achievement outcomes to include transfer. The strategy goal without progress feedback provided some benefits compared with the paragraph goal. Future research suggestions and implications for classroom practice are discussed. ,['Feedback'],NA,,"['Page 3:\n[¬s]""Participants were 33 fourth graders from two classes in one elementary school.[¬e]""']",22  There are 33 in total but I am not including Group 1 therefore there are 22 students (11 in each group).  Difficult to highlight - number in each group detailed in Note section of Figure 1 on page 228.,,['Mixed gender'],"['Page 3:\n[¬s]"" 19 girls and 14 boys[¬e]""']","Highlighted is the total numbers (out of the 33 total) by gender (58% female), but it does not state a breakdown by group, only that children were randomply assigned by gender and classroom. We can assume both groups 2 and 3 were mixed but not the numbers of male and female in each.",,NA,NA,NA,"['Page 3:\n[¬s]""Although different socioeconomic back- grounds were represented, children pre- dominantly were middle class. Ethnic composition was 23 White, 6 B[¬e]""']",NA,,NA,11,,NA,11,,NA,NA,,NA,NA,,NA,11,,NA,11,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092598,Schunk (1993) 1_1,1993,"Journal, Article",,"Two experiments investigated how goal setting and progress feedback affect self-efficacy and writing achievement. Children received writing strategy instruction and were given a process goal of learning the strategy, a product goal of writing paragraphs, or a general goal of working productively. Half of the process goal children periodically received feedback on their progress in learning the strategy. In Experiment 2 we also explored transfer (maintenance and generalization) of achievement outcomes. The process goal with progress feedback treatment had the greatest impact on achievement outcomes to include maintenance and generalization  the process goal without feedback condition resulted in some benefits compared with the product and general goal conditions. Self-efficacy was highly predictive of writing skill and strategy use. Suggestions for future research and implications for classroom practice are discussed.",['Feedback'],NA,,"['Page 5:\n[¬s]"" (_N * 40, 20 boys, 20 girls)[¬e]""']","This is in relation to the total number involved in the study. The study comprises of 3 groups (Group 1 = Process Goal, Group 2 = Product Goal, Group 3 = General Goal) with a fourth group created as Group 1 was split into 2 conditions (Group 4 = Process + Feeback). I am looking at Group 1 & Group 4 therefore it is not possible to state exactly how many students were involved in these groups.",,['Mixed gender'],"['Page 5:\n[¬s]""_N * 40, 20 boys, 20 girls[¬e]""']","50% female overall. This is in relation to the total number involved in the study. The study comprises of 3 groups (Group 1 = Process Goal, Group 2 = Product Goal, Group 3 = General Goal) with a fourth group created as Group 1 was split into 2 conditions (Group 4 = Process + Feeback). I am looking at Group 1 & Group 4 therefore it is not possible to state exactly how many students were involved in these groups.",,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 6:\n[¬s]""Children were assigned randomly within gender and classroom to one of four experimental conditions (ji » 15 per condition):[¬e]""']",15,,"['Page 6:\n[¬s]""Children were assigned randomly within gender and classroom to one of four experimental conditions (ji » 15 per condition)[¬e]""']",15,,NA,15,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,No attrition,
43090192,Schunk (1993) 1_2,1993,"Journal, Article",,"Two experiments investigated how goal setting and progress feedback affect self-efficacy and writing achievement. Children received writing strategy instruction and were given a process goal of learning the strategy, a product goal of writing paragraphs, or a general goal of working productively. Half of the process goal children periodically received feedback on their progress in learning the strategy. In Experiment 2 we also explored transfer (maintenance and generalization) of achievement outcomes. The process goal with progress feedback treatment had the greatest impact on achievement outcomes to include maintenance and generalization  the process goal without feedback condition resulted in some benefits compared with the product and general goal conditions. Self-efficacy was highly predictive of writing skill and strategy use. Suggestions for future research and implications for classroom practice are discussed.",['Feedback'],NA,,NA,intervention  10 (process goal + progress feedback) control  10  secondary control  10 (process goal),,['Mixed gender'],"['Page 1:\n[¬s]"" for 20 male and 20 female[¬e]""']",50% -50%,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,NA,15,,NA,15,,NA,15,,NA,NA,,NA,15,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
38296677,Siddiqui (2014),2014,Report,,"This pilot project focused on improving teachers’ understanding and use of effective feedback. Participating teachers tried to incorporate feedback into their lessons to help pupils understand their learning goals and become able to develop strategies to reach them. The project employed a cyclical action research design, through which teachers reviewed academic literature on effective feedback before developing ways to apply it in the classroom. The project took place over one school year and involved nine treatment and five comparator schools in the London Borough of Bexley. All pupils in Years 2-6 took part in the study. Existing international research suggests that improving the quality of feedback in the classroom has the potential to improve learning significantly. However, studies also highlight the difficulties in improving feedback in practice, and there are few clear examples of how to improve feedback in English schools. This project sought to develop a way of improving feedback led by schools. The pilot evaluation had three aims. First, to assess the feasibility and promise of an approach to improving feedback which required schools to review, understand and apply research findings, including academic papers. Second, to provide formative recommendations that could be used to improve the approach in the future. Third, to provide an initial quantitative assessment of the approach’s impact on academic attainment that could be used to inform any future trial. The approach is feasible and there are some indications of promise. All nine schools completed the action research programme and at the end of the year many staff were receptive and enthusiastic about the approach. A number of good lessons with clear use of feedback strategies were observed. However, in common with existing studies on feedback, there was wide variation in the way that strategies to improve feedback were used. The estimated impact findings showed no difference between the intervention schools and the other primary schools in Bexley in terms of annual progress towards Level 4 at Key Stage 2 or in terms of value-added progress scores. However, due to the non-random nature of the comparison and the small number of schools involved it is difficult to draw conclusions with this. The results should not be confused with those of a full trial. Pupils eligible for free school meals made more progress in participating schools than in comparison schools. However, these findings are based on much smaller numbers and so even greater caution is required.",['Feedback'],NA,,"['Page 24:\n[¬s]""Treatment schools ranged in size from 207 to over 670, with between 3 and 21% FSM-eligible pupils. Comparison schools ranged in size from 320 to over 620, with between 7 and 18% FSM-eligible pupils [¬e]""']",9 schools in intervention 5 schools comparators,,['No information provided'],NA,NA,,NA,"['Page 24:\n[¬s]""Treatment schools ranged in size from 207 to over 670, with between 3 and 21% FSM-eligible pupils. Comparison schools ranged in size from 320 to over 620, with between 7 and 18% FSM-eligible pupils[¬e]""']",NA,NA,NA,,"['Page 24:\n[¬s]""No. pupils[¬e]""']",3162,,"['Page 24:\n[¬s]""No. pupils[¬e]""']",2297,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,"['Page 25:\n[¬s]""There were valid scores for 1,677 treatment school pupils, and 1,177 comparisons, with a total for the study of 2,854.[¬e]""']",46.96,,NA,48%,
37092727,Sonnenschein (1986),1986,"Journal, Article",,"Communication can be conceptualized as consisting of substantive knowledge, enabling skills, and procedural rule knowledge. Deficits in any of these components can cause communications to go awry. Much recent research has focused on developmental differences in procedural rule knowledge. This study examined the child’s acquisition of the difference rule (an informative message must distinguish referent from nonreferent). First graders evaluated the performance of a speaker doll and a listener doll engaged in a referential communication game (criticism task). Children received difference rule feedback on their evaluations on each trial. Training transferred to novel speaking, listening, and criticism tasks presented 1 week after training. Discussion focuses on applied and theoretical implications for the development of communication.",['Feedback'],NA,,"['Page 2:\n[¬s]""Twenty first graders (mean age = 6 years, 2 months) f""\n""Chil\xad dren were randomly assigned to groups with the restriction that there be an equal number of boys and girls in each group.[¬e]""']",NA,,['Mixed gender'],"['Page 2:\n[¬s]""Chil\xad dren were randomly assigned to groups with the restriction that there be an equal number of boys and girls in each group.[¬e]""']",NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,NA,10,,NA,10,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
38296682,Speckesser (2018),2018,Report,,"Embedding Formative Assessment (EFA) is a whole-school professional development programme aiming to embed the use of effective formative assessment strategies. Dylan Wiliam and Siobhan Leahy, who are experts in formative assessment, designed the intervention and associated materials. The Schools, Students and Teachers network (SSAT), an independent membership organisation, delivered the project. Schools received detailed resource packs to run monthly workshops known as Teacher Learning Communities (TLCs). Each TLC was expected to last 75–90 minutes. All teaching staff were involved and split into groups comprising 8–14 people. TLC agendas and materials focused on five key formative assessment strategies  ‘clarifying, sharing and understanding learning intentions’  ‘engineering effective classroom discussions and activities’  ‘providing feedback that moves learning forward’  ‘activating learners as instructional resources for one another’  and ‘activating learners as owners of their own learning’. Within each of these high-level concepts, the TLC handouts introduced multiple formative assessment techniques for teachers to consider. In-between workshop sessions, teachers were expected to conduct peer lesson observations and provide feedback to each other. Each school appointed a lead teacher who attended an initial training day and received ongoing implementation support from an SSAT Lead Practitioner. This included a mixture of visits, phone calls, e-mails, and access to an online community. The project was a randomised controlled trial. It was an effectiveness trial, which tested whether the intervention worked under everyday conditions in a large number of schools. One hundred and forty secondary schools participated during the 2015/2016 and 2016/2017 academic years. The primary outcome was Attainment 8 GCSE scores for the 25,393 pupils who were in Year 10 (aged 14–15) at the start of the trial. The process evaluation involved a combination of methods, including interviews, focus groups, surveys of intervention and control schools, and observations of the launch day, some TLCs, and the celebration day.",['Feedback'],NA,,NA,Number of schools Intervention - 70 Contrrol - 70,,['No information provided'],NA,NA,,Intervention 29% eligible for FSM Control 30% eligible for FSM,"['Page 21:\n[¬s]""Eligible for FSM""\n""29%""\n""30%[¬e]""']",NA,NA,NA,,"['Page 19:\n[¬s]""Intervention (N=70, n= 12,600)[¬e]""']",12600,,"['Page 19:\n[¬s]""Control (n=70, n=13,277)[¬e]""']","13,277",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,"['Page 19:\n[¬s]""Analysed (N=70, Attainment 8: n=12,358""\n""Intervention (N=70, n= 12,600)[¬e]""']",2,,"['Page 19:\n[¬s]""Analysed (N=70, Attainment 8: n=12,358,""\n""Intervention (N=70, n= 12,600)""\n""Control (n=70, n=13,277)""\n""Analysed (N=70, Attainment 8: n=13,035)[¬e]""']",2,
46887926,Story (1986),1986,"Journal, Article",,"The effects of teacher comments, type of task, student performance, and gender on the continuing motivation of 424 fifth- and sixth-grade pupils was studied. Results are discussed in terms of the relationship between continuing motivation and student perceptions of their own competence. ",NA,['Feedback'],,"['Page 3:\n[¬s]""424 s[¬e]""']",424,,['Mixed gender'],NA,NA,,NA,NA,NA,"['Page 3:\n[¬s]""middle socioeco-\nnomic areas.[¬e]""']",NA,,NA,inferred  140 as 424/ 3 conditions,,NA,140,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092790,Swanson (1977),1977,Conference Proceedings,,"The effectiveness of a Keller and Bloom mastery learning program for high school science students was examined by comparing remediation strategies of both programs and that of a traditional strategy. The data gathered in the experiment in chemistry were from a pre- and post-achievement test. Cognitive achievement was statistically different (p < .025). Additional analysis revealed the greatest difference was between a Bloom and a traditional strategy. Gain score analyses failed to produce any significant differences. A Chi-square analysis of the number of objectives achieved produced significant values of .004 and .034, respectively, for the Keller and Bloom groups over the traditional group.",['Feedback'],NA,,"['Page 3:\n[¬s]"" Fifty-three\' students enrolled in a high school regents ^ \'chemistry course were"" randomly assigned to three treatment groups (Keeler group, Bloom grbup, and traditional group).[¬e]""']",Note  Only Groups 1 & 3 were considered here.  If split equally we can assume 17.6 students per group and 35.3 students in total across the 2 groups being cnsidered here.  ,,['Mixed gender'],NA,Assumed as no information given.,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 9:\n[¬s]""18[¬e]""']",18,,"['Page 9:\n[¬s]""18[¬e]""']",18,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,No,,NA,No,
37061134,Tait (1973) 1_1,1973,"Journal, Article",,"A computer‐assisted instruction (CAI) system can provide detailed and immediate feedback following every student response. Two such procedures, labelled ‘active’ and ‘passive’ were designed for helping children to multiply two‐ and three‐digit numbers by one‐digit numbers. The active feedback procedure required an overt response to be given to each element in the procedure for computing the answer. The ‘passive’ procedure merely printed a feedback message. Two experiments are described which had treatment conditions of (i) no feedback, (ii) passive, and (iii) active feedback. As well as on‐line performances being recorded in detail by the computer, pre‐and post‐tests were given. Substantial gains on pre‐and post‐tests were recorded for the feedback groups, and a regression analysis showed that greatest effects were with pupils whose initial level of achievement was low. Overall differences between the two feedback groups did not reach significance. Finally, a simple model to account for multiplication performance is proposed.",['Feedback'],NA,,NA,58 children enrolled in a second-year class and a third-year class at a junior school,,['No information provided'],NA,NA,,NA,NA,The school situates at the working class area of a large city,NA,NA,,"['Page 4:\n[¬s]""The experiment was run in six shifts of from eight to 10 children. Approxi\xad mately equal numbers of children from within each shift received each of the three conditions.[¬e]""']",17,,"['Page 4:\n[¬s]""The experiment was run in six shifts of from eight to 10 children. Approxi\xad mately equal numbers of children from within each shift received each of the three conditions.[¬e]""']",17,,"['Page 4:\n[¬s]""The experiment was run in six shifts of from eight to 10 children. Approxi\xad mately equal numbers of children from within each shift received each of the three conditions.[¬e]""']",17,,NA,NA,,"['Page 4:\n[¬s]""The experiment was run in six shifts of from eight to 10 children. Approxi\xad mately equal numbers of children from within each shift received each of the three conditions.[¬e]""']",17,,"['Page 4:\n[¬s]""The experiment was run in six shifts of from eight to 10 children. Approxi\xad mately equal numbers of children from within each shift received each of the three conditions.[¬e]""']",17,,"['Page 4:\n[¬s]""The experiment was run in six shifts of from eight to 10 children. Approxi\xad mately equal numbers of children from within each shift received each of the three conditions.[¬e]""']",17,,NA,NA,,['Unclear (please add notes)'],"['Page 4:\n[¬s]"" t = 2-74, df=49, P<-01[¬e]""']",df=49 implies an attrition rate of 2/52 = 3.8%,,"['Page 4:\n[¬s]""df=49[¬e]""']",3.8%,,"['Page 4:\n[¬s]""df=49,[¬e]""']",3.8%,
40294957,Tait (1973) 1_2,1973,"Journal, Article",,"A computer‐assisted instruction (CAI) system can provide detailed and immediate feedback following every student response. Two such procedures, labelled ‘active’ and ‘passive’ were designed for helping children to multiply two‐ and three‐digit numbers by one‐digit numbers. The active feedback procedure required an overt response to be given to each element in the procedure for computing the answer. The ‘passive’ procedure merely printed a feedback message. Two experiments are described which had treatment conditions of (i) no feedback, (ii) passive, and (iii) active feedback. As well as on‐line performances being recorded in detail by the computer, pre‐and post‐tests were given. Substantial gains on pre‐and post‐tests were recorded for the feedback groups, and a regression analysis showed that greatest effects were with pupils whose initial level of achievement was low. Overall differences between the two feedback groups did not reach significance. Finally, a simple model to account for multiplication performance is proposed.",['Feedback'],NA,,"['Page 3:\n[¬s]""The subjects were 52 of the children who had partici\xad pated in the first experiment. They were re-assigned to no feedback, passive feedback or active feedback conditions [¬e]""']","Total = 34.6 approx., Intervention = 17.3 approx., Control = 17.3 approx. (Specific numbers are not stated. The highlighted material demonstrates that the 52 participants were split across 3 groups, only 2 of which are being observed here.) ",,NA,NA,NA,,NA,NA,NA,"['Page 2:\n[¬s]"" junior school in a working class area [¬e]""']",NA,,"['Page 3:\n[¬s]""The subjects were 52 of the children who had partici\xad pated in the first experiment.[¬e]""']",34,,"['Page 3:\n[¬s]""The subjects were 52 of the children who had partici\xad pated in the first experiment.[¬e]""']",18,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336793,Tenenbaum (1982) FB 1_1,1982,Dissertation,,"The major purpose of the research was to develop a group instruction method which is as effective as a one-to-one tutorial method, and, to determine the extent to which cognitive and affective outcomes of learning are affected by the instructional conditions provided to students. Three different group instructional conditions were used in the studies  (a) enhanced cues, participation, reinforcement, and feedback-corrective procedure, a maximal group instruction, (b) conventional group instruction, a minimal quality which is not equally adaptive to individual needs of most students, and (3) mastery learning, a quality which lies between the two extremes and uses the feedback-corrective procedure. Two studies were conducted in two different content areas and two grade levels. The results of the two studies indicate that the achievement students attain, the attitudes they acquire toward themselves as learners, and toward various aspects of school learning as well as the relations between prior and subsequent achievement are strongly determined by the instructional conditions provided to students. Seventy-four percent of students under maximal group instruction and 57 percent of the students under mastery learning conditions attained the level of final achievement reached only by the top 17 percent of the students under conventional instruction. Under maximal group instruction 69 percent of the students reached the mastery criterion (80 percent) on higher mental processes in comparison to 57 percent in the mastery learning and only 8 percent in the conventional groups. Large differences were also obtained on lower mental processes. The average student in the maximal group instruction was above 96 percent of the students in the conventional groups. In the enhanced CPR plus mastery learning and mastery learning groups the relation between prior and final achievement was very weak (about 8 percent common variance) however, under conventional conditions the relations remained strong (about 60 percent common variance). The effects of the instructional conditions on selected affective outcomes were also evident in the alteration of attitudes over the course of the study. Students under maximal group instruction became on the average, 22 percent more positive toward themselves as learners, the subject matter, teacher and school than were students under conventional instruction. The former were also more internal in taking responsibility for their learning outcomes. The mastery learning group advantage over the conventional group averaged 12 percent at the end of the study.",['Feedback'],NA,,NA,T = 60 Control (ML group) = 30 Treatment (ECPR +ML) = 30,,['No information provided'],NA,NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,NA,29,,NA,30,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336794,Tenenbaum (1982) FB 1_2,1982,Dissertation,,"The major purpose of the research was to develop a group instruction method which is as effective as a one-to-one tutorial method, and, to determine the extent to which cognitive and affective outcomes of learning are affected by the instructional conditions provided to students. Three different group instructional conditions were used in the studies  (a) enhanced cues, participation, reinforcement, and feedback-corrective procedure, a maximal group instruction, (b) conventional group instruction, a minimal quality which is not equally adaptive to individual needs of most students, and (3) mastery learning, a quality which lies between the two extremes and uses the feedback-corrective procedure. Two studies were conducted in two different content areas and two grade levels. The results of the two studies indicate that the achievement students attain, the attitudes they acquire toward themselves as learners, and toward various aspects of school learning as well as the relations between prior and subsequent achievement are strongly determined by the instructional conditions provided to students. Seventy-four percent of students under maximal group instruction and 57 percent of the students under mastery learning conditions attained the level of final achievement reached only by the top 17 percent of the students under conventional instruction. Under maximal group instruction 69 percent of the students reached the mastery criterion (80 percent) on higher mental processes in comparison to 57 percent in the mastery learning and only 8 percent in the conventional groups. Large differences were also obtained on lower mental processes. The average student in the maximal group instruction was above 96 percent of the students in the conventional groups. In the enhanced CPR plus mastery learning and mastery learning groups the relation between prior and final achievement was very weak (about 8 percent common variance) however, under conventional conditions the relations remained strong (about 60 percent common variance). The effects of the instructional conditions on selected affective outcomes were also evident in the alteration of attitudes over the course of the study. Students under maximal group instruction became on the average, 22 percent more positive toward themselves as learners, the subject matter, teacher and school than were students under conventional instruction. The former were also more internal in taking responsibility for their learning outcomes. The mastery learning group advantage over the conventional group averaged 12 percent at the end of the study.",['Feedback'],NA,,NA,T = 60 30 = treatment ECPR + ML) 30 = control (ML only),,['No information provided'],NA,NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,NA,30,,NA,28,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
