id,pub_author,pub_year,strand_raw,strand_info,toolkit_version,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,post_t_mean_ht_t_sd_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
38296671,See (2018),2018,"['Teaching assistants', 'One to one tuition']",NA,NA,['Yes'],"['Page 16:\n[¬s]""While KS1 point scores were available for Years 4, 5 and 6, the KS1 scores for Year 3 pupils were in descriptive categories (a system brought in after the trial was defined). To combine all baseline data points we converted the descriptive measures for the Year 3 cohort to a score equivalent to the National Curriculum levels (Table 3). This was the system used by some of the schools in the trial in making comparisons between the old and new grading system. For example: If level 2b is the expected level for Year 3 pupils, the new grading WTS (working towards expected standard) will be equivalent to level 2c and the new PKF (pre-key stage foundation for the expected standard) will be equivalent to level 1 (achieved level 1) and so on (see table below). These grades were then converted to the point score equivalent for each grade.[¬e]""', 'Page 17:\n[¬s]""Table 3: Mapping of new and old KS1 point scores to levels[¬e]""']",NA,,NA,147,,"['Page 31:\n[¬s]""11.65[¬e]""']",11.65,,"['Page 31:\n[¬s]""2.70[¬e]""']",2.7,,"['Page 31:\n[¬s]""7.71[¬e]""']",7.71,,"['Page 31:\n[¬s]""1.07[¬e]""']",1.07,,"['Page 31:\n[¬s]""0.08[¬e]""']",0.08,,"['Page 31:\n[¬s]""1.19[¬e]""']",1.19,,NA,NA,,NA,144,,"['Page 31:\n[¬s]""11.31[¬e]""']",11.31,,"['Page 31:\n[¬s]""2.62[¬e]""']",2.62,,"['Page 31:\n[¬s]""7.50[¬e]""']",7.5,,"['Page 31:\n[¬s]""0.97[¬e]""']",0.97,,"['Page 31:\n[¬s]""-0.05[¬e]""']",-0.05,,"['Page 31:\n[¬s]""1.00[¬e]""']",1.00,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296672,Sheard (2015),2015,"['Small group tuition', 'Phonics', 'Teaching assistants']",NA,NA,['Yes'],NA,NA,,"['Page 20:\n[¬s]""225[¬e]""']",225,,NA,NA,,NA,NA,,"['Page 20:\n[¬s]""256.39[¬e]""']",256.39,,"['Page 20:\n[¬s]""78.36[¬e]""']",78.36,,NA,NA,,NA,NA,,"['Page 20:\n[¬s]""Table 3. Results for the overall and FSM samples[¬e]""']",post-test means are adjusted,,"['Page 20:\n[¬s]""202[¬e]""']",202,,NA,NA,,NA,NA,,"['Page 20:\n[¬s]""262.59[¬e]""']",262.59,,"['Page 20:\n[¬s]""77.03[¬e]""']",77.03,,NA,NA,,NA,NA,,"['Page 20:\n[¬s]""Table[¬e]""']",post-test means are adjusted,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671585,Sibieta (2016),2016,['Teaching assistants'],NA,NA,['Yes'],"['Page 15:\n[¬s]""Table 2: Descriptive statistics of raw outcome measure components[¬e]""']",CELF expressive voc,,"['Page 24:\n[¬s]""n=114;[¬e]""']",114,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 24:\n[¬s]""(pupil n=115;[¬e]""']",115,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,121,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 33:\n[¬s]""Pupils\x92 language and word-level literacy skills were also tested with a follow-up six months after the end of the main intervention phase.[¬e]""']",NA,
38296673,Sibieta (2016),2016,"['Teaching assistants', 'One to one tuition']",NA,NA,['Yes'],NA,NA,,"['Page 22:\n[¬s]""Analysed\n(school\nn=21; pupil\nn=70)[¬e]""', 'Page 28:\n[¬s]""70[¬e]""']",70,,NA,NA,,NA,NA,,"['Page 28:\n[¬s]""-0.00[¬e]""']",-0.00,,NA,NA,,NA,NA,,NA,NA,,"['Page 28:\n[¬s]""-0.24; 0.23)[¬e]""']",CI -.24 to .23,,"['Page 22:\n[¬s]""Analysed\n(school n=21;\npupil n=63)[¬e]""', 'Page 28:\n[¬s]""63[¬e]""']",63,,NA,NA,,NA,NA,,"['Page 28:\n[¬s]""-0.26[¬e]""']",-.26,,NA,NA,,NA,NA,,NA,NA,,NA,CI -.55 to .02,,"['Page 22:\n[¬s]""Analysed\n(school n=21;\npupil n=69)[¬e]""']",69,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 16:\n[¬s]""Follow-up analysis was conducted using the secondary composite outcomes that were used for the post-test analysis. These tests were conducted about nine months after the end of the interventions.[¬e]""']",NA,
37671586,Styles (2015),2015,"['Teaching assistants', 'Oral language interventions']",NA,NA,['Yes'],NA,NA,,"['Page 18:\n[¬s]""106[¬e]""']",106,,"['Page 19:\n[¬s]""23.4[¬e]""']",23.4,,"['Page 19:\n[¬s]""7.2[¬e]""']",7.2,,"['Page 20:\n[¬s]""26.0[¬e]""']",26,,"['Page 20:\n[¬s]""7.2[¬e]""']",7.2,,NA,NA,,NA,NA,,NA,NA,,"['Page 19:\n[¬s]""107[¬e]""']",107,,"['Page 19:\n[¬s]""21.6[¬e]""']",21.6,,"['Page 19:\n[¬s]""6.7[¬e]""']",6.7,,"['Page 20:\n[¬s]""23.6[¬e]""']",23.6,,"['Page 20:\n[¬s]""6.9[¬e]""']",6.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
37671517,Swain (2010),2010,['Teaching assistants'],NA,NA,['Yes'],"['Page 20:\n[¬s]""Table 3: Mean gains of children taught by teachers and teaching assistants during a programme of Reading Intervention support[¬e]""']",Data from Table 4 - Burt Word Recognition Test. These outcomes compare mean gains made by children taught by teachers (control) vs children taught by TAs (intervention),,"['Page 15:\n[¬s]""219[¬e]""']",219,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 20:\n[¬s]""10.94[¬e]""']",10.94,,"['Page 20:\n[¬s]""5.24[¬e]""']",5.24,,NA,NA,,"['Page 15:\n[¬s]""156[¬e]""']",156,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 20:\n[¬s]""1 1.09[¬e]""']",11.09,,"['Page 20:\n[¬s]""4.78[¬e]""']",4.78,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099931,Vadasy (2005),2005,"['Phonics', 'One to one tuition', 'Teaching assistants']",NA,NA,['Yes'],NA,NA,,"['Page 5:\n[¬s]""7\n12""\n""9\n10""\n""8\n11[¬e]""', 'Page 5:\n[¬s]""8\n11""\n""7\n12""\n""8\n11[¬e]""']",38,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""103.7""\n""100.0""\n""104.8""\n""97.7[¬e]""']",100 ,,"['Page 12:\n[¬s]""11.22""\n""8.49""\n""8.92""\n""7.02[¬e]""']",8.92,,NA,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""9\n10[¬e]""']",19,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""93.7""\n""92.0[¬e]""']",92,,"['Page 12:\n[¬s]""12.16""\n""10.30[¬e]""']",10.3,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671592,Vadasy (2006),2006,"['Teaching assistants', 'One to one tuition']",NA,NA,['Yes'],NA,"PDF highlighting not working. All means and sd's taken from Table 3, page 515.",,"['Page 8:\n[¬s]""Treatment (n ⫽ 36)[¬e]""']",36,,NA,90,,NA,1.4,,NA,98,,NA,9.5,,NA,NA,,NA,NA,,NA,NA,,"['Page 8:\n[¬s]""Control (n ⫽ 31)[¬e]""']",31,,NA,90 ,,NA,1.3,,NA,90,,NA,6.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,"Pdf highlighting not working , page 513  ""Reading accuracy was measured (pretest, posttest, and follow-up)",
37671636,Vadasy (2007),2007,['Teaching assistants'],NA,NA,['Yes'],NA,Data from Table 2 - Reading Accuracy (with adjusted posttest mean),,"['Page 9:\n[¬s]""n = 23[¬e]""']",23,,"['Page 9:\n[¬s]""89.0[¬e]""']",89.0,,"['Page 9:\n[¬s]""5.76[¬e]""']",5.76,,"['Page 9:\n[¬s]""96.6[¬e]""']",96.6,,"['Page 9:\n[¬s]""5.82[¬e]""']",5.82,,NA,NA,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""n = 20[¬e]""']",20,,"['Page 9:\n[¬s]""89.6[¬e]""']",89.6,,"['Page 9:\n[¬s]""3.88[¬e]""']",3.88,,"['Page 9:\n[¬s]""93.9[¬e]""']",93.9,,"['Page 9:\n[¬s]""5.52[¬e]""']",5.52,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
37671638,Vadasy (2008),2008,['Teaching assistants'],NA,NA,['Yes'],"['Page 9:\n[¬s]""Table 3\nObserved Pretests, Posttests, and Pretest-Posttest Gains[¬e]""']",Table 3 Comprehension = GORT Comprehension subtest,,"['Page 9:\n[¬s]""Treatment group N = 82[¬e]""']",82,,"['Page 9:\n[¬s]""84.8[¬e]""']",84.8,,"['Page 9:\n[¬s]""13.09[¬e]""']",13.09,,"['Page 9:\n[¬s]""92.8[¬e]""']",92.8,,"['Page 9:\n[¬s]""15.72[¬e]""']",15.72,,"['Page 9:\n[¬s]""8.0[¬e]""']",8.0,,"['Page 9:\n[¬s]""13.74[¬e]""']",13.74,,NA,NA,,"['Page 9:\n[¬s]""control group N = 80[¬e]""']",80,,"['Page 9:\n[¬s]""87.6[¬e]""']",87.6,,"['Page 9:\n[¬s]""13.71[¬e]""']",13.71,,"['Page 9:\n[¬s]""92.9[¬e]""']",92.9,,"['Page 9:\n[¬s]""16.22[¬e]""']",16.22,,"['Page 9:\n[¬s]""5.4[¬e]""']",5.4,,"['Page 9:\n[¬s]""16.12[¬e]""']",16.12,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671637,Vadasy (2008) TA,2008,['Teaching assistants'],NA,NA,['Yes'],"['Page 17:\n[¬s]""Table 3 Student assessment means and standard deviations[¬e]""']",Only post-test comprehension scores given in Table 3,,"['Page 17:\n[¬s]""n = 32[¬e]""']",32,,NA,NA,,NA,NA,,"['Page 17:\n[¬s]""96.27[¬e]""']",96.27,,"['Page 17:\n[¬s]""10.53[¬e]""']",10.53,,NA,NA,,NA,NA,,NA,NA,,"['Page 17:\n[¬s]""n = 32[¬e]""']",NA,,NA,NA,,NA,NA,,"['Page 17:\n[¬s]""96.97[¬e]""']",96.97,,"['Page 17:\n[¬s]""10.23[¬e]""']",10.23,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43090199,Vadasy (2008) TA,2008,['Teaching assistants'],NA,NA,['Yes'],"['Page 9:\n[¬s]""Table 2 Observed Means and Standard Deviations""\n""Passage comprehension[¬e]""']",Table 2 - Passage Comprehension,,"['Page 9:\n[¬s]""n = 54 (27 dyads)[¬e]""']",54,,"['Page 9:\n[¬s]""89[¬e]""']",89,,"['Page 9:\n[¬s]""(7.10)[¬e]""']",7.10,,"['Page 9:\n[¬s]""92[¬e]""']",92,,"['Page 9:\n[¬s]""(6.33)[¬e]""']",6.33,,NA,NA,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""n = 65[¬e]""']",65,,"['Page 9:\n[¬s]""88[¬e]""']",88,,"['Page 9:\n[¬s]""(9.82)[¬e]""']",9.82,,"['Page 9:\n[¬s]""88[¬e]""']",88,,"['Page 9:\n[¬s]""(9.16)[¬e]""']",9.16,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671588,Vadasy (2009),2009,"['Teaching assistants', 'Small group tuition']",NA,NA,['Yes'],NA,NA,,"['Page 27:\n[¬s]"" = 4 4[¬e]""']",44,,"['Page 27:\n[¬s]""9 3 . 2 [¬e]""']",93.23,,"['Page 27:\n[¬s]""8 . 0 1[¬e]""']",8.01,,"['Page 27:\n[¬s]""9 5 . 3 [¬e]""']",95.34,,"['Page 27:\n[¬s]""7 . 0 7[¬e]""']",7.07,,"['Page 27:\n[¬s]""2 . 1 1[¬e]""']",2.11,,"['Page 27:\n[¬s]""5 . 2 5[¬e]""']",5.25,,NA,NA,,"['Page 27:\n[¬s]"" 1 0 4[¬e]""']",104,,"['Page 27:\n[¬s]""9 2 . 9 4[¬e]""']",92.94,,"['Page 27:\n[¬s]""7 . 6 8[¬e]""']",7.68,,"['Page 27:\n[¬s]""9 3 . 9 7[¬e]""']",93.97,,"['Page 27:\n[¬s]""7 . 6 8[¬e]""']",7.68,,"['Page 27:\n[¬s]""1 . 0 2[¬e]""']",1.02,,"['Page 27:\n[¬s]""5 . 1 8[¬e]""']",5.18,,NA,NA,,"['Page 27:\n[¬s]""5 4[¬e]""']",54,,"['Page 27:\n[¬s]""9 2 . 6 3[¬e]""']",92.63,,"['Page 27:\n[¬s]""6 . 7 [¬e]""']",6.77,,"['Page 27:\n[¬s]""9 6 . 3 3[¬e]""']",96.33,,"['Page 27:\n[¬s]""9 . 0 2[¬e]""']",9.02,,"['Page 27:\n[¬s]""3 . 7 [¬e]""']",3.70,,"['Page 27:\n[¬s]""7 . 6 5[¬e]""']",7.65,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671589,Vadasy (2010),2010,"['Teaching assistants', 'Phonics']",NA,NA,['Yes'],NA,NA,,NA,29,,NA,NA,,NA,NA,,NA,103.00,,NA,10.43,,NA,NA,,NA,NA,,NA,NA,,NA,35,,NA,NA,,NA,NA,,NA,95.20,,NA,9.73,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671614,Vadasy (2013),2013,['Teaching assistants'],NA,NA,['Yes'],NA,NA,,"['Page 16:\n[¬s]""93[¬e]""']",74,,"['Page 16:\n[¬s]""92.95[¬e]""']",92.95,,"['Page 16:\n[¬s]""11.00[¬e]""']",11.00,,"['Page 16:\n[¬s]""106.65[¬e]""']",106.65,,"['Page 16:\n[¬s]"" 9.27[¬e]""']",9.27,,NA,NA,,NA,NA,,NA,NA,,"['Page 16:\n[¬s]""92[¬e]""']",66,,"['Page 16:\n[¬s]""92.55[¬e]""']",92.55,,"['Page 16:\n[¬s]"" 7.69[¬e]""']",7.69,,"['Page 16:\n[¬s]""104.54[¬e]""']",104.54,,"['Page 16:\n[¬s]"" 9.31[¬e]""']",9.31,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,VadasyNelsonSanders2013.pdf is a follow up study of Nelson Vadasy & Sanders 2011.pdf,
43090202,Wang (2008) TA,2008,"['Teaching assistants', 'One to one tuition']",NA,NA,['Yes'],NA,NA,,NA,101,,NA,84.49,,NA,12.50,,"['Page 9:\n[¬s]""93.21[¬e]""']",93.21,,"['Page 9:\n[¬s]""(12.76)[¬e]""']",12.76,,NA,NA,,NA,NA,,NA,NA,,NA,38,,"['Page 9:\n[¬s]""82.05[¬e]""']",82.05,,"['Page 9:\n[¬s]""(12.64)[¬e]""']",12.64,,"['Page 9:\n[¬s]""88.57[¬e]""']",88.57,,"['Page 9:\n[¬s]""(14.38)[¬e]""']",14.38,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671616,Welch (1995),1995,['Teaching assistants'],NA,NA,['Yes'],"['Page 3:\n[¬s]""The paraprofessionals were assigned to general edu\xad cation classrooms, where they delivered remedial support in reading and math[¬e]""']","Data from Table 1 (Reading outcome), retrieved from General Education results as the largest sample size with most complete data. ",,NA,446,,NA,74.94,,NA,16.41,,NA,74.80,,NA,16.57,,NA,NA,,NA,NA,,NA,NA,,NA,518,,NA,77.94,,NA,16.44,,NA,74.85,,NA,16.76,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671591,Word (1990),1990,['Teaching assistants'],NA,NA,['Yes'],NA,NA,,"['Page 17:\n[¬s]""99 regular classes with teacher aides (approximately 2,200\nstudents)[¬e]""']",2200,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 17:\n[¬s]""101 regular classes,\n(approximately 2,300 students)[¬e]""']",2300,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
