id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,ry_identify_ret_stu,ry_ret_stu_age,ry_ret_basis,ry_impact_meas,ry_stu_ret_num,ry_ret_stud_comp,ry_matching_char,ry_comp,ry_comp_grp_school
49106836,Ogden (1971) 1_4,1971,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",0.358,0.2502,['Post-test unadjusted (select one from this group)'],SG+(5-13)_MAT_Iowa Test of Basic Skills (Reading),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.358,0.2502,NA,NA,NA,['Mathematics primary outcome'],0.1364,0.2486,NA,NA,NA,NA,NA,NA,74,1,NA,['Secondary/High school'],"['14', '15', '16', '17', '18']",NA,NA,['USA'],['Individual RCT'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],N/A. Retrospective study where pareticipants were retained in primary school and then achievement was tested in high school,N/A,N/A,['Toolkit: Repeating a year'],['Mixed year groups or grades'],"['3 – 7 years', '8- 11 years']",['A formal test or assessment'],['Multiple (mixed sample)'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],['Same school']
40375700,Oldham (1982),1982,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2461,0.2028,['Post-test unadjusted (select one from this group)'],SG+(1-3)_MAT_SAT Reading Achievement,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2461,0.2028,NA,NA,NA,['Mathematics primary outcome'],0.3686,0.2038,NA,NA,NA,NA,NA,NA, 98,1,NA,"['Primary/elementary school', 'Middle school', 'Secondary/High school']","['6', '7', '8', '9', '16', '17']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['Unclear/ not specified'],['Class teachers'],Not specified,N/A,N/A,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['3 – 7 years', '8- 11 years']",['A formal test or assessment'],['Multiple (mixed sample)'],"['At least once, but unspecified']","[""Promoted similar students (low attaining or 'underachieving' students)""]","['Achievement test score', 'Age', 'IQ/ Cognitive tests']",['Same age'],['Same school']
40375701,Peterson (1987) 1_1,1987,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",1.105,0.1917,['Post-test unadjusted (select one from this group)'],SA+1_MAT_California Achievement Test (Reading) ,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.105,0.1917,NA,NA,NA,['Mathematics primary outcome'],0.8497,0.1864,NA,NA,NA,NA,NA,NA,128,NA,NA,['Primary/elementary school'],"['6', '7', '8']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,N/A. ,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['3 – 7 years'],['Other (please specify)'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Ethnicity', 'Gender']","['Same age', 'Same grade']",['Grade equivalent scores (population comparison)']
43090189,Peterson (1987) 1_2,1987,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",0.9147,0.2926,['Post-test unadjusted (select one from this group)'],SA+1_MAT_California Achievement Test (Reading) ,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.9147,0.2926,NA,NA,NA,['Mathematics primary outcome'],0.9732,0.3007,NA,NA,NA,NA,NA,NA,52,NA,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,Not specified,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['3 – 7 years', '8- 11 years']",['Other (please specify)'],"['1 year', '2 years', '3 years', '4 years']","['At least once, but unspecified']",['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Age', 'Ethnicity', 'Gender', 'Achievement test score']",['Same age'],['Unclear/ not provided']
43090188,Peterson (1987) 1_3,1987,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5575,0.3864,['Post-test unadjusted (select one from this group)'],SA+1_MAT_California Achievement Test (Reading) ,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.5575,0.3864,NA,NA,NA,['Mathematics primary outcome'],0.7505,0.3931,NA,NA,NA,NA,NA,NA,30,NA,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,Not specified,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['Other (please specify)'],"['1 year', '2 years', '3 years', '4 years']","['At least once, but unspecified']",['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Ethnicity', 'Gender']",['Same age'],['Unclear/ not provided']
40375575,Phelps (1992),1992,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0299,0.2887,['Post-test adjusted for baseline attainment'],SG+(5-10)_MAT_Reading,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.0299,0.2887,NA,NA,NA,['Mathematics primary outcome'],-0.5612,0.2943,NA,NA,NA,NA,NA,NA,48,NA,NA,"['Nursery school/pre-school', 'Primary/elementary school', 'Middle school']","['12', '13', '14', '15']",FALSE,14.5,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,360,['Toolkit: Repeating a year'],['Mixed year groups or grades'],"['3 – 7 years', '8- 11 years']","['Teacher assessment, teacher judgement or grades']",['Multiple (mixed sample)'],"['At least once, but unspecified']",['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Gender', 'IQ/ Cognitive tests']",['Same grade'],['Same school']
40375670,Pierson (1992) 1_1,1992,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",-0.3417,0.1686,['Post-test unadjusted (select one from this group)'],SG+(1-6)_MAT_Academic Achievement,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: National test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,['Primary/elementary school'],"['8', '9', '10', '11', '12']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,360,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['3 – 7 years', '8- 11 years']","['A formal test or assessment', 'Teacher assessment, teacher judgement or grades']",['Multiple (mixed sample)'],['Once'],"[""Promoted similar students (low attaining or 'underachieving' students)""]",['Achievement test score'],['Same grade'],['Other (please specify)']
43090190,Pierson (1992) 1_2,1992,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",0.5463,0.2086,['Post-test unadjusted (select one from this group)'],SA+(1-6)_MAT__Academic Achievement,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: National test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 143,NA,NA,['Primary/elementary school'],"['10', '11', '12', '8', '9']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],"['Research staff', 'Class teachers']",N/A as questionnaires were completed by students.,N/A as questionnaires were completed by students.N/A - ,NA,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['8- 11 years', '12 years or older']",['Other (please specify)'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],['IQ/ Cognitive tests'],['Same grade'],['Other (please specify)']
40375604,Reynolds (1992),1992,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.9192,0.1016,['Post-test unadjusted (select one from this group)'],SA+(1-4)_MAT_ITBS Reading Comprehension ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.9192,0.1016,NA,NA,NA,['Mathematics primary outcome'],-0.9492,0.1019,NA,NA,NA,NA,NA,NA,1255,26,NA,['Primary/elementary school'],"['9', '10']",TRUE,90.0,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,360,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['3 – 7 years', '8- 11 years']","['Teacher assessment, teacher judgement or grades']",['Multiple (mixed sample)'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Ethnicity', 'Socio economic status (SES) including parental income']",['Same age'],['Other (please specify)']
40375578,Roderick (2005) 1_1,2005,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0228,0.91,['Post-test adjusted for baseline attainment'],SA+1_MAT_Reading Achievement ,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0228,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95,739",NA,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,45,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['1 year'],['Twice'],"[""Promoted similar students (low attaining or 'underachieving' students)""]","['Achievement test score', 'Ethnicity', 'Gender', 'Socio economic status (SES) including parental income']",['Same age'],['Same school']
49106841,Roderick (2005) 1_2,2005,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5768,1.02,['Post-test adjusted for baseline attainment'],SA+1_MAT_Reading Achievement ,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5768,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96,210",NA,NA,['Primary/elementary school'],"['11', '12']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA,NA,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['1 year'],['Twice'],"[""Promoted similar students (low attaining or 'underachieving' students)""]","['Achievement test score', 'Age', 'Ethnicity', 'Gender', 'Socio economic status (SES) including parental income']",['Same age'],['Grade equivalent scores (population comparison)']
40375606,Silberglitt (2006) 1_1,2006,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2101,0.2026,['Post-test unadjusted (select one from this group)'],SG+(1-7)_MAT_R-CBM ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2101,0.2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,"['Primary/elementary school', 'Middle school']","['6', '7', '8', '9', '10', '11', '12', '13', '14']",TRUE,54.0,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,360,['Toolkit: Repeating a year'],['Mixed year groups or grades'],"['3 – 7 years', '8- 11 years', '12 years or older']",['A formal test or assessment'],['Multiple (mixed sample)'],"['At least once, but unspecified']",['Promoted matched students (where specific characteristics are used to identify a specific match)'],['Achievement test score'],['Same grade'],['Other (please specify)']
43090195,Spithill (1965),1965,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",-0.7888,0.2079,['Post-test unadjusted (select one from this group)'],SA+(1-5)_MAT_IOWA   language,With business as usual,['Sample: Low achievers'],Literacy  writing,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,['Mathematics primary outcome'],-0.6859,0.206,NA,NA,NA,NA,NA,NA,38,6,NA,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,360,['Toolkit: Repeating a year'],['Mixed year groups or grades'],"['3 – 7 years', '8- 11 years']","['Teacher assessment, teacher judgement or grades']",['Multiple (mixed sample)'],"['At least once, but unspecified']",['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Age', 'IQ/ Cognitive tests', 'Gender']",['Same age'],['Same school']
40375706,Wallihan (1955),1955,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5468,0.0913,['Post-test unadjusted (select one from this group)'],SG+(5-3)_MAT_Reading Achievement,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5468,0.0913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,NA,['Primary/elementary school'],"['12', '13', '14', '15']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,45,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['3 – 7 years', '8- 11 years']","['Teacher assessment, teacher judgement or grades']",['Multiple (mixed sample)'],['Once'],"[""Promoted 'regular' students""]",NA,['Same grade'],"['Same school', 'Different school']"
40375707,Worth (1960),1960,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5161,0.177,['Pre-post gain'],SA+1_MAT_CAT (Total Reading),With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5161,0.177,NA,NA,NA,['Mathematics primary outcome'],-0.2767,0.1749,NA,NA,NA,NA,NA,NA,132,NA,NA,['Primary/elementary school'],"['8', '9', '10']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,45,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],"['Teacher assessment, teacher judgement or grades']",['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender', 'IQ/ Cognitive tests']",['Same age'],['Different school']
