id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,sample_analysed_ht,sample_analysed_info,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_prop_info,fsm_prop_ht,fsm_prop_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
40642438,Koukeyan (1976) 1_1,1976,['Setting or streaming'],NA,,"['Page 44:\n[¬s]""A total of 215 students participated in ths study.""\n""The sample size in the experimental group for the fourth, fifth, and sixth grades was 42, 49, and 30[¬e]""', 'Page 45:\n[¬s]""respectively. The number of students in the control group was 25, 39, and 30 at the fourth, fifth, and sixth grade levels.[¬e]""']","Intervention group  n=121, Control group  n=94, Overall  n=215. From Table 1 and 2, pg32.",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 46:\n[¬s]""42[¬e]""']",42,,"['Page 46:\n[¬s]""25[¬e]""']",25,,NA,NA,,NA,NA,,"['Page 59:\n[¬s]""42[¬e]""']",42,,"['Page 59:\n[¬s]""25[¬e]""']",25,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
45336757,Koukeyan (1976) 1_2,1976,['Setting or streaming'],NA,,NA,"215 Intervention = 121, Control = 94",,['Mixed gender'],NA,Reasonable to assume mixed gender as US state public schools,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 46:\n[¬s]""121[¬e]""']",121,,"['Page 46:\n[¬s]""94[¬e]""']",94,,NA,NA,,NA,NA,,"['Page 59:\n[¬s]""42[¬e]""', 'Page 59:\n[¬s]""42[¬e]""', 'Page 67:\n[¬s]""49[¬e]""']",49 grade 5 only ,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336756,Koukeyan (1976) 1_3,1976,['Setting or streaming'],NA,,NA,60 Grade 6 only EPPI comments,,['Mixed gender'],NA,Reasonable to assume mixed gender as US state public schools,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 46:\n[¬s]""30[¬e]""']",30 Grade 6 only,,"['Page 46:\n[¬s]""30[¬e]""']",30,,NA,NA,,NA,NA,,NA,30 Grade 6 only,,"['Page 75:\n[¬s]""30[¬e]""']",30,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642439,Long (1957),1957,['Setting or streaming'],NA,,"['Page 68:\n[¬s]"" a total of 51+ students in the experimental group and Jjlj. students In the control group* The experimental group had three withdrawals before the experiment was concluded and the control group had five withdrawals* This left a total of 51 In the experimental group and 39 In the control group at the end of the experiment[¬e]""']",45 experimental students and 44 control students at the start of the study.   51 experimental students and 39 control students at the end of the study. ,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 67:\n[¬s]""Group A""\n""5k[¬e]""']",54,,"['Page 67:\n[¬s]""Group B""\n""kk[¬e]""']",44,,NA,NA,,NA,NA,,"['Page 106:\n[¬s]""51[¬e]""']",51,,"['Page 106:\n[¬s]""39[¬e]""']",39,,NA,NA,,NA,NA,,['Yes'],"['Page 17:\n[¬s]""The experiment involved 98 students in the beginning\nof the experiment, 90 of whom completed the oourae at the end\nof the year*[¬e]""', 'Page 68:\n[¬s]""The experimental group had three withdrawals\nbefore the experiment was concluded and the control group had\nfive withdrawals* This left a total of 51 In the experimental\ngroup and 39 In the control group at the end of the experiment*[¬e]""']",NA,,"['Page 68:\n[¬s]""The experimental group had three withdrawals\nbefore the experiment was concluded""\n""This left a total of 51 In the experimental\ngroup[¬e]""', 'Page 68:\n[¬s]""The experimental group had three withdrawals\nbefore the experiment was concluded[¬e]""']",5.6%,,NA,8.2% ,
40642440,Loomer (1962) 1_1,1962,['Setting or streaming'],NA,,"['Page 67:\n[¬s]""Data for four hundred ninety pupils in grades four, fi v e , and six were secured for e v a lu a tio n .[¬e]""']","Homogenous high (Grade 4)  n=60, Hetrogenous high (Grade 4)  n=34.",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 64:\n[¬s]""21\n39[¬e]""']",39,,"['Page 64:\n[¬s]""9[¬e]""']",9,,NA,NA,,NA,NA,,NA,39,,"['Page 64:\n[¬s]""9[¬e]""']",9,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336763,Loomer (1962) 1_2,1962,['Setting or streaming'],NA,,NA,N = 31 HH = 20 HB = 11 See Table 3 p.57,,['Mixed gender'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,intervention = 20 EPPI comment instruct extraction of only grade 5 hom high,,NA,control = 11 EPPI comment instruct extraction of only grade 5  het bright,,NA,NA,,NA,NA,,NA,12,,NA,6,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336762,Loomer (1962) 1_3,1962,['Setting or streaming'],NA,,"['Page 64:\n[¬s]""Number o f I nd i v i dua l s by Grade, A b i l i t y Level , and Type Class""\n""6\n16\n26\n33\n9\n15\n40\n7[¬e]""']",146 grade 6 only,,['Mixed gender'],"['Page 60:\n[¬s]""The two classes made by th is\nprocedure were balanced in r e l a t i o n to sex as much as poss ib le[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,84,,NA,62,,NA,NA,,NA,NA,,NA,16,,NA,15,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336761,Loomer (1962) 1_4,1962,['Setting or streaming'],NA,,NA,18 intervention = 12 control = 6 EPPI comments instruct code only grade 4 hom low and het low,,['Mixed gender'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 64:\n[¬s]""12[¬e]""']",12 EPPI comments instruct coding only grade 4 hom low,,"['Page 64:\n[¬s]""6[¬e]""']",6 EPPI comments instruct coding only grade 4 het low,,NA,NA,,NA,NA,,"['Page 64:\n[¬s]""12[¬e]""']",12,,"['Page 64:\n[¬s]""6[¬e]""']",6,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336760,Loomer (1962) 1_5,1962,['Setting or streaming'],NA,,NA,15 Grade 5 only Intervention = 9 Control = 6,,['Mixed gender'],"['Page 60:\n[¬s]""The two classes made by th is\nprocedure were balanced in r e l a t i o n to sex as much as poss ib le[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 64:\n[¬s]""9[¬e]""']",9 EPPI comments instruct coding only Grade 5 Hom Low,,"['Page 64:\n[¬s]""6[¬e]""']",6,,NA,NA,,NA,NA,,"['Page 64:\n[¬s]""9[¬e]""']",9,,"['Page 64:\n[¬s]""6[¬e]""']",NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336759,Loomer (1962) 1_6,1962,['Setting or streaming'],NA,,NA,16 EPPI comment instruct coding only Grade 6,,['Mixed gender'],"['Page 60:\n[¬s]""The two classes made by th is\nprocedure were balanced in r e l a t i o n to sex as much as poss ib le[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 64:\n[¬s]""9[¬e]""']",9 EPPI comments instruct coding only Grade 6 Hom Low,,"['Page 64:\n[¬s]""7[¬e]""']",7,,NA,NA,,NA,NA,,"['Page 64:\n[¬s]""9[¬e]""']",9,,"['Page 64:\n[¬s]""7[¬e]""']",NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642442,Ludeman (1969),1969,['Setting or streaming'],NA,,"['Page 109:\n[¬s]""he total experimental group for 1968 nuabered 40, and the control group for 1968 nuabered I8 5 . For the corresponding group in 1969( 58 were in the final experimental group and 243 in the control group.[¬e]""']","See Table 2 (p.17) for breakdown per year and school, Table 3 (p.98) as well as coded text",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 109:\n[¬s]""44""\n""62[¬e]""']",102,,"['Page 109:\n[¬s]""221""\n""269[¬e]""']",490,,NA,NA,,NA,NA,,NA,98 ,,NA,428 ,,NA,NA,,NA,NA,,['Yes'],NA,"Sons students enrolled in the senior mathematics classes had transferred froa schools outside Lincoln at sons tins during their secondary schooling  these students were not included in this study. treatent =(106-98)/106*100 Therefore, the total experimental group for 1968 numbered 40, and the control group for 1968 numbered I85. For the corresponding group in 1969( 58 were in the final experimental group and 243 in the control group. total =(596-428)/596*100",,NA,7.5%  ,,NA,28% ,
40642443,Luttrell (1959),1959,['Setting or streaming'],NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,
40642451,Mikkelson (1963),1963,['Setting or streaming'],NA,,"['Page 3:\n[¬s]""In each grade the seventy students were randomly\ndivided into an experimental and control group of thirty-five\nstudents each.[¬e]""']",140,,['Mixed gender'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,70  35 in each grade,,NA,70   35 in each grade,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,"Sample sizes referenced throughout are quite confusing. However, they do state at the beginning that there 35 vs 35 in each grade to begin so I shall code with that",,NA,NA,,NA,NA,
40642453,Moorhouse (1964) 1_1,1964,['Setting or streaming'],NA,,NA,"169 pupils remained in each group' 9p.282) I = 169, C = 169, Total = 338  For Grade 4 (As specified in the comments) See Table 2  54 participants in each group (108 total?)",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 2:\n[¬s]""At the beginning of the\nexperiment there were 189 pupils in\neach group.[¬e]""']",54,,"['Page 2:\n[¬s]""At the beginning of the\nexperiment there were 189 pupils in\neach group[¬e]""', 'Page 5:\n[¬s]""Grade\nFour.......................""\n""54[¬e]""']",54,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""54[¬e]""']",54,,"['Page 5:\n[¬s]""54[¬e]""']",54,,NA,NA,,NA,NA,,['Yes'],"['Page 4:\n[¬s]""At the end of the first\nsemester 169 pupils remained in each\ngroup.[¬e]""']",NA,,NA,10.6% ,,NA,10.6% ,
45336767,Moorhouse (1964) 1_2,1964,['Setting or streaming'],NA,,NA,T = 338 (169 in control and treatment groups),,['Mixed gender'],NA,This is assumed rather than stated,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 2:\n[¬s]""At the beginning of the\nexperiment there were 189 pupils in\neach group.[¬e]""', 'Page 5:\n[¬s]""Five........................""\n""67[¬e]""']",67,,"['Page 2:\n[¬s]""At the beginning of the\nexperiment there were 189 pupils in\neach group.[¬e]""']",67,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""67[¬e]""']",67,,"['Page 5:\n[¬s]""67[¬e]""']",67,,NA,NA,,NA,NA,,['Yes'],"['Page 4:\n[¬s]""At the end of the first\nsemester 169 pupils remained in each\ngroup.[¬e]""']",NA,,NA,10.6%,,NA,10.6%,
45336766,Moorhouse (1964) 1_3,1964,['Setting or streaming'],NA,,NA,T = 338 (169 for each treatment and control group),,['Mixed gender'],NA,Assumed rather than stated (public school),,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 2:\n[¬s]""At the beginning of the\nexperiment there were 189 pupils in\neach group.[¬e]""', 'Page 5:\n[¬s]""Six..........................""\n""48[¬e]""']",48,,"['Page 2:\n[¬s]""At the beginning of the\nexperiment there were 189 pupils in\neach group.[¬e]""']",48,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""48[¬e]""']",48,,"['Page 5:\n[¬s]""48[¬e]""']",48,,NA,NA,,NA,NA,,['Yes'],"['Page 4:\n[¬s]""At the end of the first\nsemester 169 pupils remained in each\ngroup.[¬e]""']",NA,,NA,10.6%,,NA,10.6%,
40642455,Morgenstern (1963) 1_1,1963,['Setting or streaming'],NA,,"['Page 85:\n[¬s]""t first all the children In the seven sixth-grade olasses of both sehools were Included in the study. However, as the available data were sorutinised, many had to be eliminated because there were incomplete data for them[¬e]""']","See table 5 and table 6 (page 62). St start of the experiment there were 124 control children and 80 experimental (204 in total). After missing data was removed, this changed to 77 control and 42 experimental (119 in total)",,['Mixed gender'],NA,See tables 5 and 6 (p.62). Final analysis = 61 boys and 58 girls. ,,NA,NA,,NA,NA,,See pages 57-59,"['Page 77:\n[¬s]"" The socio-economic level of each school community, as determined by the occupation of the parents and by the types of homes in which the children lived is described in Tables II and III.[¬e]""']",,NA,NA,,"['Page 102:\n[¬s]""X 8[¬e]""', 'Page 85:\n[¬s]"" 42[¬e]""']",42-overall 8-top 20% quintile,,"['Page 102:\n[¬s]""C 15-[¬e]""', 'Page 85:\n[¬s]"" 77[¬e]""']",77-overall 15-top 20% quintile,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],"['Page 97:\n[¬s]""TABLE XI Medians, Means, Standard Deviations and t Tests of the Battery Medians of the Control and Experimental Groups, Stanford Achievement Teat, 1957[¬e]""']",NA,,NA,0,,NA,0,
45336769,Morgenstern (1963) 1_2,1963,['Setting or streaming'],NA,,NA,T = 40 Treatment = 20 Control = 20,,['Mixed gender'],NA,50 50,,NA,NA,,These were closely matched across control and treatment groups. See p57 & 58 for detailed breakdown and comparison,"['Page 79:\n[¬s]""Table II indicates that the percentage of parents who\nwere classified as craftsmen and foremen was approximately the\nsame for both schools; the control school had thirty-nine\nperoent of its parents in this category, and the experimental\nsohool had thirty-eight percent. However, the percentage of\nparents employed in the first four categories, which represent\na higher eoonomic level, was greater for the control school\n(thirty-seven percent) than for the experimental school[¬e]""', 'Page 80:\n[¬s]""(twenty-nine percent). For the last three categories of Job\nclassification, whioh represented a lower socio-economic level,\nthe percentage was lower for the control school (twenty-three\npercent) than for the experimental school (thirty-one percent).[¬e]""']",,NA,NA,,NA,NA,,"['Page 102:\n[¬s]""23[¬e]""']",23 (middle quintile sample),,"['Page 102:\n[¬s]""45[¬e]""']",45 (middle quintile sample),,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
40642456,Morrison (1970),1970,['Setting or streaming'],NA,,"['Page 5:\n[¬s]""here were 63 accelerants and 63 matched non\xad accelerants in the study.[¬e]""']",63 students in the accelerated group and 63 matched controls - a total of 126. ,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,"['Page 5:\n[¬s]""The economic level of the residents ranks in the upper-half of the country in terms of both median income and home value[¬e]""']",,NA,NA,,"['Page 5:\n[¬s]""There were 63 accelerants a[¬e]""']",63,,"['Page 5:\n[¬s]""and 63 matched non-""\n""accelerants in the study.[¬e]""']",63,,NA,NA,,NA,NA,,"['Page 82:\n[¬s]""20[¬e]""']",20,,"['Page 82:\n[¬s]""20[¬e]""']",20,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642457,Moses (1965) 1_1,1965,['Setting or streaming'],NA,,"['Page 55:\n[¬s]""A total of four hundred fifty pupil pairs (nine hundred students) was used for the study.[¬e]""']",NA,,['Mixed gender'],NA,See appendix,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 11:\n[¬s]""one hundred fifty (150) pairs[¬e]""']",150,,"['Page 11:\n[¬s]""one hundred fifty (150) pairs[¬e]""']",150,,NA,NA,,NA,NA,,NA,150,,NA,150,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336770,Moses (1965) 1_2,1965,['Setting or streaming'],NA,,NA,T = 300 Control = 150 Treatment (Average Ability Group B)= 150,,['Mixed gender'],NA,proportion and numbers not stated,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 44:\n[¬s]""one\nhundred fifty (150) pairs of students[¬e]""']",150,,"['Page 44:\n[¬s]""one\nhundred fifty (150) pairs of students[¬e]""']",150,,NA,NA,,NA,NA,,NA,150,,NA,150,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336771,Moses (1965) 1_3,1965,['Setting or streaming'],NA,,NA,T = 300 Control = 150 Treatment (Group C - previously lower attaining children) = 150,,['Mixed gender'],NA,Proportions and numbers not stated,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 44:\n[¬s]""one\nhundred fifty (150) pairs of students[¬e]""']",150,,"['Page 44:\n[¬s]""one\nhundred fifty (150) pairs of students[¬e]""']",150,,NA,NA,,NA,NA,,NA,150,,NA,150,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642459,Nichols (1969),1969,['Setting or streaming'],NA,,NA,"Honestly, they don't tell! Four classrooms  80-120 pupils",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,intervention  suburban neighborhood  control  urban middle-class and lower middle class to upper lower class urban neighborhood,NA,,NA,NA,,NA,"40   No sample sizes given in this paper. Based on previous advice given by Steve, I have coded these classes as having 20 children each. ",,NA,40,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40397441,Platz (1965) 1_1,1965,['Setting or streaming'],NA,,"['Page 68:\n[¬s]"" 36 p a i r s o f a b o v e - a v e r a g e s t u d e n t s ,[¬e]""']","Total = 72, intervention = 36, control = 36",,['Mixed gender'],"['Page 68:\n[¬s]""C a r e was t a k e n i n a s s i g n i n g a p p r o x i m a t e l y a n e q u a l num ber o f b o y s a n d g i r l s t o e a c h g e n e r a l s c i e n c e c l a s s[¬e]""']",Approx 50% female,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 68:\n[¬s]""262 s tu d e n ts in th e e x p e r i \xad\nm en ta l and c o n t ro l groups[¬e]""']",262,,NA,262,,NA,NA,,NA,NA,,NA,36,,NA,36,,NA,NA,,NA,NA,,['Yes'],"['Page 68:\n[¬s]""I t w i l l be no ted t h a t o f\n298 s tu d e n ts o r i g i n a l l y a s s ig n ed to th e exp e rim en ta l c o n tro l\ngroups on ly 262 remained a t th e end o f th e s tudy due to\nch eck -ou ts and t r a n s fe r s .[¬e]""']",NA,,NA,12% 36 of 298,,NA,NA,
45336779,Platz (1965) 1_2,1965,['Setting or streaming'],NA,,"['Page 68:\n[¬s]""60 p a i r s o f ave rage s tu d e n ts ,[¬e]""']","There were N=262 students analysed in the study - however, for the purpose of this coding, the focus is on 60 pairs of average ability students N=120 grouped (treatment) vs un-grouped (control)  (see Table 3 p61-63 - all matched pairs itemised)",,['Mixed gender'],"['Page 68:\n[¬s]""Care was taken in a s s ig n in g app rox im a te ly an equa l\nnumber o f boys and g i r l s t[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,60,,NA,60,,NA,NA,,NA,NA,,NA,60,,NA,60,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,18%,
45336778,Platz (1965) 1_3,1965,['Setting or streaming'],NA,,NA,"three groups assigned according to ability, but for the purpose of this coding we focus on  grouped (treatment) vs un-grouped students (control) for the 'below-average' ability group  N=70 (35 matched pairs)",,['Mixed gender'],"['Page 23:\n[¬s]""Matched p a i r s were a rrang ed by sex a[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,35,,NA,35,,NA,NA,,NA,NA,,NA,35,,NA,35,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,18%,,NA,18%,
40397442,Postlethwaite (1978),1978,['Setting or streaming'],NA,,NA,Appendix 6 appears to have missing material. There is information for C3 but it isn't clear for C4. C3 Streamed (intervention) = 82. C4 Mixed ability (control) = unclear but I think either 141 or 138.,,['Mixed gender'],NA,"Again, this is unclear as there appears to be a print error in Appendix 6. ",,NA,NA,,Average SES score was 3.06 (where 'Executive' is 1 and 'Manual' is 5),NA,,NA,"['Page 7:\n[¬s]"" Its intake was d ra wn , therefore, from the town and its surr ou nd ing v illage s and thus represented a good cross section of the whole range of socio-economic gro ups . (In this respect it is important to note that Banbury has ove rspill h o us i ng from Bir m ingham and London.) This unusual completeness of re prese n ta t io n of both the academic and socia l s pect ru m is n ot sign ific a n tly affected by w ith \xad drawal of pu pils to the independent secto r of education. [¬e]""']",,NA,NA,,NA,131,,NA,136,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
38296664,Roy (2018),2018,['Setting or streaming'],NA,,"['Page 27:\n[¬s]""289""\n""262""\n""64[¬e]""', 'Page 27:\n[¬s]""66[¬e]""']",Intervention - 551 Control - 130 (Total  681),,['No information provided'],NA,NA,,NA,NA,,"Intervention = 33.2% FSM (289), Control = 28.1 % FSM (64) See Table 8","['Page 29:\n[¬s]""33.2%""\n""28.1%[¬e]""']",,NA,NA,,NA,NA,,"['Page 27:\n[¬s]"" n=1506[¬e]""']",1506,,"['Page 27:\n[¬s]""n=601[¬e]""']",601,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 27:\n[¬s]""Lost to follow up Maths: Schools dropped out (school n=2, pupil n=399) Pupils missing \x96 absent or not sampled (n=818) English: Schools dropped out (school n=3, pupil n=589) Pupils missing \x96 absent or not sampled (n=655)""\n""Not analysed Maths: (school n=0, pupil n=0) English: (school n=0, pupil n=0)""\n""Not analysed Maths: (school n=0, pupil n=1) English: (school n=0, pupil n=1)""\n""Lost to follow up Maths: Schools dropped out (school n=2, pupil n=173) Pupils missing \x96 absent or not sampled (n=363) English: Schools dropped out (school n=2, pupil n=173) Pupils missing \x96 absent or not sampled (n=361)[¬e]""']",NA,,"['Page 27:\n[¬s]""n=1506""\n""n=289""\n""n=262[¬e]""']",63.41,,NA,67.68%,
40642469,Russell (1946),1946,['Setting or streaming'],NA,,"['Page 5:\n[¬s]"" of 278 Pup?ls Who Were Regrouped for Reading Instruction and 248 Pupils Who Remained in Their Own Classes[¬e]""']",NA,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,"['Page 4:\n[¬s]""comparable groups of pupils who ""circle"" and do not ""circle"" for reading. Pupils who ""circle"" for reading were selected in three schools which are rated as below average, average, and above average in social-economic status for the cit[¬e]""']",,NA,NA,,"['Page 9:\n[¬s]""he study compares the achievement of a group of 278 children from\nbelow average, average, and above average districts of the city who have\n""circled"" for reading for two years (fro[¬e]""']",278,,"['Page 9:\n[¬s]""h the achievement of a group of 248 children who are approxi\nmately equal in chronological age, mental age and reading achievement at\nthe low fourth-grade level, who come from three similar districts and who\nhave not ""circled"" be[¬e]""']",248,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""Scores[¬e]""', 'Page 9:\n[¬s]""ldren from\nbelow average, average, and above average districts of the city who have\n""circled"" for reading for two years (fro[¬e]""']",278,,"['Page 5:\n[¬s]""248 Pupils Who Remained in Their Own\nClasses in Grades Four to Si[¬e]""']",248,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642471,Schwartz (1943),1943,['Setting or streaming'],NA,,"['Page 41:\n[¬s]""There are 200 pupils in the experimental group and 200 pupils[¬e]""', 'Page 42:\n[¬s]""in the control group*[¬e]""']","TOTAL = 400, I = 200, C = 200",,['Mixed gender'],"['Page 49:\n[¬s]""Each group had the same number of boys and the[¬e]""', 'Page 50:\n[¬s]""41 * same number of girls.[¬e]""']",Female = 50%,,NA,NA,,No info beyond stating pupils were matched for SES,NA,,NA,"['Page 50:\n[¬s]""As closely as possible, the average home background of the pupils in both groups was about the same. This was accomplished by means of interviews with the admin\xad istrators and the teachers.[¬e]""']",,NA,NA,,NA,200,,NA,200,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,the results table indicates no dropout,,NA,0,,NA,0,
40397358,Shavit (1985),1985,['Setting or streaming'],NA,,"['Page 4:\n[¬s]""9713 students: 10609 who were grouped (fully or partially) and 9104 who were not grouped.[¬e]""']",NA,,['Male only'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,10609,,NA,9104 non ability grouped,,NA,NA,,NA,NA,,NA,10609,,NA,9104,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,
40642473,Simpson (1961),1961,['Setting or streaming'],NA,,"['Page 110:\n[¬s]""N=731[¬e]""']",731,,['Mixed gender'],NA,NA,,NA,NA,,Percentages are available in table 26 but are barely readable,NA,,NA,NA,,NA,NA,,NA,132,,NA,43   Although the overall sample is 772 we have been asked to extract data from tables 10 and 13 which centres on grade 1 ppts so these are the sample sizes for them,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40397372,Slavin (1985) SetS,1985,['Setting or streaming'],NA,,"['Page 9:\n[¬s]"" 480 students in 22 grade 3-5 classrooms[¬e]""']",NA,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 10:\n[¬s]""98[¬e]""']",98,,"['Page 10:\n[¬s]""106[¬e]""']",106,,NA,NA,,NA,NA,,"['Page 10:\n[¬s]""98[¬e]""']",98,,"['Page 10:\n[¬s]""106[¬e]""']",106,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
40642475,Smith (1960) 1_1,1960,['Setting or streaming'],NA,,"['Page 13:\n[¬s]"" 854 p u p i l s .[¬e]""', 'Page 23:\n[¬s]""n in e ty - f iv e p u p il p a irs[¬e]""']","total= 190, intervention = 95, control = 95 ",,['Mixed gender'],NA,42% female (Tables 2 - 5),,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,29 grade 2 only,,NA,29,,NA,NA,,NA,NA,,NA,29,,NA,29,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,
